name,artists,id,release_date,hit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Cuckoo,Adam Lambert,7j1SWWci3yWLgmMSZwurgd,2012-05-08,0.0,0.673,0.724,6,-5.305,1,0.0453,0.000957,0.0,0.155,0.817,122.973,182867,4
Cupid's Got a Shotgun,Carrie Underwood,24w0eusbTsyhPkJj72LUIm,2012-05-01,0.0,0.306,0.95,5,-2.057,0,0.149,0.157,1.33e-06,0.239,0.75,216.029,223427,4
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,6mH3qVIeOsnQIAho5eWwhH,2015-02-10,1.0,0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,128013,4
Curiosity,Carly Rae Jepsen,2xrK7AOAWok7NY4WuqeApq,2012-01-01,0.0,0.751,0.878,4,-5.176,1,0.0555,0.16,0.0,0.125,0.676,124.019,213120,4
Cut Copy Me,Petula Clark,1Kcv7RoFZmNXuax9iLtW1Y,2013-04-02,0.0,0.6,0.497,6,-12.48,0,0.0542,0.626,0.0475,0.1,0.321,120.065,190320,4
Cut Me Some Slack,"Paul McCartney, Dave Grohl, Krist Novoselic, Pat Smear",1zCtzRratZnh6aKQLguPxm,2013-03-08,0.0,0.304,0.927,2,-4.236,1,0.0477,1.42e-05,0.00428,0.106,0.619,165.994,278053,4
'Cause I Play Guitar,Big & Rich,4teitdbI9mXowQHMeC24EL,2012-09-18,0.0,0.673,0.888,2,-4.794,1,0.0396,0.0446,0.0,0.181,0.719,105.992,213493,4
Damaged Goods,Yeasayer,7ledATyLYr7jkbjujgv1VO,2012-08-21,0.0,0.777,0.672,2,-7.408,0,0.0383,0.029,0.172,0.105,0.479,115.006,297853,4
Damn Good Friends,Elle Varner,3MMZPyT8QiV2P45cFdbS3M,2012-08-03,0.0,0.558,0.479,9,-4.859,0,0.0272,0.661,0.0,0.313,0.225,89.991,239867,3
Dance Again,"Jennifer Lopez, Pitbull",4d2hD63oUGU3s7L66JD0BE,2012-07-20,1.0,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267,4
Dance All Night,"Dirty Heads, Matisyahu",64yn6T5miWO6E408RmBsd7,2012-06-19,0.0,0.706,0.775,1,-5.218,1,0.0468,0.0138,1.04e-06,0.151,0.882,81.04,206334,4
Dance Baby Dance,Chris Cagle,4ctv0rZYOWtkG1EztaEr8i,2012-06-26,0.0,0.539,0.56,1,-7.121,1,0.0274,0.326,1.75e-06,0.15,0.287,160.06,208773,4
Dance for You,Beyoncé,7cvkXf3AwPGT041PyOi5VX,2011-06-24,1.0,0.616,0.78,2,-6.062,1,0.0623,0.0322,0.0,0.173,0.471,110.005,377467,4
Dandelion,Black Country Communion,5mGaNla2SkLsVbU90O3cxm,2012-10-30,0.0,0.398,0.917,2,-5.77,1,0.0809,0.00235,0.0474,0.582,0.424,100.292,242253,4
Danse Caribe,Andrew Bird,7tOpJyoub75hwcdpUGU4gP,2012-03-06,0.0,0.398,0.681,7,-7.261,1,0.0483,0.138,0.00708,0.122,0.574,137.57,319047,4
Dark Money,Geoff Tate,4sSdvhwlEUTwBFAEcuGS2g,2012-11-06,0.0,0.26,0.84,8,-4.918,1,0.0793,0.0438,0.0,0.183,0.623,84.325,265333,4
Dark Paradise,Lana Del Rey,2Y115i0IhELJhyyftvoSFt,2012-11-12,0.0,0.6,0.653,1,-8.309,0,0.0594,0.0953,0.0,0.122,0.43,119.994,243187,4
Darkness,Leonard Cohen,0J7o7SK5I9WTyl6u86pMHF,2012-03-28,0.0,0.637,0.377,5,-13.973,0,0.0441,0.795,0.0281,0.0991,0.551,99.515,269333,4
Daughters,Nas,2cOfceFeMN2YgYaOf3KYJ6,2012-01-01,0.0,0.464,0.94,1,-4.364,1,0.281,0.228,0.0,0.256,0.854,85.477,200213,4
Dauðalogn,Sigur Rós,24MVyMwRH2GLkDygqytRIW,2012-05-23,0.0,0.164,0.345,2,-10.738,1,0.0327,0.851,0.892,0.454,0.0346,138.538,396707,5
Day Four,Bloc Party,0cAcMeVSCLDtCk9Oubgb41,2012-08-20,0.0,0.568,0.624,7,-7.928,1,0.0308,0.0175,0.101,0.316,0.764,135.861,251240,3
Day Will Come,Keane,6rI1l9DmGmWz1f7Bgge9Rl,2012-01-01,0.0,0.347,0.855,11,-4.93,1,0.0466,0.0048,0.0,0.129,0.495,151.174,191907,4
Daylight,Maroon 5,6TwfdLbaxTKzQi3AgsZNzx,2012-01-01,1.0,0.657,0.679,2,-5.511,1,0.0269,0.00246,0.0,0.211,0.331,120.007,225307,4
Days Go By,The Offspring,0wDgnPr6qmNH3I9EGsIRu2,2012-06-26,0.0,0.402,0.976,9,-1.823,1,0.0712,0.0029,0.0,0.116,0.318,150.061,241787,4
Dead Flowers,Demon Hunter,4im1m4RFW7m5REaVPTbTI3,2013-06-01,0.0,0.409,0.739,9,-5.329,1,0.0317,0.000767,0.0801,0.327,0.109,140.02,324173,4
Dead In The Water,Ellie Goulding,35TC2nqfmerjo89NurkKjG,2012-01-01,0.0,0.163,0.332,4,-9.966,1,0.0349,0.579,0.0046,0.0715,0.0356,70.999,283501,3
Dead Sea,The Lumineers,1DDNfRbtLn2dxm4onBxhOV,2012-04-03,0.0,0.713,0.319,0,-11.099,1,0.028,0.81,5.71e-06,0.142,0.472,94.043,247933,4
Dead Set On Living,Cancer Bats,4bV6yZ5lcROuh6VOs7Jz8q,2012-04-24,0.0,0.474,0.974,2,-4.789,0,0.183,1.04e-05,0.32,0.621,0.11,126.948,186600,4
Dead Silence,Billy Talent,5YjV8QLluuoXk0oUgMU50K,2012-09-04,0.0,0.593,0.926,2,-5.423,0,0.0507,0.00207,0.0,0.306,0.293,121.987,288941,4
Deadlines And Commitments,The Killers,5qvMfYPAXfxQWDTcSS1YZe,2012-09-17,0.0,0.675,0.722,8,-5.744,1,0.0296,0.0733,0.000167,0.231,0.433,104.986,262120,4
Dear Darlin',Olly Murs,0s0JMUkb2WCxIJsRB3G7Hd,2012-11-26,0.0,0.512,0.828,11,-4.672,0,0.0454,0.00627,8.73e-06,0.119,0.34,124.021,206373,4
Dear Old America,Heart,4QV1gjpKZvh67UixopEJrD,2012-10-02,0.0,0.451,0.9,4,-5.626,0,0.061,0.0121,3.86e-05,0.488,0.495,78.069,239960,4
Death & Joy,Abandon Jalopy,0G0GqMEE699h7oxwzoAyxt,2012-02-14,0.0,0.538,0.9,4,-6.442,0,0.0584,0.0613,0.00194,0.0374,0.723,108.08,240453,4
Death To My Hometown,Bruce Springsteen,5piFhn0sH6i5iGaESBuTJd,2012-03-06,0.0,0.395,0.828,8,-7.334,1,0.0409,0.00419,2.28e-06,0.114,0.648,184.033,205707,4
Deceiver,Impending Doom,1SNcF3dk1QEfps9LOtWlA9,2012-03-13,0.0,0.426,0.98,10,-3.981,0,0.384,0.000325,0.0,0.335,0.172,161.49,216360,4
Deeper Water,Public Image Ltd.,36CyDAckjOzMnvvD7Tu0eZ,2012-05-28,0.0,0.563,0.622,0,-8.0,0,0.0376,0.00412,0.0112,0.161,0.576,138.061,367627,4
Deepest Shame,Plan B,5LkGFOCdpaecenLUTBYvKz,2012-07-23,0.0,0.69,0.858,0,-5.88,0,0.069,0.431,0.000581,0.0823,0.478,119.985,216720,4
Default,Atoms For Peace,5hwBO4isYUhAEGQW12a6L4,2012-09-11,0.0,0.794,0.855,1,-4.863,0,0.086,0.0546,0.819,0.094,0.699,159.011,315666,4
Dementia,"Owl City, Mark Hoppus",4buwCc108hpNP4HaCWxudH,2012-01-01,0.0,0.589,0.959,1,-3.068,1,0.038,0.000124,2.74e-06,0.0786,0.78,127.013,211187,4
Demon Road,Yeasayer,4KzH7ROQJEstroq1WUNI30,2012-08-21,0.0,0.483,0.759,0,-5.954,1,0.0406,0.00207,0.0478,0.484,0.55,184.134,251987,3
Demons,Imagine Dragons,3LlAyCYU26dvFZBDUIMb7a,2012-09-04,1.0,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
Demonstrate - 2018,JoJo,53nWSlI6hUndmhgGSLUvhe,2018-12-20,0.0,0.46,0.611,11,-7.04,0,0.0761,0.169,0.0,0.119,0.416,119.849,196093,4
Descending,"Big Boi, Little Dragon",4VVc11J4jnH9jOdXerJzdI,2012-01-01,0.0,0.784,0.305,6,-10.711,0,0.0451,0.697,0.177,0.592,0.175,125.038,350893,4
Desolation,Lamb of God,7yIAdtIAx9c0bQK36o27a5,2012-01-24,0.0,0.435,0.997,1,-2.891,1,0.172,2.1e-05,0.00701,0.432,0.0675,137.939,234307,4
Desperation Breeds …,Andrew Bird,5E7kVw40RWsmcPgri03G62,2012-03-06,0.0,0.513,0.498,0,-8.951,1,0.0465,0.637,0.397,0.237,0.301,153.609,329068,3
Dessert,JLS,7dz2pS2m1CB6UQjoDx4Y7y,2012-11-05,0.0,0.424,0.825,6,-4.306,0,0.293,0.0194,0.0,0.596,0.657,88.865,214720,4
"Detroit, Michigan",Kid Rock,46FREplepEkR9bYvxHdBru,2012-11-16,0.0,0.785,0.716,1,-3.925,1,0.029,0.144,0.0,0.118,0.508,112.001,236573,4
Devil's Work,Miike Snow,1t65ozx55K05xqjwmSDdWM,2012-01-01,0.0,0.198,0.868,2,-4.486,0,0.0541,0.119,0.0048,0.343,0.382,166.303,235680,5
Devotion,Jessie Ware,1hvq121KNtvohsdY0svnDi,2012,0.0,0.559,0.582,6,-10.633,0,0.0457,0.321,0.702,0.0913,0.361,156.071,204467,4
Diamond,Brandon Heath,4aVX0L18YrsXmutyRmmiAM,2012-10-05,0.0,0.576,0.718,2,-6.488,1,0.0327,0.52,0.0,0.222,0.759,83.993,215600,4
Diamonds,Rihanna,1z9kQ14XBSN0r2v6fx4IdG,2012-01-01,1.0,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,4
Diamonds Make Babies,Dierks Bentley,5vThAcIPtsaAmknpfTsBJI,2012-01-01,0.0,0.623,0.822,8,-4.582,1,0.0279,0.0243,0.000227,0.182,0.883,114.959,203293,4
Diced Pineapples,"Rick Ross, Wale, Drake",27mF2eUbhExYWiOT0y9cuc,2012-01-01,1.0,0.511,0.735,2,-6.026,1,0.239,0.352,0.0,0.196,0.379,110.965,276160,5
Did It For The Girl,Greg Bates,0d3P3GZGU7G3L1cIFLAbqj,2012-01-01,1.0,0.658,0.728,5,-4.916,1,0.0237,0.0183,6.26e-06,0.306,0.682,101.969,191293,4
Die In Your Arms,Justin Bieber,23taOWrpWaAtU8rVN7hiNu,2012-06-15,0.0,0.568,0.877,7,-5.094,1,0.0924,0.0309,4.4e-06,0.213,0.738,171.723,237293,4
Die Young,Kesha,7EQGXaVSyEDsCWKmUcfpLk,2012-11-30,1.0,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,4
Diet Mountain Dew,Lana Del Rey,4O9dZs2B0ilk4PEfX2bPEv,2012-11-12,0.0,0.595,0.696,10,-5.921,0,0.0417,0.276,0.0,0.411,0.533,88.013,222920,4
Different,Robbie Williams,7orGsKEayS3XTMJ1LhepHm,2012-11-05,0.0,0.356,0.81,4,-5.17,0,0.0414,0.00106,4.52e-06,0.14,0.235,169.936,292933,4
Different Sides,Leonard Cohen,5Ago3we4fEN2pIoFzpSNDZ,2012-03-28,0.0,0.786,0.457,11,-13.256,1,0.0428,0.762,0.000796,0.0874,0.745,94.025,245440,4
Dirty Bass,"Far East Movement, Tyga",6L6kXANAWKUBkQiazR9piT,2012-01-01,0.0,0.878,0.736,1,-6.677,1,0.0979,0.00584,0.108,0.0991,0.7,119.995,209440,4
Dirty Love (feat. Iggy Pop),"Kesha, Iggy Pop",5qhRMJY1TQwljFlC6aW8OJ,2012-11-30,0.0,0.693,0.914,4,-3.462,0,0.062,0.0545,0.0,0.484,0.597,100.011,164307,4
Dirty Magic,The Offspring,0iRJc27fHvcDd7D3mUlZZX,2012-06-26,0.0,0.403,0.956,4,-2.85,0,0.0692,4.81e-05,0.00037,0.357,0.517,131.354,240213,4
Dirty Rotten Bastards,Green Day,1mstO0Nk4V5gYlwwYdkujH,2012-12-11,0.0,0.288,0.984,0,-3.375,1,0.0709,0.000307,5.96e-05,0.35,0.702,141.999,386360,4
Disconnected,Keane,0MXkooAaLh7EiNMqD0vhED,2012-01-01,0.0,0.327,0.737,2,-5.673,1,0.0325,0.0156,0.0,0.143,0.233,177.047,237893,4
Disparate Youth,Santigold,0t2QiRkpag0fAgs9zuCPlH,2012-04-21,0.0,0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,284400,4
Dissolve Me,alt-J,2Dv7PTwSoB17f3VFDIKw8m,2012-09-18,0.0,0.575,0.603,2,-8.2,1,0.0376,0.101,0.0381,0.0858,0.12,107.947,239013,4
Dive,Usher,3U95Hs5XOsHD6G08ysGK6Q,2012-06-12,0.0,0.54,0.639,6,-6.143,0,0.081,0.444,2.29e-06,0.129,0.257,141.741,226573,4
Dive In,Trey Songz,43hHjvaO9brl5t7ywedeyx,2012-08-17,1.0,0.587,0.648,0,-6.954,1,0.089,0.0279,0.0,0.962,0.37,119.888,252453,4
Divide And Conquer,Shadows Fall,7AxpVwynqn9fdYIWkv6FZ1,2012-05-15,0.0,0.413,0.936,8,-3.61,1,0.0638,0.000364,0.0091,0.358,0.564,179.945,185253,4
Dividing By Zero,The Offspring,2BWt8ozzFptUlrnCilgK6l,2012-06-26,0.0,0.391,0.937,4,-2.452,0,0.0712,0.0029,0.0,0.655,0.376,156.043,142413,4
Dixie Highway,"Alan Jackson, Zac Brown",0r2QTUc1Ky2VIv2PPOCOC5,2012-01-01,0.0,0.628,0.868,0,-8.176,1,0.0495,0.0688,9.28e-05,0.146,0.506,109.957,444800,4
DMT Song,"Flying Lotus, Thundercat",5OumUEofGMXOLTLLAmOtbz,2012-10-01,0.0,0.152,0.334,9,-10.125,1,0.0298,0.886,0.408,0.133,0.198,168.267,79202,4
DNA,Little Mix,0MXMNgjjtOBxAjfw8a4lwL,2012-11-19,0.0,0.535,0.711,3,-4.898,0,0.0541,0.0336,3.35e-05,0.0722,0.294,140.928,238733,4
Do It Anyway,Ben Folds Five,6RDMoA86XmfIyFGWmm9TkJ,2012-09-18,0.0,0.365,0.791,2,-6.746,0,0.0484,0.0605,7.37e-05,0.189,0.765,134.774,262947,4
Do It Our Way (Play),Alesha Dixon,1zmgHbgPXIRZZnsqU2u7O2,2012-01-01,0.0,0.589,0.932,11,-3.285,0,0.0982,0.101,0.0,0.253,0.547,89.026,194118,4
Do It With a Rockstar,"Amanda Palmer, The Grand Theft Orchestra",6VuEL0DBb7aEWGtKVurpbM,2012-09-11,0.0,0.565,0.822,8,-5.289,1,0.0626,0.0135,0.0,0.191,0.378,124.054,265307,3
Do My Thing,"Estelle, Janelle Monáe",3nbi8TqJu1eLHYWJefcJp4,2012-02-24,0.0,0.653,0.898,6,-2.946,0,0.0597,0.033,0.0,0.0483,0.963,144.973,208227,4
Do Something,Matthew West,0APRAco4v5z0EjMnK0vw3P,2012-01-01,0.0,0.574,0.919,4,-4.632,1,0.041,0.00153,6.51e-06,0.0689,0.733,107.02,277307,4
Do You Love Me Like You Used To?,Best Coast,3G3eJUo7CQp7j5riJNreYX,2012-05-15,0.0,0.619,0.623,2,-6.094,1,0.0263,0.00354,3.31e-05,0.381,0.66,116.707,194764,4
Do You Think About Me,Carrie Underwood,3M7GJHfTmF6T99TcVL4HTo,2012-05-01,0.0,0.569,0.623,1,-5.167,1,0.03,0.627,0.0,0.126,0.441,77.983,216747,4
Do You Think Of Me - Radio edit,Misha B,2rKZxv4j1thzw8ejTFvjCV,2012-11-02,0.0,0.619,0.863,1,-4.279,1,0.0627,0.00703,0.0,0.124,0.439,127.903,229947,4
Do You...,Miguel,4THgRPmLvhNmM9Lzj8qrvH,2012-09-28,0.0,0.593,0.589,11,-6.401,1,0.0366,0.462,3.88e-06,0.0937,0.306,148.055,207920,4
Doing It Our Way,Gloriana,1aO9gvsruZxtsnybMPkf10,2012-07-27,0.0,0.471,0.774,7,-4.387,1,0.0432,0.078,0.0,0.169,0.704,179.9,224253,4
Don't Be Scared (feat. Rick Ross),"Trey Songz, Rick Ross",51dIQkSeFA0kVOEomrCRtf,2012-08-17,0.0,0.529,0.602,8,-8.185,1,0.183,0.000566,0.0,0.148,0.222,144.055,226707,4
Don't Believe Everything You Think,Lee Brice,3tD5sS2guzdXy6Z0d2VhB2,2012-04-24,0.0,0.626,0.676,5,-5.428,1,0.0262,0.0272,0.0,0.338,0.622,105.982,187360,4
Don't Blame Yourself,Sixpence None The Richer,3k3lJvFGbvgUr2vR7aMisM,2012-08-07,0.0,0.578,0.654,7,-5.613,1,0.032,0.0223,0.000461,0.0927,0.524,108.005,218507,3
Don't Count on the Wicked!,Billy Talent,6SSWBnS9vKlLl3qMkFybzn,2012-09-04,0.0,0.558,0.955,2,-4.066,0,0.0476,0.000481,1.94e-06,0.364,0.581,121.997,248660,4
Don't Drop That Thun Thun,Finatticz,3gTBF9aB9MVCy9ejLo8HJJ,2012-05-01,1.0,0.931,0.415,7,-8.491,1,0.293,0.0613,0.0,0.059,0.619,97.995,202199,4
Don't Fail Me Now,Melanie Amaro,0wQRrrjAd8ZILXnPkMr7ZY,2012-09-18,0.0,0.662,0.637,11,-8.689,1,0.0432,0.0273,0.0,0.0668,0.196,129.991,261107,4
Don't Forget Your Hat,Mark Knopfler,3tRRqOoYNg6A7I6OwyQSRo,2012-01-01,0.0,0.638,0.405,0,-10.509,1,0.0281,0.524,0.153,0.0965,0.565,89.184,314720,4
Don't Give Up,Kevin Rudolf,4epTAgV0waqtQ35VJYR1wt,2012-01-01,0.0,0.569,0.827,7,-3.275,1,0.0299,0.00268,0.000472,0.186,0.599,129.014,210893,4
Don't Judge Me,Chris Brown,0NG5gJzPHjYeQmqcmqfopN,2012-07-03,1.0,0.328,0.498,4,-10.898,0,0.126,0.532,7.94e-05,0.117,0.36,175.918,240173,4
Don't Leave Me,Nelly Furtado,4UzgBkf9EeTTcwTutAomO1,2012-01-01,0.0,0.671,0.649,3,-5.109,0,0.0768,0.0526,0.000111,0.311,0.708,79.934,218827,4
Don't Leave Me (Ne me quitte pas),Regina Spektor,7til9cDK5rExLomnvyUhS3,2012-05-25,0.0,0.774,0.615,0,-5.983,1,0.0408,0.19,0.000132,0.094,0.788,89.005,217080,4
Don't Let Me Die,Bobby Brown,4RxKIbIRpVGobiR9I6sV56,2012-06-05,0.0,0.601,0.877,10,-3.902,1,0.0492,0.108,0.0,0.344,0.485,106.065,227067,4
Don't Rush (feat. Vince Gill),"Kelly Clarkson, Vince Gill",5HuyeNQq0GTDMhr7QtE5yj,2012-11-19,0.0,0.406,0.665,1,-6.02,1,0.0298,0.0264,0.0,0.0826,0.522,201.7,242013,4
Don't Save Me,HAIM,694uAtqDGO97UfzidwPYJC,2012-11-13,0.0,0.71,0.808,7,-5.665,1,0.0379,0.0121,8.25e-05,0.13,0.571,139.979,230667,4
Don't Shoot She Cried,The Dandy Warhols,3PXUBXffVqhHT2pPg4aGxY,2012-04-24,0.0,0.0694,0.375,9,-13.477,1,0.0358,1.62e-05,0.299,0.294,0.0316,70.084,353249,4
Don't Stop the Party (feat. TJR),"Pitbull, TJR",3Tu7uWBecS6GsLsL8UONKn,2012,1.0,0.722,0.958,4,-3.617,1,0.0912,0.00726,0.0,0.375,0.952,127.008,206120,4
Don't Take Me Back,Lukas Nelson and Promise of the Real,6MptWGjsVVGYazBZ6DlET0,2012-04-10,0.0,0.614,0.747,9,-5.119,1,0.0619,0.0605,0.385,0.185,0.604,111.982,548120,4
Don't Wake Me Up,Chris Brown,18VfHIPaCo0s6FTi1Fnp6T,2012-07-03,1.0,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,222307,4
Don't Ya,Brett Eldredge,3Qe097eJNp9MfpT2PieEw0,2013-08-06,1.0,0.537,0.693,9,-5.256,1,0.0847,0.0566,0.0,0.146,0.581,176.004,181210,4
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",2V65y3PX4DkRhy1djlxd9p,2012-09-14,1.0,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4
Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones,1YHIX390WgL6fPmhZ1dLGz,2012-01-01,0.0,0.593,0.804,0,-5.228,1,0.0337,0.000826,0.00997,0.0771,0.67,131.656,247175,4
Double Lifetime,Loudon Wainwright III,2KIKayC3l4i2jOQ9qYu16M,2012-04-17,0.0,0.474,0.361,7,-10.135,1,0.039,0.71,0.0,0.164,0.786,176.976,138133,4
Down,Thousand Foot Krutch,7mZrDv49hvwfa7lQhQvGg6,2012-04-17,0.0,0.625,0.919,11,-4.082,1,0.102,0.00442,0.0,0.369,0.465,116.018,207241,4
Down in the Woods,Richard Hawley,5biy4pHn2p88rI4Gh2nTgL,2012-06-12,0.0,0.0985,0.666,9,-8.173,1,0.0402,7.25e-05,0.369,0.318,0.309,193.819,323867,4
Do Ya Thing,Gorillaz Prime,64HIXgd5y25oO68kFrcyPd,2019-07-11,0.0,0.695,0.805,1,-4.95,1,0.112,0.00368,2.75e-06,0.127,0.907,157.968,267517,4
Dragonfly,Paul Weller,7hfAZjzDZsOYbIec5Y8JKy,2012-03-27,0.0,0.435,0.862,5,-4.689,1,0.0485,0.000997,0.0381,0.298,0.288,148.053,221027,4
Dreaming The Same Dream,No Doubt,7gYhSNIcrnqULUH99J0x4g,2012-01-01,0.0,0.606,0.716,11,-5.856,0,0.0322,0.00113,0.00831,0.351,0.5,113.994,327227,4
Dreams And Disasters,Owl City,4kbDYMLy5qdn1UqaNiNWsM,2012-01-01,0.0,0.618,0.855,6,-4.417,1,0.0353,0.00264,3.4e-06,0.114,0.882,126.015,225413,4
Dreams and Nightmares,Meek Mill,42zd6DYQ4o4SECmTITrM1U,2012-10-26,0.0,0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,230693,4
Dreams So Real,Metric,3PUesZiJCagkvT3TU1Vp1w,2012-06-12,0.0,0.341,0.588,0,-7.286,0,0.0325,0.686,0.000439,0.234,0.329,80.126,160867,4
Dressin' Up,Katy Perry,7GsYM767NTEiUFjq00tspw,2012-03-12,0.0,0.715,0.783,7,-6.146,1,0.0785,0.0201,0.000684,0.104,0.459,141.558,223560,4
Drifters,Paul Weller,5FlE0qSe6pWhQkn3YyP911,2012-03-27,0.0,0.201,0.887,9,-3.125,1,0.066,0.00433,3.8e-06,0.234,0.39,121.672,187333,3
Driftin' Back,"Neil Young, Crazy Horse",6kO8XD60H0MJ255o5rFk7W,2012-10-15,0.0,0.51,0.591,11,-9.637,0,0.0313,0.0017,0.296,0.107,0.191,118.996,1655760,4
Drink One for Me,Jason Aldean,3XnknFTGnFwK2Ffmgg1BH3,2012-10-16,0.0,0.55,0.654,7,-4.794,1,0.0301,0.137,0.0,0.36,0.423,90.575,186480,4
Drinking from the Bottle (feat. Tinie Tempah),"Calvin Harris, Tinie Tempah",1oHxIPqJyvAYHy0PVrDU98,2012-10-29,0.0,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,240347,4
Drinking Side of Country,"Bucky Covington, Shooter Jennings",5preYC5IBlFeAcuww311Px,2012-09-11,0.0,0.451,0.85,0,-5.036,1,0.0438,0.00314,0.0,0.262,0.536,109.8,194505,4
Drive By,Train,0KAiuUOrLTIkzkpfpn9jb9,2012-04-17,1.0,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4
Drive Me,Phillip Phillips,4skRpBI8JMzwgKYdd5v0bi,2013-01-01,0.0,0.673,0.795,6,-5.004,0,0.0297,0.00941,0.0,0.206,0.536,104.047,228987,4
Drive Me Crazy,Kip Moore,6Dl6DO6suOgn7sJjR8G8S1,2012-01-01,0.0,0.617,0.769,10,-4.076,1,0.0291,0.00658,0.0,0.118,0.515,113.913,244560,4
Drivin’ Around Song (feat. Jason Aldean),"Colt Ford, Jason Aldean",5BzDjeCZYxDd35rYSWY0yk,2012-08-07,0.0,0.613,0.709,7,-7.408,1,0.0387,0.0819,0.0,0.11,0.523,134.972,220125,4
Drunken Physics,Cancer Bats,1PCkN5NH3jPNldGI1GjC5h,2012-04-24,0.0,0.265,0.976,7,-4.455,1,0.205,1.64e-05,0.00477,0.263,0.32,111.133,248280,1
Dull Tool,Fiona Apple,6kdEMogcxTx7DvBM1QSreE,2012-01-01,0.0,0.69,0.758,10,-10.447,0,0.0458,0.509,0.162,0.116,0.442,95.998,262571,3
Dumpster World,Band of Horses,43LdqP9rWC3glRlpmW3Tsf,2012-09-14,0.0,0.476,0.318,2,-13.343,1,0.05,0.407,5.53e-06,0.109,0.264,116.37,223707,4
Duquesne Whistle,Bob Dylan,5kKW4bszhKSCYVPDO0sMbX,2012-09-10,0.0,0.6,0.596,8,-11.501,1,0.0784,0.89,0.000273,0.268,0.52,96.565,343680,4
Dust on My Shoes,Tanita Tikaram,24uV6m5W2dyIQZzQ1GElyg,2012-08-31,0.0,0.343,0.694,3,-7.154,1,0.0433,0.259,0.000762,0.101,0.338,78.386,269027,4
Dyslexicon,The Mars Volta,07DiJLA3Qef8OT23D4qlWC,2012-03-23,0.0,0.107,0.995,2,-0.468,0,0.231,3.82e-05,0.0718,0.8,0.23,179.81,262160,4
Eagle Song,The Staves,5mKrRjOwqZ1LHb8OVjZmbJ,2012-11-12,0.0,0.362,0.217,7,-14.679,1,0.046,0.828,0.000145,0.104,0.0892,82.101,423000,1
Early Roman Kings,Bob Dylan,6jegsiFyEOCmz1SLNl53a8,2012-09-10,0.0,0.43,0.616,0,-9.732,1,0.138,0.539,0.0,0.0883,0.825,82.193,314053,4
Easy Money,Bruce Springsteen,2XkM4X2pJXTutY8IcUlDVc,2012-03-06,0.0,0.419,0.768,7,-7.296,1,0.0375,0.0225,6.18e-05,0.0809,0.789,163.994,215493,4
Edge Of Destruction,"Machine Gun Kelly, Tech N9ne, Twista",2s9JtWG8ojIgAn746GrCN1,2012-01-01,0.0,0.773,0.781,6,-6.967,0,0.0512,0.045,0.0,0.14,0.13,131.971,307893,4
Edge of Evolution,Alanis Morissette,3wOMiG6TGI2Jl4oZf4rxOL,2012-08-22,0.0,0.447,0.79,5,-6.525,0,0.0462,3.53e-05,0.00297,0.28,0.238,149.655,269493,4
Ego Music,Pet Shop Boys,3a6IGdW2yFhroTfVN0WCS7,2012-09-05,0.0,0.637,0.798,6,-7.412,1,0.164,0.0968,0.000258,0.214,0.445,143.887,185653,4
Eight of Swords,Huntress,59d7MN3hOf7MzY9NIUjqiU,2012-05-08,0.0,0.397,0.976,2,-5.388,1,0.111,0.000415,0.00959,0.0942,0.401,180.007,337688,4
El Cerrito Place,Kenny Chesney,13JngJc6J0ykO7Pq0gin35,2012-06-19,1.0,0.596,0.503,4,-7.606,1,0.0272,0.13,0.0,0.0754,0.262,134.032,351613,4
Electric Candyman,"Flying Lotus, Thom Yorke",2DuRzBqwkz6uzXJVrBkN5g,2012-10-01,0.0,0.521,0.796,2,-5.952,1,0.291,0.239,0.452,0.35,0.481,114.179,212465,5
Elephant (feat. Erick Morillo),"Alexandra Burke, Erick Morillo",4nSJYeucc8vuzxmqcGhmug,2021-06-25,0.0,0.614,0.767,8,-6.649,0,0.0896,0.0128,4.71e-06,0.141,0.485,134.983,227707,4
Elephant,Tame Impala,6qZjm61s6u8Ead9sWxCDro,2012-01-01,0.0,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,211227,4
