name,artists,id,release_date,hit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Asking For A Friend,Devin Dawson,5mXOdtyPOL6GEuZdCyHSsb,2018-01-19,0.0,0.713,0.527,4,-7.512,1,0.0329,0.238,7.49e-06,0.111,0.445,123.006,239280,4
ATM,J. Cole,2UciqgwVDwro0fev3MFbxJ,2018-04-20,1.0,0.772,0.498,8,-7.661,1,0.649,0.115,0.0,0.0898,0.351,81.817,216727,4
Ay Caramba,"Stay Flee Get Lizzy, Fredo, Young T & Bugsey",0mfEHC4z5a7533o7VNOH2c,2018-07-26,0.0,0.629,0.647,1,-3.791,1,0.199,0.0355,0.00373,0.0797,0.531,139.787,211525,5
Azukita,"Steve Aoki, Daddy Yankee, Play-N-Skillz, Elvis Crespo",6tSaMs79oJxK3VZ7QFgoTj,2018-11-09,0.0,0.715,0.93,8,-3.925,1,0.108,0.00158,0.000318,0.0589,0.824,130.025,226162,4
Babe,"Sugarland, Taylor Swift",7fRruZ12gXGwBs0zXQ6e5V,2018-06-08,1.0,0.535,0.777,4,-3.292,1,0.207,0.0187,1.62e-06,0.136,0.664,171.72,215107,4
Baby (feat. MARINA & Luis Fonsi),"Clean Bandit, MARINA, Luis Fonsi",1fLhGF1JfGQYj6EZLndD86,2018-11-02,0.0,0.755,0.74,0,-5.354,0,0.04,0.356,1.05e-05,0.0994,0.33,116.946,205440,4
Baby I'm A Queen,Sofi Tukker,6NNP27VopCg9igRuWCRt6P,2018-04-13,0.0,0.642,0.813,6,-4.394,0,0.0305,0.00147,0.761,0.363,0.202,119.965,208520,4
Back Again,You Me At Six,0DcZkCO6y7I6fUMlz1qAhR,2018-10-05,0.0,0.634,0.865,9,-4.363,0,0.0367,0.00205,1.25e-06,0.307,0.879,112.021,176960,4
Back & Forth - 6am Remix,"MK, Jonas Blue, Becky Hill, KC Lights",43o7X2pLth89u6JMDI9XHG,2018-11-23,0.0,0.605,0.647,10,-7.844,0,0.0344,0.0102,0.00109,0.31,0.611,121.985,273443,3
Back In My Body,Maggie Rogers,0DlMSBJh9uo52DieTYVXLw,2019-01-18,0.0,0.442,0.753,4,-6.073,1,0.0622,0.343,4.94e-06,0.135,0.276,163.951,249541,4
Back Porch Bottle Service,AJ McLean,43YWnq30NwifYoYk694XWw,2018-06-05,0.0,0.637,0.813,1,-6.097,1,0.0941,0.00239,0.0,0.0675,0.777,78.993,192560,4
Back To Life,Rascal Flatts,7Lr4XaxGpkAwa37IVgg22k,2018-09-28,0.0,0.467,0.701,4,-4.997,1,0.0302,0.191,0.0,0.0769,0.28,132.041,214219,3
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,4hQ6UGyWQIGJmHSo0J88JW,2018-05-10,1.0,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,4
Backin' It Up (feat. Cardi B),"Pardison Fontaine, Cardi B",0PpfPNtQOOvbMNVJijTQj0,2018-09-20,1.0,0.796,0.68,10,-4.853,0,0.353,0.0886,0.0,0.268,0.565,164.932,190466,4
Backup Plan,Plested,1UjZRtdqR3o5hfdhtLadT5,2018-12-06,0.0,0.7,0.63,6,-5.488,0,0.0995,0.21,0.0,0.12,0.486,93.109,166509,3
BAD!,XXXTENTACION,22An65gG31JLf9n18qjdhZ,2018-12-07,1.0,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,4
Bad Dreams,"Pete Yorn, Scarlett Johansson",7LWh2SKeUwFDJLRnE5fIG6,2018-06-01,0.0,0.594,0.845,11,-4.991,0,0.0275,0.0039,1.61e-05,0.292,0.699,134.022,204257,4
Bad Girlfriend,Anne-Marie,11z8f8BH1WdIlFI9TNQ9mc,2018-04-27,0.0,0.75,0.698,2,-4.943,1,0.0555,0.189,0.0,0.262,0.602,143.983,206187,4
Bad Liar,Imagine Dragons,2RSHsoi04658QL5xgQVov3,2018-11-09,1.0,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773,4
Bad Luck,Neko Case,1OCLpatReeEFSuvINgzVp0,2018-06-01,0.0,0.58,0.74,3,-7.404,1,0.0491,0.242,0.000291,0.102,0.633,137.036,234481,4
Bad Vibe,"M.O, Lotto Boyzz, Mr Eazi",70eehEqNug7oAhozjhG21t,2018-01-25,0.0,0.813,0.701,10,-4.428,1,0.0449,0.178,0.0,0.0962,0.758,110.009,214253,4
Ball For Me (feat. Nicki Minaj),"Post Malone, Nicki Minaj",6IaieqiCVvsNvEt6Y7yOFa,2018-04-27,1.0,0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,206267,4
Bandito,Twenty One Pilots,5INKIG4QNuD4xq7qZcfPzp,2018-10-05,0.0,0.661,0.52,11,-8.367,0,0.028,0.256,0.0246,0.105,0.427,127.089,330987,4
Barbie Dreams,Nicki Minaj,6Poyf51k7W3NKnsGwAI90B,2018-08-10,1.0,0.85,0.787,8,-4.134,0,0.338,0.313,0.0,0.194,0.7,87.983,279867,4
Barbie Tingz,Nicki Minaj,2qsQ8eVDPmobZpvDxQCVQu,2018-04-12,1.0,0.917,0.679,6,-6.083,1,0.266,0.0867,0.0,0.588,0.453,102.449,191700,4
Barrowland Star,Simple Minds,3tB3flwe3jzYtME2JPDBn3,2018-02-02,0.0,0.434,0.904,0,-5.674,1,0.0418,0.0102,0.000128,0.168,0.457,86.993,385080,4
Basic Needs,Jonathan Davis,5KO83leMdhnByOakB3IA7l,2018-05-25,0.0,0.415,0.861,6,-3.452,1,0.0484,0.00843,0.0125,0.0997,0.0852,159.939,374464,4
Bastards,Machine Head,1elRpcyrV2KPI973Cevrms,2018-01-26,0.0,0.194,0.899,11,-6.778,1,0.168,0.0225,0.0,0.255,0.0992,156.798,304381,4
Batphone,Arctic Monkeys,7seSDB6TiLZarbicyDIjiQ,2018-05-11,0.0,0.675,0.681,5,-5.728,0,0.0356,0.312,0.0,0.304,0.675,106.521,271613,4
Be Alright,Dean Lewis,3EPXxR3ImUwfayaurPi3cm,2018-06-29,1.0,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4
Be Careful,Cardi B,2Yl4OmDby9iitgNWZPwxkd,2018-04-06,1.0,0.82,0.568,6,-8.23,0,0.411,0.0256,0.0,0.0952,0.535,152.279,210787,4
Be Legendary,Pop Evil,3pOMQhSSzx6IZ96kMef6i1,2018-02-16,0.0,0.548,0.945,4,-3.126,0,0.0519,5.4e-05,0.0421,0.199,0.383,93.96,203274,4
Be More Kind,Frank Turner,1AN3Ljpu2jB6fgtWAyU3oW,2018-05-04,0.0,0.554,0.658,11,-10.872,1,0.0517,0.515,5.6e-05,0.145,0.407,135.976,246973,4
Beach House,The Chainsmokers,2bQhVQbV7VBzSOPo8mbkUR,2018-12-14,0.0,0.4,0.838,0,-4.491,1,0.0526,0.174,0.0,0.341,0.533,179.945,206120,4
Beautiful Crazy,Luke Combs,2rxQMGVafnNaRaXlRMWPde,2018-06-01,1.0,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4
Beautiful Day,Vincent Poag,57W1EFMXYS7g4WkGd5pLY1,2018-06-29,0.0,0.821,0.426,4,-9.395,0,0.0394,0.21,0.0,0.18,0.589,115.929,172133,4
Beautifully Broken,Plumb,2j5iN3PBDJrboveBmEEwfg,2018-06-22,0.0,0.573,0.601,2,-6.518,1,0.0328,0.171,0.0299,0.12,0.143,92.057,203467,4
BEBE,"6ix9ine, Anuel AA",6mKs2kkBgvf090H566n1pd,2018-11-27,1.0,0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,0.286,102.063,217822,4
Become The Storm,Dee Snider,31S5cWsYUiTarSkg5XYV5w,2018-07-27,0.0,0.455,0.981,3,-4.678,0,0.0842,5.36e-05,1.55e-06,0.235,0.505,80.007,250400,4
Bed (feat. Ariana Grande),"Nicki Minaj, Ariana Grande",3L4GsGLgxpHieVQH86H8bv,2018-08-10,1.0,0.757,0.73,7,-6.304,1,0.185,0.0342,5.87e-05,0.136,0.452,90.013,189533,4
Before the Water Gets Too High,Parquet Courts,2b4nAtGKMuUMuvH203xngH,2018-05-18,0.0,0.496,0.776,0,-4.968,1,0.0321,0.0638,0.11,0.32,0.599,150.031,245400,4
Behind Barz - Bonus,Drake,5r7WvQtyPfy1xch5zMgGRp,2019-09-13,1.0,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121,4
Beloved,Mumford & Sons,4XzBJwWmmvBP1I8y4sY4g4,2018-11-16,0.0,0.454,0.761,2,-7.57,1,0.0447,0.00509,0.0453,0.185,0.308,191.898,265096,4
Best Days - Acoustic,Lissie,38sCPCcv3QjWl0NslC5KtW,2018-02-16,0.0,0.655,0.127,5,-11.036,1,0.0467,0.919,0.0,0.105,0.436,150.407,179064,4
Best Life (feat. Chance The Rapper),"Cardi B, Chance the Rapper",00B7TZ0Xawar6NZ00JFomN,2018-04-06,1.0,0.62,0.625,9,-7.438,1,0.553,0.287,0.0,0.314,0.665,167.911,284856,4
Best Seat in the House,Blackberry Smoke,3XKz1tk4IdJ7hPmNqgndaZ,2018-04-06,0.0,0.457,0.919,2,-3.393,1,0.0431,0.00387,0.0219,0.378,0.447,121.874,263029,4
Best Shot,Jimmie Allen,3VamXAvVMczcS2PTYtPfBQ,2018-10-12,1.0,0.629,0.464,4,-8.72,1,0.0334,0.75,0.0,0.0853,0.523,156.051,195053,4
Best Years of My Life,"Pistol Annies, Miranda Lambert, Ashley Monroe, Angaleena Presley",6mTSw3gE4k9U7CK8pzX9c0,2018-11-02,0.0,0.435,0.411,7,-8.483,1,0.0383,0.316,1.15e-05,0.111,0.172,189.677,222733,4
Bet Ain't Worth the Hand,Leon Bridges,0VBBWt0uJxXNVb624WtOnC,2018-05-04,0.0,0.546,0.539,4,-5.588,1,0.0345,0.777,0.0,0.124,0.287,119.64,185893,4
Better,Khalid,6zeeWid2sgw4lap2jV61PZ,2018-10-18,1.0,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
Better At Being Who I Am,Jason Aldean,4Dkf7eM4JrqnxSnnlMsHeK,2018-04-13,0.0,0.514,0.771,7,-5.54,1,0.0284,0.165,0.000369,0.269,0.361,133.974,199760,4
Better Boat (feat. Mindy Smith),"Kenny Chesney, Mindy Smith",357oRj2nlGc9QLjMGifVtS,2018-07-27,0.0,0.574,0.265,6,-11.3,1,0.0302,0.827,2.25e-05,0.133,0.394,143.808,224945,4
Better Now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,2018-04-27,1.0,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
better off,Ariana Grande,3NbTQ8ZbHU6MSEVUFAVCJ9,2018-08-17,0.0,0.597,0.524,11,-7.247,1,0.0537,0.216,0.0,0.112,0.0549,92.568,171333,4
Between The Lines,Robyn,3mV4SpsS5ORnkSgjWo9sTV,2018-10-26,0.0,0.892,0.451,0,-9.393,1,0.141,0.102,0.000222,0.0816,0.468,111.988,245998,4
Bickenhead,Cardi B,17Yq72h0p15OhCbZ5lJ5gd,2018-04-06,0.0,0.884,0.814,7,-5.333,1,0.303,0.154,1.67e-06,0.158,0.907,155.938,181624,4
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG, 2 Chainz, Big Sean, Nicki Minaj",0ZNrc4kNeQYD9koZ3KvCsy,2018-08-03,1.0,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,237240,4
Big God,Florence + The Machine,1NcXkWB3UwXfMt8izByICb,2018-06-29,0.0,0.625,0.366,2,-8.388,0,0.0331,0.528,2.1e-05,0.0958,0.219,72.992,241760,4
Big Mouth,Nikki Yanofsky,0cTcNYVCFxgDBdqqYUCkBS,2018-09-14,0.0,0.669,0.787,6,-4.612,0,0.162,0.0143,1.97e-05,0.105,0.748,144.967,198547,4
Big Ole Freak,Megan Thee Stallion,3YEbLhXRDPTtctnb3ddg8g,2018-12-21,1.0,0.799,0.699,2,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.979,214851,4
Big Shot (with Travis Scott),"Kendrick Lamar, Travis Scott",5cXg9IQS34FzLVdHhp7hu7,2018-02-09,1.0,0.855,0.478,1,-9.116,1,0.193,0.00759,0.0,0.101,0.284,130.018,221827,4
Bigger Than This,Jo Dee Messina,6OswkfdGWXrpieGUVyXC9f,2018-05-04,0.0,0.528,0.696,9,-6.393,0,0.045,0.0269,0.0,0.346,0.453,180.128,243320,4
Bigger Than You (feat. Drake & Quavo),"2 Chainz, Drake, Quavo",5S1IUPueD0xE0vj4zU3nSf,2018-06-15,1.0,0.888,0.515,1,-6.246,1,0.271,0.247,0.0,0.446,0.264,141.009,225893,4
Bike Lane,Stephen Malkmus & The Jicks,3FXuhxAxN12jc2GHYTbpVU,2018-05-18,0.0,0.569,0.774,0,-7.669,1,0.0321,0.35,0.849,0.0987,0.356,128.488,214587,4
Bird In A Cage,Sugarland,0C4qvMluBCtizcFGU5BuS0,2018-06-08,0.0,0.715,0.607,0,-4.489,1,0.0265,0.405,6.96e-06,0.114,0.326,100.042,209147,4
Birthday,All Time Low,6YnzuikUWRlZbWr2jzMX6h,2018-06-29,0.0,0.543,0.939,9,-3.459,1,0.0934,0.0229,0.0,0.116,0.664,177.949,212999,4
Black,Cat Power,23RcjIPn27V6oXrq2wymFf,2018-10-05,0.0,0.74,0.125,9,-15.547,0,0.0609,0.957,1.6e-05,0.11,0.202,109.574,236755,4
BLACK EFFECT,The Carters,2rCuBpIkHVtY16o0PRv2GS,2018-06-16,0.0,0.459,0.686,0,-6.592,0,0.453,0.181,0.0,0.481,0.545,147.703,315040,4
Black Holes,Mallory Knox,50AWPBMAgvIubPgsR4eVDL,2018-02-20,0.0,0.426,0.813,8,-3.171,1,0.164,0.000771,0.359,0.261,0.638,169.004,207865,4
Black Moon Rising,Black Pumas,5IyAmgatrXCLiBFQE91J04,2019-06-21,0.0,0.528,0.613,3,-7.61,0,0.0369,0.145,0.00544,0.141,0.732,159.721,221947,4
Black Panther,Kendrick Lamar,5qN4HFkapdAOV94XPryVof,2018-02-09,0.0,0.618,0.582,1,-9.454,1,0.297,0.625,3.84e-06,0.265,0.48,90.035,130613,4
Black Vultures,Halestorm,42rrPJg1u7rX7Rx52taVVn,2018-07-27,0.0,0.464,0.982,5,-2.994,0,0.0752,0.000695,2.49e-05,0.402,0.321,155.932,250882,4
Blight,Tim Higgins,0MU1on8LWrAQTUOd2oi05o,2018-11-09,0.0,0.423,0.472,3,-9.758,1,0.0286,0.192,0.0106,0.242,0.42,92.085,283927,4
Blood Red Roses,Rod Stewart,6pHWNguXMF5Gl5P65bFpOE,2018-09-28,0.0,0.57,0.887,0,-3.046,1,0.0406,0.000158,5.24e-06,0.575,0.564,119.988,220773,4
Blue Tacoma,Russell Dickerson,4lUOnbLKhGz4ugezX8oUjl,2018-02-07,1.0,0.578,0.636,8,-8.896,1,0.0622,0.147,0.0,0.167,0.694,159.703,202691,4
Blue Tint,Drake,4n1bdaKwynQndm47x5HqWX,2018-06-29,0.0,0.889,0.372,7,-10.254,0,0.357,0.013,0.0,0.184,0.123,133.997,162800,4
Blur (feat. Foster The People),"MØ, Foster The People",653SgdD6rQ9YPtsqRgQVzm,2018-11-30,0.0,0.616,0.809,1,-4.775,0,0.033,0.0148,0.0,0.718,0.468,140.007,181961,4
BMT,Fredo,7q139qAnhvHLXC8pKh2P7y,2018-11-08,0.0,0.624,0.458,1,-7.56,1,0.279,0.0727,7.82e-06,0.111,0.215,121.479,171789,5
Body (feat. Saweetie),"Glowie, Saweetie",2G13rkL7ZtrkPZ5R7g4ehm,2018-11-23,0.0,0.773,0.906,11,-5.517,0,0.11,0.106,3e-06,0.104,0.704,106.012,183737,4
Body Count (feat. Normani & Kehlani) - Remix,"Jessie Reyez, Normani, Kehlani",4o7WXic8yAQWOV7iJXZ4jD,2018-10-19,0.0,0.703,0.586,11,-4.587,0,0.212,0.458,0.0,0.154,0.264,149.736,158947,4
Body Talks,The Struts,6spaGIZEfeDYlgAupMI34k,2018-10-19,0.0,0.37,0.855,8,-3.232,0,0.29,0.00354,0.0,0.372,0.65,185.791,178116,4
Bombs Above,Jeff Tweedy,74mEjdLvz1vi40cXXlIFv7,2018-11-30,0.0,0.675,0.257,0,-12.408,1,0.027,0.568,0.000495,0.103,0.377,72.171,135093,4
Bone Dry,Eels,29kWYekeRW1BKh6PUbWEFN,2018-04-06,0.0,0.652,0.889,0,-4.953,0,0.0299,0.0418,0.0047,0.158,0.962,126.203,222413,4
Born to Be Strangers,Richard Ashcroft,6nWTleKBdmLtOMUDSACd9i,2018-10-19,0.0,0.731,0.562,10,-6.767,0,0.0319,6.88e-05,0.161,0.0845,0.942,112.513,253160,4
Born to Live,Marianne Faithfull,6zPLfQrYvQsyfoLmGdIWmO,2018-11-02,0.0,0.549,0.198,1,-12.826,1,0.028,0.988,0.0374,0.107,0.28,83.876,219680,4
BOSS,The Carters,4F8V44j8cbjHnXjfW2HruU,2018-06-16,1.0,0.813,0.488,11,-7.737,0,0.257,0.187,0.000132,0.231,0.688,139.983,244133,4
Botanical Gardens,Don McLean,0YrmSsXdGMJTF3wJOHd6GT,2018-03-23,0.0,0.586,0.682,4,-5.79,1,0.0413,0.231,9.27e-05,0.214,0.606,84.887,228000,4
U Was At The Club (Bottoms Up),The Boyboy West Coast,4CIMIZRcwllSonMlzr5wd2,2019-04-19,0.0,0.845,0.791,3,-3.674,1,0.161,0.0186,0.107,0.0957,0.843,117.987,196400,4
Boulevard of Broken Hearts (feat. Myles Kennedy and The Conspirators),"Slash, Myles Kennedy And The Conspirators",2ieQuuf6lr8fFJIRtaOrDa,2018-09-21,0.0,0.519,0.951,1,-2.866,1,0.288,0.00199,0.00064,0.0981,0.282,120.041,245907,4
Bowie,Paul Weller,5QzlxG7NV2VhsUfin72PpI,2018-09-14,0.0,0.316,0.416,7,-10.492,1,0.0307,0.753,0.321,0.396,0.306,137.627,233053,4
BRACKETS,J. Cole,5sWbwccBcyHsg5LEKWGZo9,2018-04-20,1.0,0.678,0.567,10,-9.148,0,0.261,0.188,1.67e-06,0.164,0.658,84.039,315771,4
Break Up in the End,Cole Swindell,5Z19ylxppfnfdP4JH0u8oj,2018-08-17,1.0,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,199693,4
Breakfast Epiphany,Boy Azooga,2O657GZnz9EGt9J91bFSXv,2018-06-08,0.0,0.57,0.585,9,-8.109,0,0.0333,0.095,0.115,0.634,0.635,96.024,149667,4
breathin,Ariana Grande,4OafepJy2teCjYJbvFE60J,2018-08-17,1.0,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4
Brokenhearted,William Michael Morgan,0QrQ3I1upvphlIPQgh9mtx,2018-10-26,0.0,0.628,0.757,7,-5.531,1,0.0327,0.0442,2.84e-06,0.289,0.641,117.054,190360,4
Brooklyn,Fickle Friends,1qS6YlhGTLrKwxYiFpzN9k,2018-03-16,0.0,0.55,0.92,5,-2.694,1,0.0493,0.246,1.96e-06,0.355,0.487,112.015,188480,4
Bubblin,Anderson .Paak,6BvtitRX5lQC87YlA6rq0n,2018-05-17,0.0,0.568,0.873,1,-5.22,1,0.265,0.0731,0.0,0.367,0.547,106.783,209093,5
Bucked Off,Brad Paisley,701uTq17mUIhfEQZVvY0B8,2018-11-13,0.0,0.569,0.878,4,-5.234,1,0.0385,0.00774,0.0,0.368,0.527,116.983,253218,4
Bulletproof,Godsmack,6w7ily4cFWEPO0XWFQYeUO,2018-04-27,0.0,0.39,0.91,5,-3.268,0,0.133,0.000198,0.0,0.156,0.644,162.253,177048,4
Bullets,NEEDTOBREATHE,1KYrvwtF2zDKeh1KzHX7sA,2018-07-13,0.0,0.685,0.784,9,-1.478,0,0.0334,0.496,0.0,0.094,0.671,118.001,195227,4
Burn The Ships,for KING & COUNTRY,6qNSq6OKjNgXAn3Kj9HBKf,2018-10-05,0.0,0.497,0.542,5,-7.398,1,0.0315,0.16,1.4e-05,0.084,0.0707,93.57,276400,4
Burning Man,"Dierks Bentley, Brothers Osborne",4a1oIihVt6xSnDRpgX387M,2018-06-08,1.0,0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-06,0.0926,0.492,119.073,238493,4
Burnt Sugar Is So Bitter,"Elvis Costello, The Imposters",5QZ18HucVhSdFgGo0bXu9s,2018-10-12,0.0,0.723,0.755,9,-5.113,0,0.025,0.0136,0.000507,0.0574,0.702,115.993,256693,4
"Bus to Tampa Bay - Outtake, 2011",Tom Petty,2kACzXdFovHaQE5mWdIbSQ,2018-09-28,0.0,0.579,0.611,7,-6.969,1,0.0265,0.117,0.0,0.279,0.775,112.698,175787,4
Businessman,Josh Rouse,6ZgYJEDIqoMJOhaQw8ouHi,2018-04-13,0.0,0.732,0.592,5,-7.12,0,0.0283,0.211,0.0127,0.064,0.416,117.003,240133,4
Butterflies (feat. Not3s),"AJ Tracey, Not3s",6DMXPshekQJR7uOMj0103y,2018-05-30,0.0,0.761,0.685,5,-9.796,0,0.125,0.259,2.92e-06,0.115,0.596,103.949,224000,4
Buzzkill,Ash,3Gk97gQqMaEoah9EJMWi6D,2018-05-18,0.0,0.344,0.959,10,-3.309,1,0.048,4.23e-06,0.000386,0.0901,0.368,145.111,149467,4
California (The Way I Say I Love You),Good Charlotte,1zR0m3WZHEPTsn7XEtncId,2018-09-14,0.0,0.484,0.834,7,-5.919,1,0.0395,0.0248,4.29e-05,0.316,0.108,129.021,258085,4
Call Me Sir (feat. Cam & Travie McCoy),"Train, Cam, Travie McCoy",5lzb11BOouSBDXxhTnTtpv,2018-05-24,0.0,0.522,0.755,8,-4.405,0,0.0461,0.214,0.0,0.102,0.441,83.965,216280,4
Call Out My Name,The Weeknd,09mEdoA6zrmBPgTEN5qXmN,2018-03-30,1.0,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3
CALLDROPS (feat. Kodak Black),"A$AP Rocky, Kodak Black",1wGYcpJZ59rePkNu4zHmLu,2018-05-25,0.0,0.514,0.403,5,-11.101,1,0.128,0.897,0.051,0.136,0.463,127.818,162373,4
Can't Be Broken,Lil Wayne,5cGpjfgAvidLy6znwkCxkP,2018-09-28,0.0,0.58,0.577,2,-5.997,0,0.2,0.125,0.0,0.086,0.153,99.283,193243,5
Can't Deny Me,Pearl Jam,4PwGt5dBTmdRu4HTN8ZWgR,2018-03-13,0.0,0.663,0.972,9,-4.931,0,0.0393,0.0007,0.0,0.0943,0.918,120.025,163920,4
Can't Quit You (feat. Peter Frampton),"Danielle Cormier, Peter Frampton",78ZIreRUvYIdL3gJy6OFzm,2018-03-02,0.0,0.485,0.727,4,-3.521,0,0.0296,0.00501,0.00124,0.176,0.425,82.947,266893,4
CAN'T SAY,Travis Scott,27a1mYSG5tYg7dmEjWBcmL,2018-08-03,0.0,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,198408,4
Can’t Take A Joke,Drake,1dUHF4RyMmMTveJ0Rby6Xm,2018-06-29,1.0,0.761,0.598,10,-7.249,0,0.182,0.126,0.0,0.0839,0.446,173.897,163974,4
Capital Letters,"Hailee Steinfeld, BloodPop®",6l0Ky2PycJV1Bz88kFeVGL,2018-02-09,0.0,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,219373,4
Cappuccino City,Rolling Blackouts Coastal Fever,1OWfjQ3u0HZ635DmjmTIQG,2018-06-15,0.0,0.617,0.554,6,-7.596,0,0.0271,0.131,0.00996,0.132,0.68,134.995,174176,4
CAROUSEL,Travis Scott,7KZ5MMVgBVox9ycroB2UrI,2018-08-03,0.0,0.428,0.403,5,-5.914,0,0.209,0.229,0.0,0.22,0.133,95.387,180183,5
Castles,Lissie,2J3nBP2Ywt26nz8biPRSki,2018-03-23,0.0,0.592,0.586,4,-4.34,1,0.0298,0.193,8e-06,0.115,0.286,121.95,216001,4
Catch,Brett Young,53cGGBxGPaRjP0HVUESyW5,2018-12-07,1.0,0.566,0.765,2,-6.337,1,0.0439,0.0248,0.0,0.0783,0.604,156.036,196440,4
Catharsis,Machine Head,5D0xWyog9zSgg94wuEG3Jq,2018-01-26,0.0,0.173,0.946,7,-5.292,1,0.294,0.00597,0.0,0.15,0.0782,157.325,370747,4
Caught Up In The Country,"Rodney Atkins, The Fisk Jubilee Singers",2BgunkkepMPFpArQj1Dx5s,2018-03-23,0.0,0.603,0.807,7,-6.999,1,0.045,0.0123,0.0,0.539,0.685,124.099,160991,4
Certified Rose,Roger Daltrey,1LVZJqLzcPJaZUwoNOwExw,2018-06-01,0.0,0.508,0.52,5,-6.119,1,0.0293,0.0942,2.14e-06,0.102,0.466,72.552,194693,4
Chances,Backstreet Boys,5J783SDlyitqvLFAzTm0jU,2018-11-09,0.0,0.552,0.755,11,-6.255,1,0.0679,0.0178,0.0,0.466,0.296,109.806,172627,4
Chanel (Go Get It) [feat. Gunna & Lil Baby],"Young Thug, Young Stoner Life, Gunna, Lil Baby",0kCBorRrKZkSztd9m0QI3r,2018-08-17,1.0,0.938,0.5,4,-10.08,0,0.144,0.00183,0.0,0.077,0.462,140.011,201707,4
Change (feat. James Taylor),"Charlie Puth, James Taylor",17RMnDmv5CEo3s0tmipRyb,2018-05-11,0.0,0.502,0.413,4,-7.373,1,0.039,0.872,0.0,0.213,0.474,175.507,217560,4
Changed My Mind,Tove Styrke,4CFlDepqivJp9ECpBZOv0s,2018-05-04,0.0,0.722,0.66,11,-5.91,0,0.0461,0.18,1.88e-05,0.0737,0.626,158.118,185800,4
changes,XXXTENTACION,7AFASza1mXqntmGtbxXprO,2018-03-16,1.0,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4
Changing,Conrad Sewell,6j1HJmnjiNEDFGfcYazHmW,2018-09-05,0.0,0.577,0.503,8,-5.915,1,0.0319,0.318,0.0,0.109,0.247,105.025,207410,4
Chaos And Earthquakes,Nonpoint,2imkodSyg1hOZwZuE2fJdU,2018-06-22,0.0,0.524,0.843,10,-5.578,0,0.0536,0.000417,0.125,0.375,0.212,85.993,225133,4
Chapters,"Brett Young, Gavin DeGraw",4tQhxBKakIwoWZ7tuGBr7d,2018-12-07,0.0,0.589,0.613,11,-6.816,1,0.0379,0.179,0.0,0.0967,0.643,81.015,237107,4
Charity,Courtney Barnett,4o1T6OAlRNJ1bHYaLXDZkU,2018-05-18,0.0,0.484,0.821,1,-5.368,0,0.0395,0.00251,0.0,0.0857,0.477,133.956,250120,4
Chasin' You,Morgan Wallen,5MwynWK9s4hlyKHqhkNn4A,2018-04-27,1.0,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,4
Chasing Fire,Lauv,2zXRAZvUb2B5PzJGwCtFe0,2018-05-31,0.0,0.709,0.562,5,-4.864,1,0.0724,0.0449,0.0,0.217,0.386,125.965,205267,4
Chemicals,Parker Bossley,58HvLhFhlOQ4jinc8rfQ5D,2018-06-15,0.0,0.436,0.682,9,-4.218,1,0.0286,0.105,0.0,0.335,0.487,174.052,251800,4
China Dolls,Tom Odell,48jmygnSXNcI9CtJ01TPfs,2018-10-26,0.0,0.608,0.657,11,-5.226,1,0.0481,0.0253,0.0,0.107,0.762,174.009,240343,4
Chinatown,"Louise Goffin, Rufus Wainwright",6PrqTyArHeuHpoVc5r4BDN,2018-11-09,0.0,0.329,0.321,2,-9.955,1,0.0303,0.793,0.0378,0.358,0.211,72.219,220280,5
