artist,isNew,last,peak,rank,title,week
Pharrell Williams,False,1,1,1,Happy,12
John Legend,False,3,2,2,All Of Me,24
Katy Perry Featuring Juicy J,False,2,1,3,Dark Horse,27
Jason Derulo Featuring 2 Chainz,False,4,3,4,Talk Dirty,14
Idina Menzel,False,14,5,5,Let It Go,17
Bastille,False,5,5,6,Pompeii,32
Lorde,False,6,6,7,Team,26
OneRepublic,False,7,2,8,Counting Stars,40
Aloe Blacc,False,10,9,9,The Man,13
Beyonce Featuring Jay Z,False,8,2,10,Drunk In Love,14
Pitbull Featuring Ke$ha,False,11,1,11,Timber,24
American Authors,False,13,12,12,Best Day Of My Life,19
Kid Ink Featuring Chris Brown,False,15,13,13,Show Me,20
One Direction,False,16,6,14,Story Of My Life,21
DJ Snake & Lil Jon,False,21,15,15,Turn Down For What,13
The Chainsmokers,False,18,16,16,#SELFIE,4
A Great Big World & Christina Aguilera,False,12,4,17,Say Something,20
Passenger,False,17,5,18,Let Her Go,34
Avicii,False,22,19,19,Hey Brother,16
Ellie Goulding,False,19,13,20,Burn,29
Avicii,False,25,4,21,Wake Me Up!,39
Eminem Featuring Rihanna,False,23,1,22,The Monster,21
Martin Garrix,False,26,23,23,Animals,27
Imagine Dragons,False,24,6,24,Demons,48
Lorde,False,20,1,25,Royals,38
Florida Georgia Line Ft. Jason Derulo & Luke Bryan,False,29,26,26,This Is How We Roll,7
Justin Timberlake,False,42,27,27,Not A Bad Thing,4
Brantley Gilbert,False,30,28,28,Bottoms Up,14
YG Featuring Jeezy & Rich Homie Quan,False,28,19,29,My Hitta,25
Trey Songz,False,35,30,30,Na Na,9
Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,False,34,31,31,Loyal,10
Ty Dolla $ign Featuring B.o.B,False,32,29,32,Paranoid,14
Imagine Dragons,False,33,3,33,Radioactive,82
Shakira Featuring Rihanna,False,31,15,34,Can't Remember To Forget You,10
Blake Shelton,False,37,35,35,Doin' What She Likes,10
Demi Lovato,False,39,36,36,Neon Lights,13
Beyonce,False,36,23,37,Partition,11
Katy Perry,False,27,1,38,Roar,33
Naughty Boy Featuring Sam Smith,False,60,39,39,La La La,5
Jerrod Niemann,False,45,40,40,Drink To That All Night,12
Keith Urban,False,41,41,41,Cop Car,8
Dierks Bentley,False,44,40,42,I Hold On,14
Miley Cyrus,False,40,1,43,Wrecking Ball,31
Drake Featuring Majid Jordan,False,43,4,44,"Hold On, We're Going Home",33
Eric Church,False,50,44,45,Give Me Back My Hometown,11
