artist,isNew,last,peak,rank,title,week
Post Malone,False,2,1,1,Circles,12
Lewis Capaldi,False,1,1,2,Someone You Loved,28
Lizzo,False,4,3,3,Good As Hell,13
Maroon 5,False,5,4,4,Memories,9
Selena Gomez,False,8,1,5,Lose You To Love Me,5
Shawn Mendes & Camila Cabello,False,3,1,6,Senorita,22
Chris Brown Featuring Drake,False,7,5,7,No Guidance,24
Billie Eilish,False,74,8,8,Everything I Wanted,2
Dan + Shay & Justin Bieber,False,10,4,9,"10,000 Hours",7
Lizzo,False,6,1,10,Truth Hurts,29
Lil Nas X,False,9,5,11,Panini,22
Arizona Zervas,False,27,12,12,Roxanne,3
SHAED,False,14,13,13,Trampoline,25
Travis Scott,False,12,1,14,HIGHEST IN THE ROOM,7
Taylor Swift,False,26,10,15,Lover,14
Lil Baby,False,19,16,16,Woah,2
Billie Eilish,False,13,1,17,Bad Guy,34
DaBaby,False,67,18,18,BOP,8
Tones And I,False,23,19,19,Dance Monkey,7
Mustard & Roddy Ricch,False,25,20,20,Ballin',18
Young Thug Featuring Gunna,False,16,11,21,Hot,14
Old Dominion,False,20,20,22,One Man Band,13
Ed Sheeran Featuring Khalid,False,15,13,23,Beautiful People,21
Jonas Brothers,False,18,18,24,Only Human,23
Luke Combs,False,11,11,25,Even Though I'm Leaving,12
Lil Tecca,False,17,4,26,Ran$om,25
Lil Nas X Featuring Billy Ray Cyrus,False,21,1,27,Old Town Road,38
Juice WRLD & YoungBoy Never Broke Again,False,22,10,28,Bandit,7
Wale Featuring Jeremih,False,28,22,29,On Chill,15
Ed Sheeran & Justin Bieber,False,24,2,30,I Don't Care,28
Mariah Carey,False,39,3,31,All I Want For Christmas Is You,32
Khalid,False,29,3,32,Talk,41
Post Malone Featuring Young Thug,False,30,3,33,Goodbyes,20
Lil Baby & DaBaby,False,34,21,34,Baby,18
Sam Smith,False,31,24,35,How Do You Sleep?,18
Summer Walker,False,33,16,36,Playing Games,12
Chris Brown Featuring Gunna,False,36,36,37,Heat,12
Jonas Brothers,False,32,1,38,Sucker,38
Halsey,False,42,39,39,Graveyard,10
DaBaby,False,37,7,40,Suge,34
blackbear,False,45,41,41,Hot Girl Bummer,10
Dua Lipa,False,46,30,42,Don't Start Now,3
NF,False,43,41,43,Time,18
Tory Lanez & T-Pain,False,83,44,44,Jerry Sprunger,2
