artist,isNew,last,peak,rank,title,week
50 Cent,False,1,1,1,In Da Club,17
Sean Paul,False,3,2,2,Get Busy,11
R. Kelly,False,2,2,3,Ignition,26
American Idol Finalists,True,0,4,4,God Bless The U.S.A.,1
50 Cent Featuring Nate Dogg,False,5,5,5,21 Questions,7
3 Doors Down,False,4,4,6,When I'm Gone,24
Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,False,8,7,7,I Know What You Want,9
Fabolous Featuring Mike Shorey & Lil' Mo,False,10,8,8,Can't Let You Go,9
Kid Rock Featuring Sheryl Crow Or Allison Moorer,False,7,4,9,Picture,23
Justin Timberlake,False,11,10,10,Rock Your Body,7
Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,False,6,6,11,Beautiful,13
Aaliyah,False,9,3,12,Miss You,23
Nas,False,13,13,13,I Can,10
Evanescence Featuring Paul McCoy,False,15,14,14,Bring Me To Life,8
Tyrese,False,12,7,15,How You Gonna Act Like That,18
Eminem,False,16,16,16,Sing For The Moment,5
Ginuwine Featuring Baby,False,17,17,17,Hell Yeah,11
Wayne Wonder,False,20,18,18,No Letting Go,17
JAY-Z,False,14,8,19,Excuse Me Miss,12
Amanda Perez,False,21,20,20,Angel,14
Daniel Bedingfield,False,23,21,21,If You're Not The One,5
Lil' Kim Featuring Mr. Cheeks,False,19,17,22,The Jump Off,13
Avril Lavigne,False,22,4,23,I'm With You,22
Darryl Worley,False,24,22,24,Have You Forgotten?,8
matchbox twenty,False,27,25,25,Unwell,7
Jennifer Lopez Featuring LL Cool J,False,18,1,26,All I Have,19
Christina Aguilera,False,25,2,27,Beautiful,24
Kenny Chesney,False,28,28,28,Big Star,11
Tim McGraw,False,33,29,29,She's My Kind Of Rain,10
B2K,False,30,30,30,Girlfriend,9
Coldplay,False,35,31,31,Clocks,14
Linkin Park,False,34,32,32,Somewhere I Belong,8
Santana Featuring Michelle Branch,False,32,5,33,The Game Of Love,31
John Mayer,False,36,18,34,Your Body Is A Wonderland,27
Jaheim,False,31,31,35,Put That Woman First,7
Uncle Kracker Featuring Dobie Gray,False,41,36,36,Drift Away,6
Audioslave,False,38,37,37,Like A Stone,10
Christina Aguilera,False,46,38,38,Fighter,4
Floetry,False,39,39,39,Say Yes,6
Alan Jackson,False,29,29,40,That'd Be Alright,13
R. Kelly Featuring Big Tigger,False,69,41,41,Snake,2
Ja Rule Featuring Ashanti,False,26,2,42,Mesmerize,19
Keith Urban,False,50,43,43,Raining On Sunday,8
Diamond Rio,False,51,44,44,I Believe,7
Randy Travis,False,55,45,45,Three Wooden Crosses,5
Lil' Kim Featuring 50 Cent,False,75,46,46,Magic Stick,2
Counting Crows Featuring Vanessa Carlton,False,52,47,47,Big Yellow Taxi,6
Chris Cagle,False,53,48,48,What A Beautiful Day,6
Panjabi MC Featuring Jay-Z,False,57,49,49,Beware Of The Boys (Mundian To Bach Ke),4
Frankie J,False,58,50,50,Don't Wanna Try,4
Good Charlotte,False,43,43,51,The Anthem,6
Madonna,False,37,37,52,American Life,5
Martina McBride,False,47,47,53,Concrete Angel,8
The Isley Brothers Featuring Ronald Isley,False,54,54,54,What Would You Do?,5
Vivian Green,False,56,39,55,Emotional Rollercoaster,12
Joe Nichols,False,44,27,56,Brokenheartsville,15
Trapt,False,59,57,57,Headstrong,5
Justin Timberlake,False,42,3,58,Cry Me A River,20
"Missy ""Misdemeanor"" Elliott Featuring Ludacris",False,40,8,59,Gossip Folks,19
Lil' Mo Featuring Fabolous,False,60,60,60,4 Ever,7
Rascal Flatts,False,61,61,61,Love You Out Loud,5
Monica,False,66,62,62,So Gone,2
Lonestar,False,73,63,63,My Front Porch Looking In,3
Jennifer Lopez,True,0,64,64,I'm Glad,1
Foo Fighters,False,65,65,65,Times Like These,9
Joe Budden,False,74,66,66,Pump It Up,3
Staind,False,70,67,67,Price To Play,2
Avril Lavigne,False,71,68,68,Losing Grip,2
Jimmy Wayne,False,76,69,69,Stay Gone,2
Jason Mraz,True,0,70,70,The Remedy (I Won't Worry),1
Bowling For Soup,False,64,64,71,Girl All The Bad Guys Want,6
Nelly,False,63,58,72,Pimp Juice,4
Bone Crusher Featuring Killer Mike & T.I.,False,81,73,73,Never Scared,5
Toby Keith Duet With Willie Nelson,True,0,74,74,Beer For My Horses,1
Red Hot Chili Peppers,False,67,57,75,Can't Stop,13
Eminem,False,62,15,76,Superman,14
Montgomery Gentry,False,82,77,77,Speed,7
Heather Headley,True,0,78,78,I Wish I Wasn't,1
Gary Allan,False,68,25,79,Man To Man,18
Da Brat Featuring Cherish,False,87,80,80,In Love Wit Chu,2
Godsmack,False,83,73,81,Straight Out Of Line,3
Talib Kweli,False,77,77,82,Get By,6
t.A.T.u.,False,72,20,83,All The Things She Said,18
Fleetwood Mac,False,84,84,84,Peacekeeper,6
2Pac Featuring Trick Daddy,False,79,69,85,Still Ballin,5
Phil Collins,False,85,76,86,Can't Stop Loving You,14
Queens Of The Stone Age,False,88,51,87,No One Knows,19
Celine Dion,False,78,45,88,I Drove All Night,12
DMX,False,86,60,89,X Gon' Give It To Ya,13
Seether,False,89,61,90,Fine Again,19
R. Kelly,False,80,80,91,Soldier's Heart,3
Cold,False,92,92,92,Stupid Girl,3
Whitney Houston,False,99,93,93,Try It On My Own,2
Stagga Lee,True,0,94,94,Roll Wit M.V.P. (We Be Like! The La La Song),1
Dru Hill,True,0,95,95,I Love You,1
David Banner Featuring Lil' Flip,False,97,96,96,Like A Pimp,2
Simple Plan,False,91,51,97,I'd Do Anything,12
Lil Jon & The East Side Boyz Featuring Ying Yang Twins,True,0,98,98,Get Low,1
No Doubt,False,90,62,99,Running,6
Reina,False,96,96,100,No One's Gonna Change You,4
