artist,isNew,last,peak,rank,title,week
Olivia Rodrigo,False,1,1,1,Drivers License,3
24kGoldn Featuring iann dior,False,3,1,2,Mood,25
The Weeknd,False,4,1,3,Blinding Lights,60
Ariana Grande Feat. Doja Cat & Megan Thee Stallion,False,2,2,4,34+35,13
Dua Lipa,False,6,5,5,Levitating,17
Chris Brown & Young Thug,False,7,5,6,Go Crazy,38
Ariana Grande,False,5,1,7,Positions,14
Justin Bieber Featuring Chance The Rapper,False,8,3,8,Holy,19
SZA,False,10,9,9,Good Days,5
AJR,False,9,8,10,Bang!,30
Pop Smoke Featuring Lil Baby & DaBaby,False,11,6,11,For The Night,30
Billie Eilish,False,13,2,12,Therefore I Am,12
Justin Bieber & benny blanco,False,14,12,13,Lonely,15
The Weeknd & Ariana Grande,False,20,14,14,Save Your Tears,7
Luke Combs,False,15,15,15,Better Together,17
CJ,False,19,16,16,Whoopty,12
Gabby Barrett Featuring Charlie Puth,False,12,3,17,I Hope,57
Megan Thee Stallion,False,16,12,18,Body,10
Pop Smoke,False,23,19,19,What You Know Bout Love,21
Bad Bunny & Jhay Cortez,False,18,5,20,Dakiti,13
Internet Money & Gunna Featuring Don Toliver & NAV,False,21,6,21,Lemonade,24
Drake Featuring Lil Durk,False,17,2,22,Laugh Now Cry Later,24
Morgan Wallen,False,25,6,23,7 Summers,23
BRS Kash,False,54,24,24,Throat Baby (Go Baby),15
Doja Cat,False,39,25,25,Streets,3
Justin Bieber,False,26,6,26,Anyone,4
Tate McRae,False,31,27,27,You Broke Me First.,23
Taylor Swift,False,28,1,28,Willow,7
Lil Baby,False,33,29,29,On Me,8
Morgan Wallen,False,27,15,30,More Than My Hometown,31
Morgan Wallen,False,24,9,31,Wasted On You,3
Yung Bleu Featuring Drake,False,32,32,32,You're Mines Still,8
Lewis Capaldi,False,30,9,33,Before You Go,49
Machine Gun Kelly X blackbear,False,34,28,34,My Ex's Best Friend,24
Ava Max,False,29,13,35,Kings & Queens,25
Chris Stapleton,False,35,25,36,Starting Over,22
Niko Moon,False,42,37,37,Good Time,17
Morgan Wallen,False,40,32,38,Sand In My Boots,3
Ed Sheeran,False,41,29,39,Afterglow,6
Pooh Shiesty Featuring Lil Durk,False,46,40,40,Back In Blood,4
