artist,isNew,last,peak,rank,title,week
Chamillionaire Featuring Krayzie Bone,False,3,1,1,Ridin',14
Daniel Powter,False,2,1,2,Bad Day,15
Rihanna,False,1,1,3,SOS,15
Sean Paul,False,4,1,4,Temperature,20
Fort Minor Featuring Holly Brook,False,5,5,5,Where'd You Go,7
Red Hot Chili Peppers,False,6,6,6,Dani California,7
Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,False,7,7,7,Snap Yo Fingers,9
The Fray,False,10,8,8,Over My Head (Cable Car),15
Nelly Furtado Featuring Timbaland,False,30,9,9,Promiscuous,3
T.I.,False,8,3,10,What You Know,12
Nick Lachey,False,9,6,11,What's Left Of Me,13
Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,False,12,7,12,Ms. New Booty,18
Cassie,False,38,13,13,Me & U,6
Rihanna,False,16,14,14,Unfaithful,4
Natasha Bedingfield,False,11,5,15,Unwritten,26
Shakira Featuring Wyclef Jean,False,13,13,16,Hips Don't Lie,10
Chris Brown Featuring Lil Wayne,False,17,17,17,Gimme That,7
James Blunt,False,14,1,18,You're Beautiful,30
Nickelback,False,20,19,19,Savin' Me,12
Ne-Yo,False,15,15,20,When You're Mad,12
Kelly Clarkson,False,22,12,21,Walk Away,20
Mary J. Blige,False,18,3,22,Be Without You,28
Dem Franchize Boyz Featuring Lil Peanut & Charlay,False,19,7,23,"Lean Wit It, Rock Wit It",20
The All-American Rejects,False,24,15,24,Move Along,17
Christina Milian Featuring Young Jeezy,False,21,21,25,Say I,8
Yung Joc,False,26,26,26,It's Goin' Down,8
KT Tunstall,False,23,23,27,Black Horse & The Cherry Tree,11
Cascada,False,25,10,28,Everytime We Touch,25
Ashley Parker Angel,False,46,12,29,Let U Go,6
Bon Jovi,False,27,23,30,Who Says You Can't Go Home,19
Field Mob Featuring Ciara,False,33,31,31,So What,7
Rascal Flatts,False,29,6,32,What Hurts The Most,16
Mary J. Blige Featuring Brook-Lyn,False,32,32,33,Enough Cryin,7
Shawnna,False,31,31,34,Gettin' Some,10
Teddy Geiger,False,34,29,35,For You I Will (Confidence),16
