artist,isNew,last,peak,rank,title,week
Sia Featuring Sean Paul,False,3,1,1,Cheap Thrills,23
Drake Featuring WizKid & Kyla,False,1,1,2,One Dance,16
Calvin Harris Featuring Rihanna,False,4,3,3,This Is What You Came For,12
Justin Timberlake,False,2,1,4,Can't Stop The Feeling!,11
The Chainsmokers Featuring Daya,False,5,3,5,Don't Let Me Down,23
twenty one pilots,False,6,6,6,Ride,19
Rihanna,False,7,7,7,Needed Me,25
Kent Jones,False,9,8,8,Don't Mind,12
Desiigner,False,8,1,9,Panda,22
Adele,False,10,10,10,Send My Love (To Your New Lover),10
Katy Perry,True,0,11,11,Rise,1
P!nk,False,11,10,12,Just Like Fire,14
Fifth Harmony Featuring Ty Dolla $ign,False,12,4,13,Work From Home,21
Meghan Trainor,False,15,14,14,Me Too,10
Florida Georgia Line,False,14,14,15,H.O.L.Y.,12
Mike Posner,False,13,4,16,I Took A Pill In Ibiza,27
Britney Spears Featuring G-Eazy,True,0,17,17,Make Me...,1
Drake,False,16,16,18,Controlla,12
DJ Khaled Featuring Drake,False,17,17,19,For Free,7
Drake Featuring Rihanna,False,19,19,20,Too Good,12
Shawn Mendes,False,20,20,21,Treat You Better,7
twenty one pilots,False,23,14,22,Heathens,5
Rihanna Featuring Drake,False,21,1,23,Work,26
Ariana Grande,False,33,24,24,Into You,10
Flume Featuring Kai,False,26,25,25,Never Be Like You,16
Lukas Graham,False,22,2,26,7 Years,27
Charlie Puth Featuring Selena Gomez,False,35,27,27,We Don't Talk Anymore,7
Fifth Harmony Featuring Fetty Wap,False,29,28,28,All In My Head (Flex),5
twenty one pilots,False,25,2,29,Stressed Out,44
DJ Khaled Featuring Jay Z & Future,False,34,30,30,I Got The Keys,4
Beyonce,False,28,11,31,Sorry,13
James Bay,False,18,16,32,Let It Go,31
Future Featuring The Weeknd,False,32,18,33,Low Life,24
D.R.A.M. Featuring Lil Yachty,False,39,34,34,Broccoli,6
gnash Featuring Olivia O'Brien,False,50,35,35,I Hate U I Love U,14
Ariana Grande,False,24,8,36,Dangerous Woman,19
Justin Bieber,False,30,1,37,Love Yourself,36
Flo Rida,False,36,4,38,My House,37
DNCE,False,37,9,39,Cake By The Ocean,40
Kiiara,False,45,40,40,Gold,9
Nick Jonas Featuring Tove Lo,False,31,14,41,Close,17
ScHoolboy Q Featuring Kanye West,False,43,42,42,THat Part,7
Ruth B,False,27,24,43,Lost Boy,22
Future,False,41,41,44,Wicked,14
Justin Bieber,False,42,1,45,Sorry,39
"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",False,38,27,46,All The Way Up,17
Miranda Lambert,True,0,47,47,Vice,1
Dan + Shay,False,59,48,48,From The Ground Up,9
Zara Larsson & MNEK,False,40,13,49,Never Forget You,23
Selena Gomez,False,51,39,50,Kill Em With Kindness,8
Coldplay,False,54,51,51,Hymn For The Weekend,8
Carrie Underwood,False,47,43,52,Church Bells,11
Eric Church,False,52,52,53,Record Year,14
DNCE,False,44,44,54,Toothbrush,6
Jon Pardi,False,56,54,55,Head Over Boots,21
OneRepublic,False,55,55,56,Wherever I Go,10
Wale,False,64,57,57,My PYT,6
Jason Aldean,False,53,43,58,Lights Come On,15
Kelsea Ballerini,False,58,58,59,Peter Pan,8
Sam Hunt,False,62,60,60,Make You Miss Me,8
X Ambassadors,False,46,39,61,Unsteady,10
Tory Lanez,False,69,62,62,Luv,4
Usher Featuring Young Thug,False,70,63,63,No Limit,4
Daya,False,61,61,64,"Sit Still, Look Pretty",8
Chris Lane,False,66,65,65,Fix,8
Dierks Bentley Featuring Elle King,False,73,66,66,Different For Girls,7
Jake Owen,False,65,65,67,American Country Love Song,9
5 Seconds Of Summer,True,0,68,68,Girls Talk Boys,1
MadeinTYO,False,57,51,69,Uber Everywhere,16
Fetty Wap,False,60,50,70,Wake Up,10
Kanye West,False,88,34,71,Famous,10
Drake Featuring The Throne,False,67,16,72,Pop Style,16
French Montana Featuring Kodak Black,False,79,73,73,Lockjaw,3
