artist,isNew,last,peak,rank,title,week
Rihanna Featuring Jay-Z,False,1,1,1,Umbrella,10
Shop Boyz,False,2,2,2,Party Like A Rockstar,9
Fergie,False,4,3,3,Big Girls Don't Cry,9
T-Pain Featuring Yung Joc,False,3,1,4,Buy U A Drank (Shawty Snappin'),17
Plain White T's,False,6,5,5,Hey There Delilah,12
Maroon 5,False,5,1,6,Makes Me Wonder,11
Avril Lavigne,False,7,1,7,Girlfriend,16
Justin Timberlake,False,8,6,8,Summer Love,10
Amy Winehouse,False,10,9,9,Rehab,9
Lil Mama,False,12,10,10,Lip Gloss,3
Huey,False,9,6,11,"Pop, Lock & Drop It",17
Fall Out Boy,False,14,12,12,Thnks Fr Th Mmrs,10
Fabolous Featuring Ne-Yo,False,74,13,13,Make Me Better,4
Carrie Underwood,False,13,8,14,Before He Cheats,42
Daughtry,False,11,5,15,Home,16
Lloyd,False,19,16,16,Get It Shawty,14
T-Pain Featuring Akon,False,22,17,17,Bartender,3
P!nk,False,15,9,18,U + Ur Hand,25
Kelly Clarkson,False,17,8,19,Never Again,8
Bone Thugs-N-Harmony Featuring Akon,False,16,6,20,I Tried,12
Enrique Iglesias,False,30,21,21,Do You Know? (The Ping Pong Song)/Dimelo,5
Linkin Park,False,23,7,22,What I've Done,11
Gwen Stefani Featuring Akon,False,20,2,23,The Sweet Escape,27
Fergie Featuring Ludacris,False,21,1,24,Glamorous,23
T.I.,False,27,25,25,Big Things Poppin' (Do It),4
Timbaland Featuring Nelly Furtado & Justin Timberlake,False,18,1,26,Give It To Me,19
Unk,False,24,24,27,2 Step,19
Elliott Yamin,False,34,28,28,Wait For You,9
Ne-Yo,False,25,2,29,Because Of You,16
Mims,False,29,1,30,This Is Why I'm Hot,22
"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",False,35,28,31,We Takin' Over,12
Ciara,False,32,19,32,Like A Boy,16
Hannah Montana,False,28,28,33,Nobody's Perfect,2
Down A.K.A. Kilo,False,38,34,34,Lean Like A Cholo,7
R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),False,26,12,35,I'm A Flirt,18
Akon,False,33,1,36,Don't Matter,22
Sean Kingston,False,43,37,37,Beautiful Girls,4
Big & Rich,False,36,36,38,Lost In This Moment,13
Diddy Featuring Keyshia Cole,False,31,10,39,Last Night,22
Timbaland Featuring Keri Hilson,False,57,40,40,The Way I Are,3
