artist,isNew,last,peak,rank,title,week
OutKast,False,1,1,1,Hey Ya!,16
OutKast Featuring Sleepy Brown,False,2,2,2,The Way You Move,19
Alicia Keys,False,4,3,3,You Don't Know My Name,12
Twista Featuring Kanye West & Jamie Foxx,False,5,4,4,Slow Jamz,9
Kelis,False,3,3,5,Milkshake,18
Beyonce,False,8,6,6,"Me, Myself And I",12
Usher Featuring Lil Jon & Ludacris,False,14,7,7,Yeah!,4
Nickelback,False,12,8,8,Someday,24
Baby Bash Featuring Frankie J,False,9,7,9,Suga Suga,24
No Doubt,False,11,10,10,It's My Life,14
3 Doors Down,False,10,5,11,Here Without You,23
Ludacris Featuring Shawnna,False,6,1,12,Stand Up,22
Jagged Edge,False,7,6,13,Walked Outta Heaven,22
Linkin Park,False,16,14,14,Numb,13
Avant,False,13,13,15,Read Your Mind,18
Ying Yang Twins Featuring Lil Jon & The East Side Boyz,False,24,16,16,Salt Shaker,12
Sheryl Crow,False,19,17,17,The First Cut Is The Deepest,15
Dido,False,18,18,18,White Flag,20
Kanye West,False,26,19,19,Through The Wire,10
Ruben Studdard,False,35,20,20,Sorry 2004,5
Lil Jon & The East Side Boyz Featuring Ying Yang Twins,False,15,2,21,Get Low,40
Beyonce Featuring Sean Paul,False,17,1,22,Baby Boy,25
R. Kelly,False,22,9,23,Step In The Name Of Love,24
Cassidy Featuring R. Kelly,False,42,24,24,Hotel,7
Nick Cannon Featuring R. Kelly,False,27,24,25,Gigolo,12
Eamon,False,36,26,26,F**k It (I Don't Want You Back),9
Santana Featuring Alex Band Or Chad Kroeger,False,25,8,27,Why Don't You & I,28
YoungBloodZ Featuring Lil Jon,False,20,4,28,Damn!,26
Ludacris,False,46,29,29,Splash Waterfalls,5
Alan Jackson,False,30,30,30,Remember When,8
Kenny Chesney,False,31,29,31,There Goes My Life,13
Jessica Simpson,False,38,32,32,With You,6
Chingy Featuring Ludacris & Snoop Dogg,False,21,3,33,Holidae In,20
Simple Plan,False,29,24,34,Perfect,14
JAY-Z,False,23,10,35,Change Clothes,12
Westside Connection Featuring Nate Dogg,False,40,36,36,Gangsta Nation,9
Toby Keith,False,44,37,37,American Soldier,6
matchbox twenty,False,34,5,38,Unwell,46
Brooks & Dunn,False,39,39,39,You Can't Take The Honky Tonk Out Of The Girl,13
Trapt,False,32,16,40,Headstrong,41
Murphy Lee Featuring Jermaine Dupri,False,37,17,41,Wat Da Hook Gon Be,17
Staind,False,33,24,42,So Far Away,27
Christina Aguilera,False,41,33,43,The Voice Within,10
Tupac Featuring The Notorious B.I.G.,False,28,19,44,Runnin (Dying To Live),16
J-Kwon,False,76,45,45,Tipsy,3
Terri Clark,False,49,46,46,I Wanna Do It All,8
matchbox twenty,False,45,23,47,Bright Lights,19
Evanescence,False,61,48,48,My Immortal,4
Tim McGraw,False,50,49,49,Watch The Wind Blow By,8
JAY-Z,False,68,50,50,Dirt Off Your Shoulder,2
Sarah McLachlan,False,47,41,51,Fallen,15
Brad Paisley,False,53,52,52,Little Moments,7
Britney Spears,True,0,53,53,Toxic,1
Chingy Featuring J. Weav,True,0,54,54,One Call Away,1
Joe,False,54,48,55,More & More,11
Martina McBride,False,58,56,56,In My Daughter's Eyes,3
Liz Phair,False,52,32,57,Why Can't I?,20
Shania Twain,False,56,56,58,She's Not Just A Pretty Face,9
Mary J. Blige Featuring Eve,False,51,41,59,Not Today,8
G Unit,False,43,13,60,Stunt 101,14
Juvenile Featuring Mannie Fresh,False,66,61,61,In My Life,5
Tracy Byrd,False,60,60,62,Drinkin' Bone,10
Clay Aiken,False,48,37,63,Invisible,11
Incubus,False,67,64,64,Megalomaniac,5
Jet,False,65,65,65,Are You Gonna Be My Girl,7
Rodney Atkins,False,57,57,66,Honesty (Write Me A List),18
Three Days Grace,False,64,55,67,(I Hate) Everything About You,10
The Offspring,False,69,64,68,Hit That,7
T.I.,False,72,69,69,Rubber Band Man,4
Jimmy Wayne,False,74,70,70,I Love You This Much,2
Bow Wow Featuring Jagged Edge,False,55,42,71,My Baby,9
Sara Evans,False,71,71,72,Perfect,2
Trace Adkins,False,73,73,73,Hot Mama,2
Sean Paul Featuring Sasha,False,81,74,74,I'm Still In Love With You,5
Audioslave,False,78,71,75,I Am The Highway,4
Young Gunz Featuring Rell,True,0,76,76,No Better Love,1
B2K Featuring Fabolous,False,59,59,77,Badaboom,7
Jo Dee Messina,False,75,75,78,I Wish,2
Michelle Branch,False,63,36,79,Breathe,13
Petey Pablo,False,85,80,80,Freek-A-Leek,5
Musiq,False,70,53,81,Forthenight,13
Stacie Orrico,False,62,30,82,(There's Gotta Be) More To Life,20
Josh Turner,False,89,83,83,Long Black Train,7
Puddle Of Mudd,False,79,72,84,Away From Me,11
Trillville,False,90,85,85,Neva Eva,7
Mya,False,77,51,86,Fallen,10
Montgomery Gentry,False,80,45,87,Hell Yeah,14
Trapt,False,87,69,88,Still Frame,12
George Strait,False,82,38,89,Cowboys Like Us,18
Too Short Featuring Lil Jon & The East Side Boyz,False,84,84,90,Shake That Monkey,11
"Marques Houston Featuring Jermaine ""JD"" Dupri",False,83,76,91,Pop That Booty,8
Ryan Duarte,False,97,92,92,You,4
Big Tymers Featuring R. Kelly,False,88,85,93,Gangsta Girl,6
Chris Cagle,False,86,53,94,Chicks Dig It,14
Ginuwine,False,93,78,95,Love You More,14
Obie Trice Featuring Nate Dogg,False,91,73,96,The Set Up,4
Fountains Of Wayne,False,92,21,97,Stacy's Mom,17
JC Chasez Featuring Dirt McGirt,True,0,98,98,Some Girls (Dance With Women),1
MercyMe,False,98,71,99,I Can Only Imagine,13
Lasgo,False,94,91,100,Alone,6
