artist,isNew,last,peak,rank,title,week
50 Cent Featuring Olivia,False,2,1,1,Candy Shop,5
Green Day,False,3,2,2,Boulevard Of Broken Dreams,15
Mario,False,1,1,3,Let Me Love You,20
The Game Featuring 50 Cent,False,5,4,4,How We Do,15
Ciara Featuring Missy Elliott,False,4,2,5,"1, 2 Step",19
50 Cent,False,6,5,6,Disco Inferno,13
Gwen Stefani Featuring Eve,False,10,7,7,Rich Girl,11
Kelly Clarkson,False,9,8,8,Since U Been Gone,12
Usher,False,11,9,9,Caught Up,13
Lil Jon & The East Side Boyz Featuring Usher & Ludacris,False,7,3,10,Lovers And Friends,15
Destiny's Child Featuring T.I. & Lil Wayne,False,8,3,11,Soldier,15
Frankie J Featuring Baby Bash,False,17,12,12,Obsession (No Es Amor),6
Eminem,False,14,13,13,Mockingbird,10
T.I.,False,13,9,14,Bring Em Out,15
Snoop Dogg Featuring Pharrell,False,15,1,15,Drop It Like It's Hot,23
Kelly Clarkson,False,18,6,16,Breakaway,28
Jennifer Lopez,False,12,12,17,Get Right,7
Jesse McCartney,False,16,16,18,Beautiful Soul,13
John Mayer,False,27,19,19,Daughters,18
Mariah Carey,False,19,19,20,It's Like That,6
Maroon 5,False,23,5,21,She Will Be Loved,33
Various Artists,True,0,22,22,Across The Universe,1
Nelly Featuring Tim McGraw,False,20,3,23,Over And Over,21
Fantasia,False,26,24,24,Truth Is,7
Jay-Z/Linkin Park,False,24,20,25,Numb/Encore,15
Gavin DeGraw,False,22,10,26,I Don't Want To Be,20
Trillville Featuring Cutty,False,28,27,27,Some Cut,11
The Killers,False,30,28,28,Mr. Brightside,4
Ryan Cabrera,False,25,18,29,True,13
Ludacris,False,21,13,30,Get Back,16
Rob Thomas,False,62,31,31,Lonely No More,3
Maroon 5,False,31,31,32,Sunday Morning,9
John Legend,False,32,32,33,Ordinary People,9
Rascal Flatts,False,29,29,34,Bless The Broken Road,12
Omarion,False,36,35,35,O,7
Alicia Keys,False,38,29,36,Karma,15
"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",False,46,37,37,Sugar (Gimme Some),7
3 Doors Down,False,39,38,38,Let Me Go,5
Eminem,False,40,34,39,Like Toy Soldiers,6
Goo Goo Dolls,False,37,37,40,Give A Little Bit,15
Usher And Alicia Keys,False,34,1,41,My Boo,26
T.I.,False,52,42,42,U Don't Know Me,7
The Game Featuring 50 Cent,False,58,43,43,Hate It Or Love It,4
Jet,False,49,44,44,Look What You've Done,6
Josh Gracin,False,48,45,45,Nothin' To Lose,7
Lenny Kravitz,False,35,27,46,Lady,13
Keith Urban,False,44,33,47,You're My Better Half,14
Ashanti,False,33,13,48,Only U,16
Natalie,False,53,49,49,Goin' Crazy,4
Ciara Featuring Petey Pablo,False,47,1,50,Goodies,37
Lloyd Banks Featuring Avant,False,41,17,51,Karma,16
Amerie,False,68,52,52,1 Thing,4
Brad Paisley,False,42,30,53,Mud On The Tires,14
Nivea Featuring Lil Jon & YoungBloodZ,False,60,54,54,Okay,11
Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,False,64,55,55,Signs,3
Keane,False,50,50,56,Somewhere Only We Know,4
Sugarland,False,54,54,57,Baby Girl,13
Snoop Dogg,False,55,54,58,Let's Get Blown,9
Twista Featuring Faith Evans,False,51,31,59,Hope,5
Avril Lavigne,False,56,41,60,Nobody's Home,13
Howie Day,False,65,61,61,Collide,4
Alan Jackson,False,59,54,62,Monday Morning Church,14
Craig Morgan,False,69,63,63,That's What I Love About Sunday,5
LeAnn Rimes,False,61,52,64,Nothin 'Bout Love Makes Sense,17
Kenny Chesney,False,75,65,65,Anything But Mine,4
Daddy Yankee,False,63,32,66,Gasolina,17
Lifehouse,False,45,28,67,You And Me,4
Lee Ann Womack,False,70,68,68,I May Hate Myself In The Morning,6
Nelly,False,67,64,69,N Dey Say,5
Blake Shelton,False,66,28,70,Some Beach,19
Caesars,False,95,71,71,Jerk It Out,2
Good Charlotte,False,57,51,72,I Just Wanna Live,4
Montgomery Gentry,False,74,73,73,Gone,5
Papa Roach,False,76,73,74,Scars,4
Brooks & Dunn,False,80,75,75,It's Getting Better All The Time,4
Fantasia,False,98,76,76,Baby Mama,4
Fabolous Featuring Mike Shorey,False,73,71,77,Baby,7
Billy Dean,False,79,68,78,Let Them Be Little,6
Bowling For Soup,False,87,79,79,Almost,3
Akon,False,90,80,80,Lonely,2
Reba McEntire,False,72,59,81,He Gets That From Me,12
Ludacris,True,0,82,82,Number One Spot,1
Ying Yang Twins,False,94,83,83,Wait (The Whisper Song),2
Lil Jon & The East Side Boyz Featuring Lil Scrappy,False,71,22,84,What U Gon' Do,18
Darryl Worley,False,81,30,85,"Awful, Beautiful Life",17
Andy Griggs,False,84,84,86,If Heaven,4
Jack Johnson,True,0,87,87,"Sitting, Waiting, Wishing",1
Will Smith,True,0,88,88,Switch,1
Jo Dee Messina,False,88,88,89,My Give A Damn's Busted,3
Baby Bash Featuring Akon,False,97,90,90,Baby I'm Back,2
My Chemical Romance,False,89,86,91,I'm Not Okay (I Promise),4
Simple Plan,False,83,40,92,Welcome To My Life,17
Gwen Stefani,False,91,47,93,What You Waiting For?,20
Toby Keith,False,93,93,94,Honkytonk U,2
Bobby Valentino,True,0,95,95,Slow Down,1
Ashlee Simpson,False,86,86,96,La La,4
R. Kelly,True,0,97,97,In The Kitchen,1
Brooke Valentine Featuring Lil Jon & Big Boi,True,0,98,98,Girlfight,1
112 Featuring Foxy Brown,True,0,99,99,U Already Know,1
Simple Plan,True,0,100,100,Shut Up,1
