artist,isNew,last,peak,rank,title,week
Lady Gaga,False,1,1,1,Born This Way,6
Katy Perry Featuring Kanye West,False,3,2,2,E.T.,6
Rihanna Featuring Britney Spears,False,4,3,3,S&M,10
CeeLo Green,False,2,2,4,F**k You! (Forget You),30
The Black Eyed Peas,False,22,5,5,Just Can't Get Enough,5
Glee Cast,True,0,6,6,Loser Like Me,1
P!nk,False,6,2,7,F**kin' Perfect,12
Chris Brown Featuring Lil Wayne & Busta Rhymes,False,12,8,8,Look At Me Now,7
Bruno Mars,False,7,1,9,Grenade,25
Jeremih Featuring 50 Cent,False,13,10,10,Down On Me,19
Ke$ha,False,10,7,11,Blow,9
Enrique Iglesias Featuring Ludacris & DJ Frank E,False,8,4,12,Tonight (I'm Lovin' You),17
Jennifer Lopez Featuring Pitbull,False,5,5,13,On The Floor,4
Diddy - Dirty Money Featuring Skylar Grey,False,11,11,14,Coming Home,17
Katy Perry,False,14,1,15,Firework,22
Glee Cast,True,0,16,16,Get It Right,1
Pitbull Featuring T-Pain,False,15,7,17,Hey Baby (Drop It To The Floor),25
Nicki Minaj Featuring Drake,False,17,13,18,Moment 4 Life,14
Christina Perri,False,19,17,19,Jar Of Hearts,25
Usher,False,20,15,20,More,15
Avril Lavigne,False,18,11,21,What The Hell,10
Dr. Dre Featuring Eminem & Skylar Grey,False,16,4,22,I Need A Doctor,7
Britney Spears Featuring Nicki Minaj & Ke$ha,False,9,9,23,Till The World Ends,3
Selena Gomez & The Scene,True,0,24,24,Who Says,1
Kanye West,False,28,25,25,All Of The Lights,12
Adele,False,25,13,26,Rolling In The Deep,11
Keri Hilson,False,24,24,27,Pretty Girl Rock,17
Lil Wayne Featuring Cory Gunz,False,21,9,28,6 Foot 7 Foot,14
P!nk,False,32,1,29,Raise Your Glass,24
Bruno Mars,False,26,1,30,Just The Way You Are,35
Lupe Fiasco,False,40,31,31,The Show Goes On,12
Thompson Square,False,33,32,32,Are You Gonna Kiss Me Or Not,14
Far*East Movement Featuring Ryan Tedder,False,27,7,33,Rocketeer,16
Wiz Khalifa,False,29,1,34,Black And Yellow,24
Train,False,44,34,35,Marry Me,18
Glee Cast,True,0,36,36,Raise Your Glass,1
Glee Cast,True,0,37,37,Blackbird,1
Zac Brown Band,False,38,38,38,Colder Weather,9
Tinie Tempah Featuring Eric Turner,False,45,39,39,Written In The Stars,5
Jason Aldean With Kelly Clarkson,False,34,34,40,Don't You Wanna Stay,20
Chris Brown,False,31,15,41,Yeah 3X,21
Edward Maya & Vika Jigulina,False,39,16,42,Stereo Love,24
Britney Spears,False,30,1,43,Hold It Against Me,10
Waka Flocka Flame Featuring Roscoe Dash & Wale,False,36,13,44,No Hands,28
Wiz Khalifa,False,54,45,45,Roll Up,6
Rihanna Featuring Drake,False,35,1,46,What's My Name?,22
Taio Cruz,False,41,2,47,Dynamite,42
New Boyz Featuring The Cataracs & Dev,False,49,37,48,Backseat,5
Billy Currington,False,47,46,49,Let Me Down Easy,17
The Script,False,51,45,50,For The First Time,12
Mike Posner Featuring Lil Wayne,False,52,49,51,Bow Chicka Wow Wow,4
Glee Cast,True,0,52,52,Misery,1
Glee Cast,True,0,53,53,Hell To The No,1
Jessie J Featuring B.o.B,False,58,54,54,Price Tag,7
Bruno Mars,False,72,55,55,The Lazy Song,4
Sara Evans,False,50,50,56,A Little Bit Stronger,12
Justin Bieber Featuring Jaden Smith,False,48,8,57,Never Say Never,14
Rascal Flatts,False,53,53,58,I Won't Let Go,8
Jerrod Niemann,False,55,55,59,What Do You Want,13
Darius Rucker,False,56,56,60,This,12
Mumford & Sons,False,60,27,61,The Cave,7
Lady Antebellum,False,68,58,62,Hello World,19
Trey Songz,False,63,63,63,Love Faces,8
The Black Eyed Peas,False,67,4,64,The Time (Dirty Bit),19
Miranda Lambert,False,75,65,65,Heart Like Mine,6
The Band Perry,False,81,66,66,You Lie,3
Nicki Minaj,False,80,67,67,Did It On'em,3
Fabolous,False,65,64,68,You Be Killin Em,12
Blake Shelton,False,61,46,69,Who Are You When I'm Not Looking,20
Glee Cast Featuring Gwyneth Paltrow,False,23,23,70,Landslide,2
Glee Cast,True,0,71,71,Candles,1
Rebecca Black,True,0,72,72,Friday,1
Kenny Chesney,False,71,31,73,Somewhere With You,20
My Chemical Romance,False,84,58,74,Sing,6
Jamie Foxx Featuring Drake,False,69,50,75,Fall For Your Type,15
Sugarland,False,82,76,76,Little Miss,10
Brad Paisley,False,64,58,77,This Is Country Music,13
Eli Young Band,False,59,59,78,Crazy Girl,2
Kenny Chesney,False,91,79,79,Live A Little,2
Ronnie Dunn,False,88,80,80,Bleed Red,6
"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",False,90,81,81,Welcome To My Hood,4
Sunny Sweeney,False,77,71,82,From A Table Away,11
Keith Urban,False,95,83,83,Without You,2
Taio Cruz Featuring Travie McCoy,False,73,24,84,Higher,14
Tim McGraw,False,87,26,85,Felt Good On My Lips,20
Mann,False,78,61,86,Buzzin',10
Miguel,False,94,87,87,Sure Thing,2
Travis Porter,True,0,88,88,Bring It Back,1
Jennifer Hudson,False,96,89,89,Where You At,2
Snoop Dogg Featuring T-Pain,False,76,76,90,Boom,2
Chris Brown,False,93,62,91,No BS,15
Marsha Ambrosius,True,0,92,92,Far Away,1
Waka Flocka Flame Featuring Kebo Gotti,True,0,93,93,Grove St. Party,1
Christina Perri,True,0,94,94,Arms,1
Easton Corbin,False,97,95,95,I Can't Love You Back,2
Chris Young,False,0,86,96,Tomorrow,2
Chris Young,False,79,53,97,Voices,20
Kirk Franklin,False,0,97,98,I Smile,2
Foo Fighters,False,92,70,99,Rope,3
Miranda Cosgrove,True,0,100,100,Dancing Crazy,1
