artist,isNew,last,peak,rank,title,week
BTS,True,0,1,1,Dynamite,1
Cardi B Featuring Megan Thee Stallion,False,1,1,2,WAP,3
Drake Featuring Lil Durk,False,2,2,3,Laugh Now Cry Later,2
DaBaby Featuring Roddy Ricch,False,3,1,4,Rockstar,19
The Weeknd,False,4,1,5,Blinding Lights,39
"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",False,5,2,6,Whats Poppin,29
Harry Styles,False,7,1,7,Watermelon Sugar,23
SAINt JHN,False,8,4,8,Roses,23
Jawsh 685 x Jason Derulo,False,9,7,9,Savage Love (Laxed - Siren Beat),11
Lewis Capaldi,False,12,10,10,Before You Go,30
Gabby Barrett Featuring Charlie Puth,False,10,10,11,I Hope,35
24kGoldn Featuring iann dior,False,26,12,12,Mood,3
Chris Brown & Young Thug,False,11,9,13,Go Crazy,16
Dua Lipa,False,13,13,14,Break My Heart,22
Pop Smoke Featuring Lil Baby & DaBaby,False,17,6,15,For The Night,8
Post Malone,False,16,1,16,Circles,52
Harry Styles,False,15,6,17,Adore You,38
Pop Smoke Featuring Lil Tjay,False,19,17,18,Mood Swings,8
Juice WRLD x Marshmello,False,18,2,19,Come & Go,7
Megan Thee Stallion,False,20,1,20,Savage,24
DJ Khaled Featuring Drake,False,21,3,21,Popstar,6
Maddie & Tae,False,25,22,22,Die From A Broken Heart,20
Pop Smoke Featuring 50 Cent & Roddy Ricch,False,28,11,23,The Woo,8
Powfu Featuring beabadoobee,False,23,23,24,Death Bed,24
Maren Morris,False,29,12,25,The Bones,49
Kane Brown With Swae Lee & Khalid,False,34,26,26,Be Like That,7
Dua Lipa,False,27,2,27,Don't Start Now,43
Rod Wave Featuring ATR Son Son,False,22,12,28,Rags2Riches,9
Lil Mosey,False,24,8,29,Blueberry Faygo,29
Luke Combs,False,53,30,30,Lovin' On You,9
Saweetie,False,41,31,31,Tap In,7
Juice WRLD,False,32,5,32,Wishing Well,7
Jason Aldean,False,46,33,33,Got What I Got,13
JP Saxe Featuring Julia Michaels,False,48,34,34,If The World Was Ending,22
Future Featuring Drake,False,31,2,35,Life Is Good,33
Taylor Swift,False,33,1,36,Cardigan,5
Luke Bryan,False,30,19,37,One Margarita,17
Morgan Wallen,False,6,6,38,7 Summers,2
Kane Brown,False,39,39,39,Cool Again,13
Florida Georgia Line,False,55,40,40,I Love My Country,19
Miley Cyrus,False,14,14,41,Midnight Sky,2
Justin Bieber Featuring Quavo,False,37,5,42,Intentions,29
Morgan Wallen,False,36,16,43,Chasin' You,31
Lil Baby & 42 Dugg,False,38,10,44,We Paid,17
Megan Thee Stallion,False,42,28,45,Girls In The Hood,9
Lee Brice,False,52,46,46,One Of Them Girls,13
Doja Cat Featuring Nicki Minaj,False,43,1,47,Say So,34
Roddy Ricch,False,47,1,48,The Box,38
Maroon 5,False,49,41,49,Nobody's Love,5
Conan Gray,False,61,50,50,Heather,2
"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",False,57,51,51,Be A Light,21
Juice WRLD & The Weeknd,False,35,8,52,Smile,3
StaySolidRocky,False,40,21,53,Party Girl,18
Lil Baby,False,51,3,54,The Bigger Picture,11
Lady Gaga & Ariana Grande,False,44,1,55,Rain On Me,14
Doja Cat Featuring Gucci Mane,False,56,51,56,Like That,13
Billie Eilish,False,54,6,57,My Future,4
Moneybagg Yo,False,59,44,58,Said Sum,8
Dan + Shay,False,65,43,59,I Should Probably Go To Bed,4
Justin Moore,False,50,50,60,Why We Drink,13
Tim McGraw,False,78,61,61,I Called Mama,4
DJ Khaled Featuring Drake,False,60,8,62,Greece,6
Money Man Featuring Lil Baby,False,71,63,63,24,2
AJR,False,69,64,64,Bang!,8
YoungBoy Never Broke Again,False,58,58,65,Kacey Talk,2
Internet Money & Gunna Featuring Don Toliver & NAV,False,66,66,66,Lemonade,2
Morgan Wallen,False,62,61,67,More Than My Hometown,11
Keith Urban,False,70,60,68,God Whispered Your Name,19
Migos Featuring YoungBoy Never Broke Again,False,0,62,69,Need It,13
"J Balvin, Dua Lipa, Bad Bunny & Tainy",False,68,63,70,Un Dia (One Day),5
Topic & A7S,False,73,71,71,Breaking Me,5
HARDY Featuring Lauren Alaina & Devin Dawson,False,74,72,72,One Beer,12
Ava Max,False,76,73,73,Kings & Queens,3
Travis Scott,True,0,74,74,The Plan,1
Parker McCollum,False,77,75,75,Pretty Heart,7
Chris Janson,False,63,41,76,Done,11
Blake Shelton Featuring Gwen Stefani,False,84,56,77,Happy Anywhere,5
Jameson Rodgers,False,86,78,78,Some Girls,3
Maluma & The Weeknd,True,0,79,79,Hawai,1
Ashley McBryde,False,80,76,80,One Night Standards,12
Ozuna x Karol G x Myke Towers,False,92,81,81,Caramelo,2
Surf Mesa Featuring Emilee,False,81,72,82,ily,14
Polo G,False,83,61,83,Martin & Gina,4
Gunna Featuring Young Thug,False,79,38,84,Dollaz On My Head,12
Taylor Swift,False,67,4,85,The 1,5
Machine Gun Kelly X blackbear,False,0,82,86,My Ex's Best Friend,2
Rod Wave,False,75,65,87,Girl Of My Dreams,15
Don Toliver,False,88,57,88,After Party,18
Ariana Grande & Justin Bieber,False,90,1,89,Stuck With U,16
YoungBoy Never Broke Again,True,0,90,90,All In,1
Pop Smoke,False,85,31,91,Got It On Me,8
Lil Durk Featuring Lil Baby & Polo G,False,89,43,92,3 Headed Goat,10
Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,False,94,93,93,La Jeepeta,3
Chase Rice,False,100,94,94,Lonely If You Are,2
Tate McRae,True,0,95,95,You Broke Me First.,1
Nas Featuring Fivio Foreign & A$AP Ferg,True,0,96,96,Spicy,1
Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,False,93,10,97,Hate The Other Side,7
Taylor Swift Featuring Bon Iver,False,82,6,98,Exile,5
Mulatto,False,95,95,99,B*tch From da Souf,3
Polo G,False,99,62,100,21,8
