artist,isNew,last,peak,rank,title,week
Usher And Alicia Keys,False,1,1,1,My Boo,9
Ciara Featuring Petey Pablo,False,2,1,2,Goodies,20
Destiny's Child,False,3,3,3,Lose My Breath,7
Snoop Dogg Featuring Pharrell,False,7,4,4,Drop It Like It's Hot,6
Nelly Featuring Tim McGraw,False,8,5,5,Over And Over,4
Maroon 5,False,5,5,6,She Will Be Loved,16
Terror Squad,False,4,1,7,Lean Back,20
Eminem,False,6,6,8,Just Lose It,5
Kelly Clarkson,False,10,9,9,Breakaway,11
Trick Daddy Featuring Lil Jon & Twista,False,14,10,10,Let's Go,8
Akon Featuring Styles P.,False,9,8,11,Locked Up,22
Avril Lavigne,False,11,9,12,My Happy Ending,15
"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",False,16,13,13,Oye Mi Canto,11
Alicia Keys Featuring Tony! Toni! Tone!,False,13,8,14,Diary,21
Nelly Featuring Jaheim,False,12,4,15,My Place,16
Lil Wayne,False,21,16,16,Go D.J.,6
Ryan Cabrera,False,15,15,17,On The Way Down,15
Fabolous,False,24,18,18,Breathe,8
Anthony Hamilton,False,23,19,19,Charlene,10
Finger Eleven,False,17,16,20,One Thing,16
Ja Rule Featuring R. Kelly & Ashanti,False,34,21,21,Wonderful,4
Alicia Keys,False,18,4,22,If I Ain't Got You,36
Chingy,False,25,23,23,Balla Baby,5
Ashlee Simpson,False,19,5,24,Pieces Of Me,19
Bowling For Soup,False,28,25,25,1985,9
Los Lonely Boys,False,22,16,26,Heaven,26
LL Cool J Featuring 7 Aurelius,False,35,27,27,Hush,7
Hoobastank,False,26,2,28,The Reason,34
Seether Featuring Amy Lee,False,29,29,29,Broken,10
Lil' Flip Featuring Lea,False,20,2,30,Sunshine,21
Maroon 5,False,31,5,31,This Love,39
U2,False,39,32,32,Vertigo,5
Switchfoot,False,43,33,33,Dare You To Move,6
Young Buck,False,52,34,34,Shorty Wanna Ride,4
Lonestar,False,44,35,35,Mr. Mom,8
LL Cool J,False,27,16,36,Headsprung,18
"Juvenile, Wacko & Skip",False,41,31,37,Nolia Clap,11
Phil Vassar,False,47,38,38,In A Real Love,10
The Black Eyed Peas,False,33,21,39,Let's Get It Started,14
Kevin Lyttle Featuring Spragga Benz,False,42,4,40,Turn Me On,25
Mase Featuring P. Diddy,False,30,28,41,"Breathe, Stretch, Shake",11
Ciara Featuring Missy Elliott,False,74,42,42,"1, 2 Step",2
JoJo Featuring Bow Wow,False,51,43,43,Baby It's You,5
Juvenile Featuring Soulja Slim,False,32,1,44,Slow Motion,28
Mario,False,80,45,45,Let Me Love You,3
Sara Evans,False,40,33,46,Suds In The Bucket,14
Christina Milian,False,38,5,47,Dip It Low,29
Gary Allan,False,48,48,48,Nothing On But The Radio,8
Usher Featuring Lil Jon & Ludacris,False,46,1,49,Yeah!,44
Brooks & Dunn,False,49,49,50,That's What It's All About,11
Gavin DeGraw,False,59,51,51,I Don't Want To Be,3
R. Kelly & Jay-Z,False,56,52,52,Big Chips,3
Lil Scrappy,False,37,29,53,No Problem,17
George Strait,False,36,35,54,I Hate Everything,13
Toby Keith,False,53,51,55,Stays In Mexico,11
Linkin Park,False,50,20,56,Breaking The Habit,16
Kenny Chesney,False,58,57,57,The Woman With You,4
Tim McGraw,False,62,58,58,Back When,3
Jadakiss Featuring Anthony Hamilton,False,45,11,59,Why?,17
Ashlee Simpson,False,57,57,60,Shadow,6
Keith Urban,False,54,31,61,Days Go By,16
Blake Shelton,False,65,62,62,Some Beach,2
Gwen Stefani,False,67,63,63,What You Waiting For?,4
Rupee,False,60,60,64,Tempted To Touch,5
Green Day,False,61,61,65,American Idiot,12
The Killers,False,66,66,66,Somebody Told Me,10
Dierks Bentley,False,68,67,67,How Am I Doin',3
John Mayer,True,0,68,68,Daughters,1
Velvet Revolver,False,70,67,69,Fall To Pieces,7
Terror Squad,False,78,70,70,Take Me Home,3
Papa Roach,False,72,71,71,Getting Away With Murder,3
Beyonce,False,63,57,72,Dangerously In Love,8
Shania Twain With Billy Currington Or Mark McGrath,True,0,73,73,Party For Two,1
Lil Jon & The East Side Boyz Featuring Lil Scrappy,True,0,74,74,What U Gon' Do,1
Trace Adkins,False,75,75,75,Rough & Ready,2
Three Days Grace,False,76,55,76,Just Like You,15
Breaking Benjamin,False,79,77,77,So Cold,9
John Legend,False,81,78,78,Used To Love U,6
Mannie Fresh,False,91,79,79,Real Big,4
Joe Nichols,False,69,68,80,If Nobody Believed In You,12
Crime Mob Featuring Lil Scrappy,False,83,81,81,Knuck If You Buck,12
Counting Crows,False,77,39,82,Accidentally In Love,20
Body Head Bangerz Featuring YoungBloodz,False,85,83,83,"I Smoke, I Drank",2
Rascal Flatts,False,64,56,84,Feels Like Today,12
Beenie Man,False,82,80,85,King Of The Dancehall,10
Dem Franchize Boyz,False,84,82,86,White Tee's,10
Nelly,False,73,52,87,Flap Your Wings,10
Gretchen Wilson,False,71,39,88,Here For The Party,14
Crossfade,False,93,89,89,Cold,14
New Edition,False,90,89,90,Hot 2Nite,10
Vanessa Carlton,False,97,91,91,White Houses,4
Prince,False,88,75,92,Call My Name,12
Nitty,False,92,87,93,Nasty Girl,8
Andy Griggs,False,95,43,94,She Thinks She Needs Me,15
Duran Duran,True,0,95,95,(Reach Up For The) Sunrise,1
Franz Ferdinand,False,86,66,96,Take Me Out,19
Anita Baker,False,87,74,97,You're My Everything,12
The Game Featuring 50 Cent,False,0,98,98,Westside Story,3
T.I.,False,99,35,99,Let's Get Away,18
R. Kelly,False,94,52,100,U Saved Me,14
