artist,isNew,last,peak,rank,title,week
Taylor Swift Featuring Kendrick Lamar,False,53,1,1,Bad Blood,4
Wiz Khalifa Featuring Charlie Puth,False,1,1,2,See You Again,11
Fetty Wap,False,2,2,3,Trap Queen,18
WALK THE MOON,False,4,4,4,Shut Up And Dance,28
The Weeknd,False,3,3,5,Earned It (Fifty Shades Of Grey),22
Mark Ronson Featuring Bruno Mars,False,5,1,6,Uptown Funk!,28
Jason Derulo,False,6,6,7,Want To Want Me,11
"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",False,11,8,8,Hey Mama,9
Maroon 5,False,7,2,9,Sugar,19
T-Wayne,False,9,9,10,Nasty Freestyle,6
Ellie Goulding,False,8,3,11,Love Me Like You Do,20
Andy Grammer,False,12,12,12,"Honey, I'm Good.",13
Tove Lo,False,13,13,13,Talking Body,17
Meghan Trainor,False,17,14,14,Dear Future Husband,19
Omarion Featuring Chris Brown & Jhene Aiko,False,15,13,15,Post To Be,20
Ed Sheeran,False,10,2,16,Thinking Out Loud,33
Fifth Harmony Featuring Kid Ink,False,19,17,17,Worth It,14
DJ Snake & AlunaGeorge,False,18,18,18,You Know You Like It,9
Natalie La Rose Featuring Jeremih,False,16,10,19,Somebody,18
Skrillex & Diplo With Justin Bieber,False,22,20,20,Where Are U Now,12
Flo Rida Featuring Sage The Gemini & Lookas,False,14,8,21,G.D.F.R.,28
Little Big Town,False,23,18,22,Girl Crush,14
Taylor Swift,False,20,6,23,Style,24
Rihanna,False,25,17,24,B**** Better Have My Money,9
Silento,False,27,25,25,Watch Me,13
Luke Bryan,True,0,26,26,Kick The Dust Up,1
OMI,False,31,27,27,Cheerleader,5
Nick Jonas,False,21,13,28,Chains,17
Trey Songz,False,26,26,29,Slow Motion,15
Rachel Platten,False,28,28,30,Fight Song,6
Maroon 5,False,67,31,31,This Summer's Gonna Hurt...,2
Taylor Swift,False,29,1,32,Blank Space,30
Major Lazer & DJ Snake Featuring MO,False,36,33,33,Lean On,7
Taylor Swift,False,34,1,34,Shake It Off,40
George Ezra,False,32,32,35,Budapest,17
Sia,False,42,17,36,Elastic Heart,20
Sawyer Fredericks,True,0,37,37,Please,1
Britney Spears & Iggy Azalea,False,30,29,38,Pretty Girls,3
Nicki Minaj Featuring Beyonce,False,0,39,39,Feeling Myself,20
Ariana Grande,False,24,13,40,One Last Time,15
Sam Hunt,False,33,20,41,Take Your Time,21
Bandit Gang Marco Featuring Dro,False,41,41,42,Nasty,5
Blake Shelton,False,43,43,43,Sangria,6
