artist,isNew,last,peak,rank,title,week
Beyonce Featuring Jay Z,False,1,1,1,Crazy In Love,11
Ashanti,False,3,2,2,Rock Wit U (Awww Baby),13
Chingy,False,4,3,3,Right Thurr,12
Lil' Kim Featuring 50 Cent,False,2,2,4,Magic Stick,15
Lumidee,False,5,5,5,"Never Leave You - Uh Ooh, Uh Oooh!",10
matchbox twenty,False,6,5,6,Unwell,20
50 Cent,False,13,7,7,P.I.M.P.,10
Ginuwine,False,10,8,8,In Those Jeans,8
Uncle Kracker Featuring Dobie Gray,False,12,9,9,Drift Away,19
Kelly Clarkson,False,9,9,10,Miss Independent,12
Evanescence Featuring Paul McCoy,False,7,5,11,Bring Me To Life,21
The Black Eyed Peas,False,14,12,12,Where Is The Love?,8
Monica,False,11,10,13,So Gone,15
Fabolous Featuring Tamia Or Ashanti,False,15,14,14,Into You,8
Sean Paul,False,8,1,15,Get Busy,24
Lil Jon & The East Side Boyz Featuring Ying Yang Twins,False,19,16,16,Get Low,14
Sean Paul,False,22,17,17,Like Glue,9
"Nelly, P. Diddy & Murphy Lee",False,25,18,18,Shake Ya Tailfeather,6
Michelle Branch,False,21,19,19,Are You Happy Now?,10
Pharrell Featuring Jay-Z,False,29,20,20,Frontin',8
Jewel,False,20,20,21,Intuition,13
50 Cent Featuring Nate Dogg,False,16,1,22,21 Questions,20
Clay Aiken,False,17,1,23,This Is The Night,6
Mary J. Blige Featuring Method Man,False,28,24,24,Love At 1st Sight,5
Alan Jackson & Jimmy Buffett,False,35,25,25,It's Five O'Clock Somewhere,6
Brooks & Dunn,False,31,26,26,Red Dirt Road,10
Thalia Featuring Fat Joe,False,27,27,27,I Want You,8
Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,False,18,3,28,I Know What You Want,22
3 Doors Down,False,26,4,29,When I'm Gone,37
Shania Twain,False,36,30,30,Forever And For Always,11
Lonestar,False,32,23,31,My Front Porch Looking In,16
Brad Paisley,False,40,32,32,Celebrity,8
Train,False,39,33,33,Calling All Angels,11
Toby Keith Duet With Willie Nelson,False,34,22,34,Beer For My Horses,14
Frankie J,False,23,19,35,Don't Wanna Try,17
Kenny Chesney,False,41,36,36,"No Shoes, No Shirt, No Problems",6
Wayne Wonder,False,30,11,37,No Letting Go,30
Jason Mraz,False,45,38,38,The Remedy (I Won't Worry),14
Justin Timberlake,False,37,5,39,Rock Your Body,20
R. Kelly,False,33,2,40,Ignition,39
Mya,False,49,41,41,My Love Is Like... Wo,6
R. Kelly,False,53,42,42,Thoia Thoing,3
Fabolous Featuring Mike Shorey & Lil' Mo,False,24,4,43,Can't Let You Go,22
Aaliyah,False,47,44,44,Come Over,8
