artist,isNew,last,peak,rank,title,week
Jay Sean Featuring Lil Wayne,False,2,1,1,Down,16
Jason Derulo,False,4,2,2,Whatcha Say,10
Miley Cyrus,False,3,2,3,Party In The U.S.A.,10
"Jay-Z, Rihanna & Kanye West",False,5,2,4,Run This Town,12
Britney Spears,False,1,1,5,3,2
Lady Gaga,False,7,6,6,Paparazzi,8
Owl City,False,9,7,7,Fireflies,9
The Black Eyed Peas,False,6,1,8,I Gotta Feeling,19
The Black Eyed Peas,False,17,9,9,Meet Me Halfway,5
Taylor Swift,False,8,2,10,You Belong With Me,26
Beyonce,False,12,11,11,Sweet Dreams,13
Jay-Z + Alicia Keys,False,13,5,12,Empire State Of Mind,6
Kings Of Leon,False,10,4,13,Use Somebody,38
Iyaz,False,14,14,14,Replay,9
"Drake Featuring Kanye West, Lil Wayne & Eminem",False,15,8,15,Forever,5
Mariah Carey,False,11,7,16,Obsessed,15
John Mayer,True,0,17,17,Who Says,1
Mario Featuring Gucci Mane & Sean Garrett,False,23,14,18,Break Up,18
Carrie Underwood,False,20,11,19,Cowboy Casanova,5
Kelly Clarkson,False,19,19,20,Already Gone,12
David Guetta Featuring Akon,False,25,21,21,Sexy Chick,11
Lady Antebellum,False,24,22,22,Need You Now,10
Justin Bieber,False,21,21,23,One Time,13
Michael Franti & Spearhead Featuring Cherine Anderson,False,18,18,24,Say Hey (I Love You),13
Colbie Caillat,False,28,12,25,Fallin' For You,16
Zac Brown Band,False,29,26,26,Toes,13
Chris Brown Featuring Lil Wayne & Swizz Beatz,False,52,27,27,I Can Transform Ya,2
Boys Like Girls,False,27,22,28,Love Drunk,16
Pitbull,False,22,8,29,Hotel Room Service,18
Fabolous Featuring The-Dream,False,26,14,30,Throw It In The Bag,20
Cascada,False,39,31,31,Evacuate The Dancefloor,10
Shakira,False,31,11,32,She Wolf,14
Chris Young,False,38,33,33,Gettin' You Home,10
Keith Urban,False,42,34,34,Only You Can Love Me This Way,14
Cobra Starship Featuring Leighton Meester,False,32,7,35,Good Girls Go Bad,21
Drake Featuring Trey Songz & Lil Wayne,False,34,17,36,Successful,14
Flo Rida Featuring Ne-Yo,False,33,19,37,Be On You,14
Ester Dean Featuring Chris Brown,False,49,38,38,Drop It Low,6
Keri Hilson Featuring Kanye West & Ne-Yo,False,36,3,39,Knock You Down,30
Chamillionaire,True,0,40,40,Good Morning,1
Drake,False,37,2,41,Best I Ever Had,24
Toby Keith,False,35,35,42,American Ride,12
Gucci Mane Featuring Plies Or OJ Da Juiceman,False,47,43,43,Wasted,7
Jason Aldean,False,43,18,44,Big Green Tractor,19
Pitbull,False,48,2,45,I Know You Want Me (Calle Ocho),34
The Black Eyed Peas,False,45,1,46,Boom Boom Pow,32
The Fray,False,41,32,47,Never Say Never,19
Green Day,False,51,22,48,21 Guns,17
Daughtry,False,46,15,49,No Surprise,24
Luke Bryan,False,53,50,50,Do I,7
Brad Paisley,False,56,51,51,Welcome To The Future,11
Justin Bieber,False,16,16,52,One Less Lonely Girl,2
Jeremih,False,55,51,53,Imma Star (Everywhere We Are),13
Kenny Chesney With Dave Matthews,False,57,54,54,I'm Alive,9
Ke$ha,False,79,55,55,TiK ToK,2
Glee Cast,True,0,56,56,Keep Holding On,1
Michael Buble,False,90,57,57,Haven't Met You Yet,3
Uncle Kracker,False,62,47,58,Smile,11
Train,False,80,59,59,"Hey, Soul Sister",3
P!nk,False,66,60,60,Funhouse,4
Alicia Keys,False,65,61,61,Doesn't Mean Anything,4
Jesse McCartney Featuring T-Pain,False,71,62,62,Body Language,3
Sean Kingston,False,61,61,63,Face Drop,6
Muse,False,70,37,64,Uprising,6
Glee Cast,True,0,65,65,No Air,1
3OH!3 Featuring Katy Perry,False,72,66,66,Starstrukk,9
Taylor Swift,False,77,65,67,Fifteen,7
Justin Moore,False,63,44,68,Small Town USA,20
Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em,False,59,51,69,LOL :-),7
"Mary Mary Featuring Kierra ""KiKi"" Sheard",False,69,68,70,God In Me,16
Glee Cast,False,30,30,71,It's My Life / Confessions Part II,2
LMFAO,False,64,55,72,La La La,5
Love And Theft,False,75,65,73,Runaway,8
Drake Featuring Lil Wayne & Young Jeezy,False,74,40,74,I'm Going In,5
R. Kelly Featuring Keri Hilson,False,68,68,75,Number One,8
Wonder Girls,True,0,76,76,Nobody,1
Carrie Underwood,True,0,77,77,Mama's Song,1
Breaking Benjamin,False,73,40,78,I Will Not Bow,7
David Nail,False,82,79,79,Red Light,4
