artist,isNew,last,peak,rank,title,week
Rihanna Featuring Drake,False,4,1,1,Work,4
Justin Bieber,False,1,1,2,Love Yourself,14
twenty one pilots,False,2,2,3,Stressed Out,22
Justin Bieber,False,3,1,4,Sorry,17
Flo Rida,False,5,5,5,My House,15
Zayn,False,7,1,6,Pillowtalk,3
Adele,False,6,1,7,Hello,17
G-Eazy x Bebe Rexha,False,8,8,8,"Me, Myself & I",16
The Chainsmokers Featuring Rozes,False,9,6,9,Roses,18
DNCE,False,11,10,10,Cake By The Ocean,18
Selena Gomez,False,12,7,11,Hands To Myself,11
Charlie Puth,False,15,12,12,One Call Away,12
Shawn Mendes,False,10,4,13,Stitches,39
Adele,False,20,14,14,When We Were Young,13
The Weeknd,False,14,12,15,In The Night,15
Bryson Tiller,False,17,13,16,Don't,21
Selena Gomez,False,18,5,17,Same Old Love,23
Yo Gotti Featuring Nicki Minaj,False,21,18,18,Down In The DM,12
Drake,False,16,2,19,Hotline Bling,29
Lukas Graham,False,35,20,20,7 Years,5
Alessia Cara,False,19,5,21,Here,29
Mark Ronson Featuring Bruno Mars,False,0,1,22,Uptown Funk!,56
Drake & Future,False,22,12,23,Jumpman,22
Mike Posner,False,33,24,24,I Took A Pill In Ibiza,5
Justin Bieber,False,23,1,25,What Do You Mean?,25
Daya,False,24,24,26,Hide Away,22
The Weeknd,False,25,1,27,The Hills,39
Coldplay,False,13,13,28,Adventure Of A Lifetime,15
Meghan Trainor Featuring John Legend,False,27,8,29,Like I'm Gonna Lose You,33
Tory Lanez,False,29,23,30,Say It,18
Drake,False,26,6,31,Summer Sixteen,3
The Weeknd,False,42,1,32,Can't Feel My Face,37
Elle King,False,36,10,33,Ex's & Oh's,33
Fetty Wap Featuring Remy Boyz,False,31,4,34,679,34
Thomas Rhett,False,30,21,35,Die A Happy Man,22
Travis Scott,False,32,16,36,Antidote,24
Shawn Mendes & Camila Cabello,False,28,20,37,I Know What You Did Last Summer,14
James Bay,False,75,38,38,Let It Go,9
Post Malone,False,34,14,39,White Iverson,24
Kevin Gates,False,44,40,40,2 Phones,7
Rachel Platten,False,37,37,41,Stand By You,14
Carrie Underwood,False,55,42,42,Heartbeat,7
Bryson Tiller,False,39,39,43,Exchange,17
Wiz Khalifa Featuring Charlie Puth,False,45,1,44,See You Again,50
Jeremih,False,48,45,45,Oui,7
Taylor Swift,False,38,5,46,Wildest Dreams,26
Sam Hunt,False,40,29,47,Break Up In A Small Town,20
Ellie Goulding,False,41,13,48,On My Mind,22
Major Lazer & DJ Snake Featuring MO,False,46,4,49,Lean On,46
Chris Brown,False,50,48,50,Back To Sleep,10
Young Thug,False,53,45,51,Best Friend,13
Luke Bryan Featuring Karen Fairchild,False,43,38,52,Home Alone Tonight,13
Taylor Swift,False,51,18,53,Out Of The Woods,9
Gwen Stefani,True,0,54,54,Make Me Like You,1
Cole Swindell,False,54,54,55,You Should Be Here,10
Robin Schulz Featuring Francesco Yates,False,57,54,56,Sugar,7
Granger Smith,False,49,49,57,Backroad Song,11
Jason Derulo,False,56,52,58,Get Ugly,9
Future Featuring The Weeknd,False,52,52,59,Low Life,2
Kelsea Ballerini,False,58,58,60,Dibs,16
Brett Eldredge,False,59,59,61,Drunk On Your Love,6
Ellie Goulding,False,66,62,62,Something In The Way You Move,4
Maren Morris,False,65,63,63,My Church,4
Zac Brown Band,False,60,60,64,Beautiful Drug,13
Fetty Wap,False,69,65,65,Jimmy Choo,2
Keith Urban,False,61,61,66,Break On Me.,8
Kevin Gates,False,62,59,67,Really Really,9
Tori Kelly,False,93,68,68,Hollow,10
Florida Georgia Line,False,68,68,69,Confession,8
DJ Snake Featuring Bipolar Sunshine,False,73,70,70,Middle,5
Randy Houser,False,72,71,71,We Went,9
One Direction,False,63,10,72,Perfect,18
Chris Stapleton,False,76,73,73,Nobody To Blame,7
Rihanna,False,84,74,74,Needed Me,3
Demi Lovato,False,70,21,75,Confident,20
Brothers Osborne,False,71,46,76,Stay A Little Longer,20
Adele,True,0,77,77,All I Ask,1
Rascal Flatts,False,79,78,78,I Like The Sound Of That,4
Old Dominion,False,82,79,79,Snapback,4
Troye Sivan,False,88,80,80,Youth,3
Sia Featuring Sean Paul,True,0,81,81,Cheap Thrills,1
The Weeknd,False,95,60,82,Acquainted,8
Zara Larsson & MNEK,True,0,83,83,Never Forget You,1
Bryson Tiller,False,80,67,84,Sorry Not Sorry,10
DJ Luke Nasty,True,0,85,85,Might Be,1
Chris Young Duet With Cassadee Pope,True,0,86,86,Think Of You,1
Dierks Bentley,False,100,87,87,Somewhere On A Beach,3
Tim McGraw,False,0,88,88,Humble And Kind,2
Chase Bryant,False,99,89,89,Little Bit Of You,2
Andy Grammer,False,87,62,90,Good To Be Alive (Hallelujah),10
2 Chainz,False,77,64,91,Watch Out,8
Kid Ink Featuring Fetty Wap,True,0,92,92,Promise,1
David Guetta Featuring Sia & Fetty Wap,False,81,76,93,Bang My Head,6
Fall Out Boy,False,86,48,94,Irresistible,14
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,False,89,71,95,$ave Dat Money,17
One Direction,False,96,65,96,History,4
DLOW,False,91,45,97,Do It Like Me,15
Lee Brice,True,0,98,98,That Don't Sound Like You,1
LOCASH,False,90,56,99,I Love This Life,17
Dawin,False,98,68,100,Dessert,11
