artist,isNew,last,peak,rank,title,week
Taylor Swift,False,1,1,1,Blank Space,4
Meghan Trainor,False,2,1,2,All About That Bass,20
Hozier,False,6,3,3,Take Me To Church,15
Maroon 5,False,4,3,4,Animals,14
Taylor Swift,False,3,1,5,Shake It Off,14
Tove Lo,False,5,3,6,Habits (Stay High),26
Sam Smith,False,9,7,7,I'm Not The Only One,12
Nick Jonas,False,10,8,8,Jealous,11
Ariana Grande & The Weeknd,False,13,7,9,Love Me Harder,7
Ed Sheeran,False,11,9,10,Don't,24
Big Sean Featuring E-40,False,14,11,11,I Don't F**k With You,9
"Jessie J, Ariana Grande & Nicki Minaj",False,8,3,12,Bang Bang,17
I LOVE MAKONNEN Featuring Drake,False,12,12,13,Tuesday,9
Mr. Probz,False,19,14,14,Waves,14
Bobby Shmurda,False,7,6,15,Hot Boy,17
Rae Sremmurd,False,17,16,16,No Type,9
Jason Derulo,False,18,14,17,Trumpets,26
Mark Ronson Featuring Bruno Mars,False,65,18,18,Uptown Funk!,2
Meghan Trainor,False,38,19,19,Lips Are Movin,5
Selena Gomez,False,26,20,20,The Heart Wants What It Wants,3
Calvin Harris Featuring John Newman,False,21,19,21,Blame,11
Jeremih Featuring YG,False,15,6,22,Don't Tell 'Em,22
Iggy Azalea Featuring Rita Ora,False,16,3,23,Black Widow,21
Sam Smith,False,20,2,24,Stay With Me,33
Fall Out Boy,False,29,22,25,Centuries,11
Pentatonix,True,0,26,26,"Mary, Did You Know?",1
Rich Gang Featuring Young Thug & Rich Homie Quan,False,22,16,27,Lifestyle,19
Clean Bandit Featuring Jess Glynne,False,23,10,28,Rather Be,24
One Direction,False,33,13,29,Steal My Girl,8
Echosmith,False,24,13,30,Cool Kids,20
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",False,27,27,31,Only,4
Sia,False,25,8,32,Chandelier,29
MAGIC!,False,28,1,33,Rude,31
Vance Joy,False,32,32,34,Riptide,22
Iggy Azalea Featuring M0,False,49,35,35,Beg For It,5
Fergie,False,41,36,36,L.A.LOVE (la la),7
Chris Brown Featuring Usher & Rick Ross,False,30,27,37,New Flame,19
Carrie Underwood,False,35,24,38,Something In The Water,8
"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",False,39,39,39,Hold You Down,12
Ed Sheeran,False,62,40,40,Thinking Out Loud,7
Milky Chance,False,50,41,41,Stolen Dance,18
Ariana Grande Featuring Zedd,False,31,4,42,Break Free,21
John Legend,False,36,1,43,All Of Me,59
Trey Songz Featuring Nicki Minaj,False,43,43,44,"Touchin, Lovin",12
Tim McGraw,False,54,45,45,Shotgun Rider,8
Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,False,44,12,46,Bailando,30
DeJ Loaf,False,46,46,47,Try Me,5
Iggy Azalea Featuring Charli XCX,False,45,1,48,Fancy,38
Charli XCX,False,47,8,49,Boom Clap,25
Pharrell Williams,False,37,1,50,Happy,47
Keith Urban,False,52,49,51,Somewhere In My Car,13
Ella Henderson,False,94,52,52,Ghost,4
Alesso Featuring Tove Lo,False,61,53,53,Heroes (We Could Be),8
Nicki Minaj,False,34,2,54,Anaconda,16
One Direction,True,0,55,55,Night Changes,1
Maddie & Tae,False,56,56,56,Girl In A Country Song,16
T.I. Featuring Young Thug,False,51,42,57,About The Money,16
Little Big Town,False,55,40,58,Day Drinking,18
Drake,False,53,35,59,0 To 100 / The Catch Up,18
Rae Sremmurd,False,58,36,60,No Flex Zone,17
Brad Paisley,False,68,61,61,Perfect Storm,7
Kendrick Lamar,False,59,39,62,i,9
Band Aid 30,True,0,63,63,Do They Know It's Christmas? (2014),1
Blake Shelton,False,57,43,64,Neon Light,14
Lorde,False,82,65,65,Yellow Flicker Beat,3
David Guetta Featuring Sam Martin,False,71,66,66,Dangerous,5
Frankie Ballard,False,60,57,67,Sunshine & Whiskey,20
Pitbull Featuring John Ryan,False,64,23,68,Fireball,16
Jason Aldean,False,63,12,69,Burnin' It Down,18
Nicki Minaj Featuring Skylar Grey,True,0,70,70,Bed Of Lies,1
Eric Church,False,70,69,71,Talladega,5
Imagine Dragons,False,0,53,72,I Bet My Life,3
Florida Georgia Line,False,75,73,73,Sun Daze,5
Colbie Caillat,False,66,55,74,Try,14
August Alsina,False,69,69,75,No Love,10
Big & Rich,False,73,73,76,Look At You,12
O.T. Genasis,True,0,77,77,CoCo,1
Idina Menzel Duet With Michael Buble,True,0,78,78,Baby It's Cold Outside,1
Florida Georgia Line,False,67,11,79,Dirt,20
Parmalee,False,77,77,80,Close Your Eyes,9
Nico & Vinz,False,74,72,81,In Your Arms,6
Lee Brice,False,80,80,82,Drinking Class,6
Gwen Stefani,False,76,46,83,Baby Don't Lie,5
The Weeknd,False,86,84,84,Often,6
5 Seconds Of Summer,False,0,34,85,Good Girls,2
Kenny Chesney,False,83,83,86,Til It's Gone,4
Scotty McCreery,False,84,84,87,Feelin' It,9
RaeLynn,False,85,85,88,God Made Girls,5
Kid Ink Featuring Usher & Tinashe,False,78,78,89,Body Language,7
Jessie J Featuring 2 Chainz,False,0,86,90,Burnin' Up,2
Katy Perry,False,79,24,91,This Is How We Do,17
Matt McAndrew,True,0,92,92,Take Me To Church,1
Luke Bryan,False,81,43,93,Roller Coaster,19
Jennifer Lopez Featuring Iggy Azalea Or Pitbull,False,0,18,94,Booty,8
Usher Featuring Juicy J,True,0,95,95,I Don't Mind,1
Thomas Rhett,False,99,96,96,Make Me Wanna,2
Brett Eldredge,False,95,95,97,Mean To Me,3
Flo Rida Featuring Sage The Gemini & Lookas,False,0,84,98,G.D.F.R.,3
One Direction,True,0,99,99,Stockholm Syndrome,1
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,False,91,82,100,You And Your Friends,10
