artist,isNew,last,peak,rank,title,week
Mark Ronson Featuring Bruno Mars,False,1,1,1,Uptown Funk!,19
Maroon 5,False,2,2,2,Sugar,10
Ed Sheeran,False,3,2,3,Thinking Out Loud,24
Ellie Goulding,False,4,3,4,Love Me Like You Do,11
Rihanna & Kanye West & Paul McCartney,False,5,4,5,FourFiveSeconds,9
The Weeknd,False,6,6,6,Earned It (Fifty Shades Of Grey),13
Taylor Swift,False,7,6,7,Style,15
Fetty Wap,False,10,8,8,Trap Queen,9
Pitbull & Ne-Yo,False,9,9,9,Time Of Our Lives,15
Flo Rida Featuring Sage The Gemini & Lookas,False,13,10,10,G.D.F.R.,19
Taylor Swift,False,12,1,11,Blank Space,21
Hozier,False,11,2,12,Take Me To Church,32
Natalie La Rose Featuring Jeremih,False,15,13,13,Somebody,9
Nicki Minaj Featuring Drake & Lil Wayne,False,14,14,14,Truffle Butter,9
WALK THE MOON,False,21,15,15,Shut Up And Dance,19
Ariana Grande,False,18,16,16,One Last Time,6
Meghan Trainor,False,17,4,17,Lips Are Movin,22
Sam Smith,False,8,8,18,Lay Me Down,7
Usher Featuring Juicy J,False,16,11,19,I Don't Mind,18
Nick Jonas,False,20,20,20,Chains,8
Sam Hunt,False,27,21,21,Take Your Time,12
Chris Brown & Tyga,False,23,22,22,Ayo,11
Sam Smith,False,19,5,23,I'm Not The Only One,29
Taylor Swift,False,22,1,24,Shake It Off,31
Meghan Trainor,False,28,1,25,All About That Bass,37
Zedd Featuring Selena Gomez,False,24,17,26,I Want You To Know,4
Jason Derulo,False,45,27,27,Want To Want Me,2
Kelly Clarkson,False,30,21,28,Heartbeat Song,10
Fall Out Boy,False,25,10,29,Centuries,28
Calvin Harris Featuring Ellie Goulding,False,37,30,30,Outside,15
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",False,29,12,31,Only,21
Omarion Featuring Chris Brown & Jhene Aiko,False,41,32,32,Post To Be,11
Big Sean Featuring Drake,False,35,30,33,Blessings,7
Big Sean Featuring E-40,False,33,11,34,I Don't F**k With You,26
Maroon 5,False,40,3,35,Animals,31
Ne-Yo Featuring Juicy J,False,26,19,36,She Knows,18
Sam Smith,False,34,2,37,Stay With Me,50
Nick Jonas,False,32,7,38,Jealous,28
Tove Lo,False,46,39,39,Talking Body,8
Vance Joy,False,38,30,40,Riptide,39
Zac Brown Band,False,42,41,41,Homegrown,10
Beyonce,False,36,13,42,7/11,17
