artist,isNew,last,peak,rank,title,week
Lonestar,False,3,1,1,Amazed,31
Savage Garden,False,1,1,2,I Knew I Loved You,20
Faith Hill,False,5,3,3,Breathe,18
Mariah Carey Featuring Joe & 98 Degrees,False,2,1,4,Thank God I Found You,13
Santana Featuring The Product G&B,False,6,5,5,Maria Maria,4
Celine Dion,False,11,6,6,That's The Way It Is,17
'N Sync,False,13,7,7,Bye Bye Bye,6
Blink-182,False,8,6,8,All The Small Things,14
Backstreet Boys,False,12,9,9,Show Me The Meaning Of Being Lonely,10
Montell Jordan,False,7,4,10,Get It On Tonite,20
"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",False,10,5,11,Hot Boyz,15
Christina Aguilera,False,4,1,12,What A Girl Wants,15
Santana Featuring Rob Thomas,False,9,1,13,Smooth,32
Britney Spears,False,14,14,14,From The Bottom Of My Broken Heart,6
Blaque,False,15,5,15,Bring It All To Me,20
Sonique,False,17,16,16,It Feels So Good,7
Destiny's Child,False,18,13,17,Say My Name,11
Brian McKnight,False,16,2,18,Back At One,28
Filter,False,20,12,19,Take A Picture,15
Marc Anthony,False,21,3,20,I Need To Know,26
Eiffel 65,False,19,6,21,Blue (Da Ba Dee),13
Third Eye Blind,False,22,22,22,Never Let You Go,7
Sisqo,False,26,23,23,Thong Song,6
Smash Mouth,False,23,11,24,Then The Morning Comes,19
P!nk,True,0,25,25,There You Go,1
Jagged Edge,False,24,15,26,He Can't Love U,13
Joe,False,28,27,27,I Wanna Know,10
D'Angelo,False,25,25,28,Untitled (How Does It Feel),7
Madonna,False,35,29,29,American Pie,3
Dr. Dre Featuring Eminem,False,30,30,30,Forgot About Dre,7
Vertical Horizon,False,33,31,31,Everything You Want,7
Sugar Ray,False,29,29,32,Falls Apart,8
Sammie,False,40,33,33,I Like It,6
Whitney Houston,False,27,4,34,My Love Is Your Love,27
Aaliyah,False,38,35,35,I Don't Wanna,6
Tim McGraw,False,31,29,36,My Best Friend,15
Train,False,32,20,37,Meet Virginia,22
J-Shin Featuring LaTocha Scott,False,34,34,38,One Night Stand,11
Mark Wills,False,36,36,39,Back At One,8
Dixie Chicks,False,37,27,40,Cowboy Take Me Away,15
Lonestar,False,43,39,41,Smile,12
Eve Featuring Faith Evans,False,39,34,42,Love Is Blind,9
Toby Keith,False,45,43,43,How Do You Like Me Now?!,6
George Strait,False,44,44,44,The Best Day,6
Donell Jones,False,41,7,45,U Know What's Up,24
Kid Rock,False,47,46,46,Only God Knows Why,3
Macy Gray,False,51,47,47,I Try,3
Tracy Lawrence,False,48,48,48,Lessons Learned,6
Hoku,False,49,49,49,Another Dumb Blonde,3
Foo Fighters,False,42,19,50,Learn To Fly,21
TLC,False,52,51,51,Dear Lie,4
Red Hot Chili Peppers,False,65,52,52,Otherside,4
Martina McBride,False,58,53,53,Love's The Only House,5
Marc Anthony,False,77,54,54,You Sang To Me,2
Jo Dee Messina,False,66,55,55,Because You Love Me,6
Ol' Dirty Bastard Featuring Kelis,False,57,33,56,Got Your Money,20
SHeDAISY,False,67,57,57,This Woman Needs,5
JAY-Z,False,72,58,58,Anything,2
Counting Crows,False,56,28,59,Hanginaround,18
R.E.M.,False,59,57,60,The Great Beyond,11
Enrique Iglesias,False,61,32,61,Rhythm Divine,14
Clint Black With Steve Wariner,False,73,62,62,Been There,3
Angie Stone,False,69,56,63,No More Rain (In This Cloud),11
Sisqo Featuring Make It Hot,False,63,40,64,Got To Get It,16
Snoop Dogg Presents Tha Eastsidaz,False,55,47,65,G'd Up,9
Jennifer Lopez Featuring Big Pun & Fat Joe,False,79,66,66,Feelin' So Good,3
Brad Paisley,False,68,30,67,He Didn't Have To Be,20
Reba,False,60,31,68,What Do You Say,19
Kevon Edmonds,False,64,10,69,24/7,18
Ricky Martin,False,46,22,70,Shake Your Bon-Bon,16
Hot Boys,False,75,71,71,I Need A Hot Girl,3
Garth Brooks,False,81,72,72,Do What You Gotta Do,3
Da Brat,False,93,73,73,That's What I'm Looking For,2
DMX,False,88,74,74,Party Up (Up In Here),2
Phil Vassar,True,0,75,75,Carlene,1
Metallica,False,78,76,76,No Leaf Clover,4
"Ginuwine, R.L., Tyrese, Case",False,82,77,77,The Best Man I Can Be,9
Black Rob,True,0,78,78,Whoa!,1
Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,False,62,59,79,Best Friend,4
Drama,False,89,80,80,"Left, Right, Left",4
Kumbia Kings Featuring A.B. Quintanilla,True,0,81,81,U Don't Love Me,1
2Pac + Outlawz,False,87,82,82,Baby Don't Cry (Keep Ya Head Up II),2
Whitney Houston,False,83,83,83,I Learned From The Best,3
Mint Condition,False,85,30,84,If You Love Me,18
Ginuwine,False,71,48,85,None Of Ur Friends Business,13
Chely Wright,True,0,86,86,It Was,1
Montgomery Gentry,True,0,87,87,Daddy Won't Sell The Farm,1
Tracy Byrd,False,86,76,88,Put Your Hand In Mine,6
Mandy Moore,False,90,41,89,Candy,19
DMX,False,76,67,90,What's My Name,8
Limp Bizkit,False,91,88,91,Re-arranged,14
Brian McKnight,False,95,92,92,Stay Or Let It Go,2
Robbie Williams,False,96,53,93,Angels,16
LFO,False,80,10,94,Girl On TV,16
Tracie Spencer,True,0,95,95,Still In My Heart,1
Jay-Z Featuring Beanie Sigel & Amil,False,92,65,96,Do It Again (Put Ya Hands Up),8
Juvenile,False,98,83,97,U Understand,5
Rage Against The Machine,False,97,69,98,Guerrilla Radio,19
Will Smith,False,99,99,99,Freakin' It,4
Amel Larrieux,True,0,100,100,Get Up,1
