artist,isNew,last,peak,rank,title,week
Santana Featuring The Product G&B,False,1,1,1,Maria Maria,13
Toni Braxton,False,3,2,2,He Wasn't Man Enough,8
Faith Hill,False,2,2,3,Breathe,27
Sisqo,False,4,4,4,Thong Song,15
Destiny's Child,False,5,1,5,Say My Name,20
'N Sync,False,6,4,6,Bye Bye Bye,15
Macy Gray,False,7,7,7,I Try,12
Vertical Horizon,False,9,8,8,Everything You Want,16
Lonestar,False,8,1,9,Amazed,40
Sonique,False,10,8,10,It Feels So Good,16
Joe,False,11,11,11,I Wanna Know,19
Enrique Iglesias,False,17,12,12,Be With You,6
Marc Anthony,False,13,13,13,You Sang To Me,11
Aaliyah,False,16,14,14,Try Again,8
P!nk,False,14,7,15,There You Go,10
Santana Featuring Rob Thomas,False,12,1,16,Smooth,41
504 Boyz,False,25,17,17,Wobble Wobble,4
Montell Jordan,False,15,4,18,Get It On Tonite,29
Dixie Chicks,False,20,19,19,Goodbye Earl,8
Hanson,False,22,20,20,This Time Around,3
Third Eye Blind,False,18,14,21,Never Let You Go,16
Creed,False,23,22,22,Higher,27
Backstreet Boys,False,19,6,23,Show Me The Meaning Of Being Lonely,19
Carl Thomas,False,28,24,24,I Wish,7
Kid Rock,False,21,19,25,Only God Knows Why,12
Britney Spears,False,38,26,26,Oops!...I Did It Again,3
DMX,False,27,27,27,Party Up (Up In Here),11
Christina Aguilera,False,30,28,28,I Turn To You,4
Red Hot Chili Peppers,False,29,29,29,Otherside,13
Savage Garden,False,24,1,30,I Knew I Loved You,29
Celine Dion,False,26,6,31,That's The Way It Is,26
Avant,False,62,32,32,Separated,2
Savage Garden,False,36,33,33,Crash And Burn,5
Mary Mary,False,37,34,34,Shackles (Praise You),7
Marc Anthony,False,31,3,35,I Need To Know,35
George Strait,False,33,31,36,The Best Day,15
matchbox twenty,False,60,37,37,Bent,2
Toby Keith,False,35,31,38,How Do You Like Me Now?!,15
Jay-Z Featuring UGK,False,52,39,39,Big Pimpin',3
Kenny Rogers With Alison Krauss & Billy Dean,False,43,40,40,Buy Me A Rose,9
Faith Hill,False,42,41,41,The Way You Love Me,9
Blaque,False,32,5,42,Bring It All To Me,29
Blink-182,False,41,6,43,All The Small Things,23
Christina Aguilera,False,39,1,44,What A Girl Wants,24
Alice Deejay,False,48,45,45,Better Off Alone,5
Westlife,False,55,46,46,Swear It Again,6
Dr. Dre Featuring Eminem,False,34,25,47,Forgot About Dre,16
Brian McKnight,False,40,2,48,Back At One,37
Elton John,False,56,49,49,Someday Out Of The Blue,3
Phil Vassar,False,45,45,50,Carlene,10
Andy Griggs,False,51,51,51,She's More,9
Sammie,False,46,24,52,I Like It,15
Goo Goo Dolls,False,58,53,53,Broadway,3
Vitamin C,False,54,54,54,Graduation (Friends Forever),4
Clint Black With Steve Wariner,False,44,44,55,Been There,12
Hoku,False,53,27,56,Another Dumb Blonde,12
Clay Walker,False,57,57,57,The Chain Of Love,4
Black Rob,False,47,43,58,Whoa!,10
Chad Brock,False,61,59,59,Yes!,5
Martina McBride,False,50,42,60,Love's The Only House,14
Aaliyah,False,49,35,61,I Don't Wanna,15
Mya Featuring Jadakiss,False,65,62,62,Best Of Me,4
Collin Raye,False,63,63,63,Couldn't Last A Moment,8
Britney Spears,False,64,14,64,From The Bottom Of My Broken Heart,15
Donell Jones,False,71,65,65,Where I Wanna Be,3
3 Doors Down,False,67,66,66,Kryptonite,5
NAS Featuring Ginuwine,False,59,59,67,You Owe Me,7
M2M,False,75,68,68,Mirror Mirror,6
Kenny Chesney,False,69,68,69,What I Need To Do,6
Eminem,True,0,70,70,The Real Slim Shady,1
Da Brat,False,70,56,71,That's What I'm Looking For,11
Son By Four,False,79,72,72,Purest Of Pain (A Puro Dolor),5
LFO,False,68,61,73,I Don't Wanna Kiss You Goodnight,4
Clay Davidson,False,78,74,74,Unconditional,7
Big Punisher Featuring Donell Jones,False,87,75,75,It's So Hard,3
Mary J. Blige,False,77,76,76,Give Me You,4
Jagged Edge,True,0,77,77,Let's Get Married,1
Ying Yang Twins,False,74,74,78,Whistle While You Twurk,8
D'Angelo,False,73,25,79,Untitled (How Does It Feel),16
Bloodhound Gang,False,72,52,80,The Bad Touch,8
Tracy Lawrence,False,66,40,81,Lessons Learned,15
'N Sync,True,0,82,82,It's Gonna Be Me,1
Yankee Grey,False,86,83,83,Another Nine Minutes,2
Trace Adkins,False,84,84,84,More,2
Nine Days,True,0,85,85,Absolutely (Story Of A Girl),1
BBMak,False,99,86,86,Back Here,2
Rascal Flatts,True,0,87,87,Prayin' For Daylight,1
Eric Heatherly,False,95,88,88,Flowers On The Wall,2
Sugar Ray,False,80,29,89,Falls Apart,17
Lenny Kravitz,False,83,71,90,I Belong To You,7
Trisha Yearwood,False,81,81,91,Real Live Woman,6
Ty Herndon,False,94,92,92,No Mercy,6
Jessica Simpson Featuring Nick Lachey,False,76,62,93,Where You Are,6
Mark Wills,False,90,36,94,Back At One,17
Hot Boys,False,92,65,95,I Need A Hot Girl,12
Drama,False,98,73,96,"Left, Right, Left",13
Gerald Levert,False,88,76,97,Mr. Too Damn Good,8
Chely Wright,False,85,64,98,It Was,10
Nelly,False,100,99,99,(Hot S**t) Country Grammar,2
Kumbia Kings Featuring A.B. Quintanilla,False,89,62,100,U Don't Love Me,10
