artist,isNew,last,peak,rank,title,week
Santana Featuring The Product G&B,False,1,1,1,Maria Maria,17
Marc Anthony,False,5,2,2,You Sang To Me,15
Faith Hill,False,2,2,3,Breathe,31
Sisqo,False,3,3,4,Thong Song,19
Toni Braxton,False,4,2,5,He Wasn't Man Enough,12
Enrique Iglesias,False,8,6,6,Be With You,10
Vertical Horizon,False,7,6,7,Everything You Want,20
Aaliyah,False,9,8,8,Try Again,12
Macy Gray,False,6,5,9,I Try,16
Joe,False,11,10,10,I Wanna Know,23
Eminem,False,16,11,11,The Real Slim Shady,5
Britney Spears,False,13,12,12,Oops!...I Did It Again,7
Destiny's Child,False,10,1,13,Say My Name,24
Creed,False,18,14,14,Higher,31
Red Hot Chili Peppers,False,14,14,15,Otherside,17
P!nk,False,19,7,16,There You Go,14
Christina Aguilera,False,20,17,17,I Turn To You,8
'N Sync,False,12,4,18,Bye Bye Bye,19
Sonique,False,17,8,19,It Feels So Good,20
Lonestar,False,15,1,20,Amazed,44
matchbox twenty,False,22,21,21,Bent,6
Carl Thomas,False,21,20,22,I Wish,11
Santana Featuring Rob Thomas,False,23,1,23,Smooth,45
Savage Garden,False,24,24,24,Crash And Burn,9
Jay-Z Featuring UGK,False,25,25,25,Big Pimpin',7
'N Sync,False,39,26,26,It's Gonna Be Me,5
Alice Deejay,False,29,27,27,Better Off Alone,9
DMX,False,28,27,28,Party Up (Up In Here),15
Goo Goo Dolls,False,31,29,29,Broadway,7
Avant,False,26,23,30,Separated,6
Mary Mary,False,30,28,31,Shackles (Praise You),11
Chad Brock,False,33,32,32,Yes!,9
Third Eye Blind,False,27,14,33,Never Let You Go,20
BBMak,False,38,34,34,Back Here,6
Westlife,False,37,35,35,Swear It Again,10
Donell Jones,False,41,36,36,Where I Wanna Be,7
Nelly,False,55,37,37,(Hot S**t) Country Grammar,6
Jagged Edge,False,45,38,38,Let's Get Married,5
Nine Days,False,52,39,39,Absolutely (Story Of A Girl),5
Vitamin C,False,40,40,40,Graduation (Friends Forever),8
Faith Hill,False,35,35,41,The Way You Love Me,13
Andy Griggs,False,43,42,42,She's More,13
Clay Walker,False,44,43,43,The Chain Of Love,8
Kid Rock,False,32,19,44,Only God Knows Why,16
Backstreet Boys,False,34,6,45,Show Me The Meaning Of Being Lonely,23
Collin Raye,False,48,46,46,Couldn't Last A Moment,12
Savage Garden,False,46,1,47,I Knew I Loved You,33
Marc Anthony,False,47,3,48,I Need To Know,39
504 Boyz,False,36,17,49,Wobble Wobble,8
Backstreet Boys,False,58,50,50,The One,2
3 Doors Down,False,53,51,51,Kryptonite,9
Toby Keith,False,51,31,52,How Do You Like Me Now?!,19
George Strait,False,49,31,53,The Best Day,19
Clay Davidson,False,56,54,54,Unconditional,11
Lee Ann Womack,False,61,55,55,I Hope You Dance,4
Mya Featuring Jadakiss,False,50,50,56,Best Of Me,8
Kenny Chesney,False,57,57,57,What I Need To Do,10
Kenny Rogers With Alison Krauss & Billy Dean,False,54,40,58,Buy Me A Rose,13
Sting Featuring Cheb Mami,False,72,59,59,Desert Rose,4
Son By Four,False,64,60,60,Purest Of Pain (A Puro Dolor),9
Next,False,85,61,61,Wifey,2
Destiny's Child,False,65,62,62,"Jumpin', Jumpin'",4
Lucy Pearl,False,75,63,63,Dance Tonight,3
Elton John,False,60,49,64,Someday Out Of The Blue,7
Tim McGraw,False,66,65,65,Some Things Never Change,4
Rascal Flatts,False,68,66,66,Prayin' For Daylight,5
Dr. Dre Featuring Snoop Dogg,False,78,67,67,The Next Episode,2
LeAnn Rimes,False,77,68,68,I Need You,2
Trace Adkins,False,73,69,69,More,6
M2M,False,62,62,70,Mirror Mirror,10
Da Brat Featuring Tyrese,True,0,71,71,What'Chu Like,1
Reba McEntire,False,79,72,72,I'll Be,4
Jennifer Lopez Featuring Big Pun & Fat Joe,False,74,51,73,Feelin' So Good,14
Creed,False,76,74,74,With Arms Wide Open,4
NAS Featuring Ginuwine,False,69,59,75,You Owe Me,11
Big Punisher Featuring Donell Jones,False,81,75,76,It's So Hard,7
Eric Heatherly,False,82,77,77,Flowers On The Wall,6
Phil Vassar,False,59,45,78,Carlene,14
Yankee Grey,False,83,74,79,Another Nine Minutes,6
Before Dark,False,87,80,80,Monica,3
Metallica,False,88,81,81,I Disappear,4
Dr. Dre Featuring Eminem,False,80,25,82,Forgot About Dre,20
Aaliyah,False,67,35,83,I Don't Wanna,19
Clint Black With Steve Wariner,False,63,44,84,Been There,16
Black Rob,False,70,43,85,Whoa!,14
Britney Spears,False,92,14,86,From The Bottom Of My Broken Heart,19
"Trick Daddy Featuring Duece Poppito, Trina, Co",False,95,87,87,Shut Up,3
Dixie Chicks,False,86,19,88,Goodbye Earl,12
Pearl Jam,False,84,49,89,Nothing As It Seems,4
Mary J. Blige,False,89,68,90,Give Me You,8
Sammie,False,93,24,91,I Like It,19
Brad Paisley,False,90,85,92,Me Neither,4
Martina McBride,False,91,42,93,Love's The Only House,18
Da Brat,False,94,56,94,That's What I'm Looking For,15
Hanson,False,71,20,95,This Time Around,7
Ying Yang Twins,False,97,74,96,Whistle While You Twurk,12
Nu Flavor,True,0,97,97,3 Little Words,1
Bloodhound Gang,False,96,52,98,The Bad Touch,12
Tracy Lawrence,False,99,40,99,Lessons Learned,19
Kelly Price & Friends,False,98,91,100,Love Sets You Free,4
