artist,isNew,last,peak,rank,title,week
Kendrick Lamar,False,3,1,1,Humble.,3
Ed Sheeran,False,1,1,2,Shape Of You,15
Bruno Mars,False,2,2,3,That's What I Like,14
Kendrick Lamar,True,0,4,4,DNA.,1
Future,False,7,5,5,Mask Off,9
KYLE Featuring Lil Yachty,False,6,4,6,iSpy,17
Zedd & Alessia Cara,False,14,7,7,Stay,8
The Chainsmokers & Coldplay,False,5,3,8,Something Just Like This,9
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,False,48,9,9,Despacito,14
Lil Uzi Vert,False,8,8,10,XO TOUR Llif3,4
Sam Hunt,False,9,6,11,Body Like A Back Road,12
Julia Michaels,False,12,12,12,Issues,13
Kygo x Selena Gomez,False,11,11,13,It Ain't Me,10
Kendrick Lamar Featuring Rihanna,True,0,14,14,Loyalty.,1
Post Malone Featuring Quavo,False,19,15,15,Congratulations,17
Kendrick Lamar,True,0,16,16,Element.,1
James Arthur,False,16,16,17,Say You Won't Let Go,26
Kendrick Lamar Featuring Zacari,True,0,18,18,Love.,1
The Chainsmokers,False,10,6,19,Paris,14
Clean Bandit Featuring Sean Paul & Anne-Marie,False,13,9,20,Rockabye,20
Kodak Black,False,15,6,21,Tunnel Vision,9
Harry Styles,False,4,4,22,Sign Of The Times,2
Maroon 5 Featuring Future,False,21,16,23,Cold,10
The Weeknd Featuring Daft Punk,False,17,4,24,I Feel It Coming,22
Khalid,False,20,20,25,Location,15
Migos Featuring Lil Uzi Vert,False,18,1,26,Bad And Boujee,23
Drake,False,22,8,27,Passionfruit,5
The Chainsmokers Featuring Halsey,False,23,1,28,Closer,38
Migos,False,28,19,29,T-Shirt,14
Big Sean,False,25,6,30,Bounce Back,24
Rihanna,False,24,5,31,Love On The Brain,27
Kendrick Lamar,True,0,32,32,Yah.,1
Kendrick Lamar Featuring U2,True,0,33,33,XXX.,1
Rae Sremmurd,False,29,29,34,Swang,18
Kendrick Lamar,True,0,35,35,Feel.,1
Zayn / Taylor Swift,False,26,2,36,I Don't Wanna Live Forever (Fifty Shades Darker),19
Kendrick Lamar,True,0,37,37,Pride.,1
Katy Perry Featuring Skip Marley,False,27,4,38,Chained To The Rhythm,10
Lady Gaga,True,0,39,39,The Cure,1
Ayo & Teo,False,32,32,40,Rolex,10
Bruno Mars,False,30,4,41,24K Magic,28
Kendrick Lamar,True,0,42,42,Lust.,1
Alessia Cara,False,31,8,43,Scars To Your Beautiful,34
Calvin Harris Featuring Frank Ocean & Migos,False,36,34,44,Slide,8
Brett Young,False,40,40,45,In Case You Didn't Know,11
Travis Scott,False,43,43,46,Goosebumps,23
Justin Timberlake,False,33,1,47,Can't Stop The Feeling!,50
