artist,isNew,last,peak,rank,title,week
Lorde,False,1,1,1,Royals,16
Katy Perry,False,3,1,2,Roar,11
Miley Cyrus,False,2,1,3,Wrecking Ball,9
Avicii,False,4,4,4,Wake Me Up!,17
Drake Featuring Majid Jordan,False,5,4,5,"Hold On, We're Going Home",11
Ylvis,False,6,6,6,The Fox,7
Eminem,True,0,7,7,Rap God,1
Jay Z Featuring Justin Timberlake,False,7,4,8,Holy Grail,15
Lady Gaga,False,8,4,9,Applause,10
Robin Thicke Featuring T.I. + Pharrell,False,9,1,10,Blurred Lines,27
Lana Del Rey & Cedric Gervais,False,10,6,11,Summertime Sadness,15
Imagine Dragons,False,20,12,12,Demons,26
Capital Cities,False,12,8,13,Safe And Sound,25
"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",False,14,11,14,23,5
OneRepublic,False,19,15,15,Counting Stars,18
Imagine Dragons,False,15,3,16,Radioactive,60
Luke Bryan,False,18,15,17,That's My Kind Of Night,10
Eminem,False,16,3,18,Berzerk,8
Passenger,False,25,19,19,Let Her Go,12
YG Featuring Jeezy & Rich Homie Quan,False,22,20,20,My Hitta,3
Miley Cyrus,False,11,2,21,We Can't Stop,20
Bruno Mars,False,24,22,22,Gorilla,8
AWOLNATION,False,23,17,23,Sail,59
Justin Bieber,True,0,24,24,All That Matters,1
Chris Brown Featuring Nicki Minaj,False,27,25,25,Love More,13
Paramore,False,26,25,26,Still Into You,15
Thomas Rhett,False,30,25,27,It Goes Like This,19
Britney Spears,False,21,12,28,Work B**ch!,5
Alison Gold,True,0,29,29,Chinese Food,1
Justin Timberlake,False,28,2,30,Mirrors,36
Eminem,False,17,17,31,Survival,2
Daft Punk Featuring Pharrell Williams,False,31,2,32,Get Lucky,27
Zedd Featuring Foxes,False,29,8,33,Clarity,31
Anna Kendrick,False,38,6,34,Cups (Pitch Perfect's When I'm Gone),43
J. Cole Featuring TLC,False,34,27,35,Crooked Smile,18
Selena Gomez,False,36,36,36,Slow Down,11
Taylor Swift Featuring Ed Sheeran,False,32,32,37,Everything Has Changed,16
Sara Bareilles,False,39,31,38,Brave,19
Sage The Gemini Featuring IamSu!,False,48,29,39,Gas Pedal,13
