artist,isNew,last,peak,rank,title,week
Fergie,False,1,1,1,London Bridge,5
Gnarls Barkley,False,2,2,2,Crazy,16
Nelly Furtado Featuring Timbaland,False,3,1,3,Promiscuous,16
Sean Paul Feat. Keyshia Cole,False,6,4,4,(When You Gonna) Give It Up To Me,13
The Pussycat Dolls Featuring Snoop Dogg,False,5,4,5,Buttons,15
Cassie,False,4,3,6,Me & U,19
Ciara Featuring Chamillionaire,False,21,7,7,Get Up,4
Christina Aguilera,False,8,6,8,Ain't No Other Man,11
Ne-Yo,False,9,9,9,Sexy Love,11
Panic! At The Disco,False,7,7,10,I Write Sins Not Tragedies,25
Nickelback,False,23,11,11,Far Away,5
Cherish Featuring Sean Paul Of The YoungBloodZ,False,14,12,12,Do It To It,16
Young Dro Featuring T.I.,False,10,10,13,Shoulder Lean,12
E-40 Featuring T-Pain & Kandi Girl,False,13,13,14,U And Dat,15
Beyonce Featuring Jay Z,False,12,4,15,Deja Vu,10
Chingy Featuring Tyrese,False,20,16,16,Pullin' Me Back,10
Danity Kane,True,0,17,17,Show Stopper,1
The Fray,False,11,8,18,Over My Head (Cable Car),28
Yung Joc Featuring Brandy 'Ms. B.' Hambrick,False,22,19,19,I Know You See It,8
Yung Joc,False,15,3,20,It's Goin' Down,21
Kelis Featuring Too $hort,False,18,16,21,Bossy,16
Shakira Featuring Wyclef Jean,False,17,1,22,Hips Don't Lie,23
Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,False,19,7,23,Snap Yo Fingers,22
Rihanna,False,16,6,24,Unfaithful,17
Evanescence,True,0,25,25,Call Me When You're Sober,1
Snow Patrol,False,31,26,26,Chasing Cars,14
The All-American Rejects,False,25,15,27,Move Along,30
Red Hot Chili Peppers,False,26,6,28,Dani California,20
The Killers,False,29,29,29,When You Were Young,2
KT Tunstall,False,30,20,30,Black Horse & The Cherry Tree,24
Justin Timberlake,False,35,31,31,SexyBack,7
Jibbs,False,39,32,32,Chain Hang Low,3
Chamillionaire Featuring Krayzie Bone,False,28,1,33,Ridin',27
Hinder,False,49,34,34,Lips Of An Angel,6
Jessica Simpson,False,24,14,35,A Public Affair,8
Field Mob Featuring Ciara,False,27,10,36,So What,20
Daniel Powter,False,32,1,37,Bad Day,28
Nickelback,False,34,19,38,Savin' Me,25
The Wreckers,False,38,34,39,Leave The Pieces,13
Blue October,False,47,40,40,Hate Me,19
Natasha Bedingfield,False,37,5,41,Unwritten,39
Janet & Nelly,False,44,25,42,Call On Me,9
Steve Holy,False,41,41,43,Brand New Girlfriend,10
Brooke Hogan Featuring Paul Wall,False,33,33,44,About Us,3
Rascal Flatts,False,43,6,45,What Hurts The Most,29
Rodney Atkins,False,36,33,46,If You're Going Through Hell (Before The Devil Even Knows),14
Rihanna,False,40,1,47,SOS,28
Chris Brown,False,79,48,48,Say Goodbye,2
Paris Hilton,False,42,18,49,Stars Are Blind,9
Rascal Flatts,False,50,7,50,Life Is A Highway,12
The Fray,False,61,51,51,How To Save A Life,19
Josh Turner,False,57,52,52,Would You Go With Me,8
Lyfe Jennings,False,52,52,53,S.E.X.,5
Five For Fighting,False,46,40,54,The Riddle,5
John Mayer,False,58,21,55,Waiting On The World To Change,6
T.I.,False,48,29,56,Why You Wanna,19
Mario Vazquez,False,70,57,57,Gallery,5
Petey Pablo,True,0,58,58,Show Me The Money,1
AFI,False,53,24,59,Miss Murder,16
Little Big Town,False,63,60,60,Bring It On Home,13
Chris Brown Featuring Lil Wayne,False,56,15,61,Gimme That,20
Heartland,False,75,62,62,I Loved Her First,2
Kenny Chesney,False,59,34,63,Summertime,19
The Raconteurs,False,65,64,64,"Steady, As She Goes",15
Buckcherry,False,69,59,65,Crazy Bitch,16
Breaking Benjamin,False,55,50,66,The Diary Of Jane,4
Three Days Grace,False,68,60,67,Animal I Have Become,14
LeToya,False,60,31,68,Torn,18
Red Hot Chili Peppers,True,0,69,69,Tell Me Baby,1
Brooks & Dunn With Sheryl Crow & Vince Gill,False,77,70,70,Building Bridges,5
Brad Paisley,False,64,45,71,The World,18
Lionel Richie,False,88,72,72,I Call It Love,5
Faith Hill,False,73,73,73,Sunshine And Summertime,6
Fort Minor Featuring Holly Brook,False,51,4,74,Where'd You Go,20
Toby Keith,False,67,53,75,A Little Too Late,14
Rick Ross,False,54,54,76,Hustlin',16
Stone Sour,False,71,71,77,Through Glass,3
Omarion,False,85,78,78,Entourage,2
Ludacris Featuring Pharrell,False,96,79,79,Money Maker,2
Corinne Bailey Rae,False,84,74,80,Put Your Records On,8
Trace Adkins,False,82,76,81,Swing,9
Rascal Flatts,False,62,50,82,Me And My Gang,15
Frankie J Featuring Mannie Fresh & Chamillionaire,False,100,83,83,That Girl,2
Monica Featuring Dem Franchize Boyz,False,92,84,84,Everytime Tha Beat Drop,3
Gary Allan,False,66,61,85,Life Ain't Always Beautiful,16
Goo Goo Dolls,False,81,51,86,Stay With You,19
George Strait,False,90,87,87,Give It Away,3
The Game Featuring Junior Reid,True,0,88,88,It's Okay (One Blood),1
Dierks Bentley,False,95,89,89,Every Mile A Memory,2
JoJo,True,0,90,90,Too Little Too Late,1
30 Seconds To Mars,False,86,81,91,The Kill (Bury Me),5
Anna Nalick,False,78,45,92,Breathe (2 AM),34
KT Tunstall,False,89,71,93,Suddenly I See,6
