artist,isNew,last,peak,rank,title,week
Robin Thicke Featuring T.I. + Pharrell,False,1,1,1,Blurred Lines,18
Katy Perry,False,85,2,2,Roar,2
Miley Cyrus,False,2,2,3,We Can't Stop,11
Imagine Dragons,False,3,3,4,Radioactive,51
Jay Z Featuring Justin Timberlake,False,5,5,5,Holy Grail,6
Lady Gaga,True,0,6,6,Applause,1
Daft Punk Featuring Pharrell Williams,False,4,2,7,Get Lucky,18
Bruno Mars,False,7,5,8,Treasure,14
Anna Kendrick,False,6,6,9,Cups (Pitch Perfect's When I'm Gone),34
Capital Cities,False,9,9,10,Safe And Sound,16
Avicii,False,15,11,11,Wake Me Up!,8
Zedd Featuring Foxes,False,8,8,12,Clarity,22
Maroon 5,False,10,10,13,Love Somebody,13
Macklemore & Ryan Lewis Featuring Mary Lambert,False,11,11,14,Same Love,23
Lana Del Rey & Cedric Gervais,False,16,15,15,Summertime Sadness,6
Luke Bryan,True,0,16,16,That's My Kind Of Night,1
Lorde,False,24,17,17,Royals,7
Macklemore & Ryan Lewis Featuring Ray Dalton,False,12,1,18,Can't Hold Us,28
Florida Georgia Line Featuring Nelly,False,14,4,19,Cruise,46
Justin Timberlake,False,13,2,20,Mirrors,27
One Direction,False,18,2,21,Best Song Ever,4
Luke Bryan,False,27,18,22,Crash My Party,19
Calvin Harris Featuring Ellie Goulding,False,17,16,23,I Need Your Love,18
Drake Featuring Majid Jordan,False,21,21,24,"Hold On, We're Going Home",2
Jason Derulo,False,19,18,25,The Other Side,18
Phillip Phillips,False,25,25,26,"Gone, Gone, Gone",24
Ariana Grande Featuring Mac Miller,False,20,9,27,The Way,21
P!nk Featuring Nate Ruess,False,22,1,28,Just Give Me A Reason,27
AWOLNATION,False,28,27,29,Sail,50
Hunter Hayes,False,26,19,30,I Want Crazy,19
Selena Gomez,False,23,6,31,Come & Get It,19
Brett Eldredge,False,30,30,32,Don't Ya,13
Keith Urban,False,43,33,33,Little Bit Of Everything,13
Carrie Underwood,False,41,34,34,See You Again,16
Sage The Gemini Featuring IamSu!,False,32,32,35,Gas Pedal,4
Florida Georgia Line,False,36,36,36,Round Here,10
Randy Houser,False,29,24,37,Runnin' Outta Moonlight,15
J. Cole Featuring Miguel,False,33,19,38,Power Trip,27
Macklemore & Ryan Lewis Featuring Wanz,False,31,1,39,Thrift Shop,46
Thomas Rhett,False,49,40,40,It Goes Like This,10
Ciara,False,35,22,41,Body Party,17
Jason Aldean,False,47,42,42,Night Train,7
Justin Timberlake,False,38,33,43,Take Back The Night,6
Rihanna Featuring Mikky Ekko,False,37,3,44,Stay,28
Paramore,False,57,45,45,Still Into You,6
Sara Bareilles,False,66,46,46,Brave,10
Tyler Farr,False,42,42,47,Redneck Crazy,12
Blake Shelton Featuring Pistol Annies & Friends,False,46,12,48,Boys 'round Here,21
Bruno Mars,False,39,1,49,When I Was Your Man,35
J. Cole Featuring TLC,False,48,47,50,Crooked Smile,9
Icona Pop Featuring Charli XCX,False,34,7,51,I Love It,29
The FiNATTiCZ,False,40,35,52,Don't Drop That Thun Thun!,6
Rocko Featuring Future & Rick Ross,False,44,20,53,U.O.E.N.O.,19
Easton Corbin,False,52,52,54,All Over The Road,15
Billy Currington,False,53,53,55,Hey Girl,13
Taylor Swift Featuring Ed Sheeran,False,61,41,56,Everything Has Changed,7
OneRepublic,False,60,32,57,Counting Stars,9
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",False,51,44,58,Tapout,15
Big Sean Featuring Lil Wayne & Jhene Aiko,False,79,59,59,Beware,4
P!nk Featuring Lily Allen,False,69,60,60,True Love,3
Sage The Gemini,False,54,54,61,Red Nose,5
Justin Moore,False,65,62,62,Point At You,12
Rich Homie Quan,False,70,63,63,Type Of Way,5
Tim McGraw,False,72,64,64,Southern Girl,4
Blake Shelton,False,75,65,65,Mine Would Be You,3
Labrinth Featuring Emeli Sande,False,55,34,66,Beneath Your Beautiful,10
Lee Brice,False,68,67,67,Parking Lot Party,8
B.o.B Featuring 2 Chainz,False,64,64,68,HeadBand,10
French Montana,False,63,63,69,Ain't Worried About Nothin,9
2 Chainz Featuring Pharrell,False,67,67,70,Feds Watching,7
Chris Young,False,74,71,71,Aw Naw,5
Enrique Iglesias,False,78,62,72,Turn The Night Up,3
Chris Brown Featuring Nicki Minaj,False,90,56,73,Love More,4
Passenger,False,86,74,74,Let Her Go,3
The Neighbourhood,False,82,75,75,Sweater Weather,10
Miguel,False,81,69,76,How Many Drinks?,18
JAY-Z,False,76,39,77,Tom Ford,6
Fifth Harmony,False,83,78,78,Miss Movin' On,3
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",False,71,37,79,No New Friends (SFTB Remix),17
Karmin,False,77,72,80,Acapella,6
Ke$ha Featuring will.i.am Or Juicy J,False,58,40,81,Crazy Kids,12
Lady Antebellum,False,87,82,82,Goodbye Town,8
J. Dash,False,80,51,83,Wop,11
Sheryl Crow,False,97,84,84,Easy,4
Taylor Swift,False,100,6,85,Red,7
Mariah Carey Featuring Miguel,False,73,15,86,#Beautiful,15
Panic! At The Disco,True,0,87,87,This Is Gospel,1
Lana Del Rey,False,95,22,88,Young And Beautiful,15
Kenny Chesney,False,93,89,89,When I See This Bar,4
Rihanna Featuring David Guetta,False,62,50,90,Right Now,9
Jay Z Featuring Rick Ross,False,96,64,91,F*ckwithmeyouknowigotit,6
Sean Kingston Featuring Chris Brown & Wiz Khalifa,False,88,52,92,Beat It,17
Wale Featuring Sam Dew,False,91,89,93,LoveHate Thing,7
The Wanted,True,0,94,94,We Own The Night,1
Bastille,True,0,95,95,Pompeii,1
