artist,isNew,last,peak,rank,title,week
DaBaby Featuring Roddy Ricch,False,2,1,1,Rockstar,10
Megan Thee Stallion,False,4,1,2,Savage,15
The Weeknd,False,5,1,3,Blinding Lights,30
SAINt JHN,False,8,4,4,Roses,14
Justin Bieber Featuring Quavo,False,7,5,5,Intentions,20
Doja Cat Featuring Nicki Minaj,False,6,1,6,Say So,25
Lil Baby,False,3,3,7,The Bigger Picture,2
"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",False,18,8,8,Whats Poppin,20
Lil Mosey,False,11,9,9,Blueberry Faygo,20
Post Malone,False,13,1,10,Circles,43
Lady Gaga & Ariana Grande,False,9,1,11,Rain On Me,5
Harry Styles,False,16,6,12,Adore You,29
Maren Morris,False,15,12,13,The Bones,40
Dua Lipa,False,14,2,14,Don't Start Now,34
Roddy Ricch,False,10,1,15,The Box,29
Harry Styles,False,19,16,16,Watermelon Sugar,14
Gabby Barrett Featuring Charlie Puth,False,23,16,17,I Hope,26
Lil Baby & 42 Dugg,False,27,18,18,We Paid,8
Trevor Daniel,False,20,17,19,Falling,32
Drake,False,12,1,20,Toosie Slide,12
Future Featuring Drake,False,17,2,21,Life Is Good,24
Surfaces,False,21,19,22,Sunday Best,17
Dua Lipa,False,25,21,23,Break My Heart,13
Powfu Featuring beabadoobee,False,24,23,24,Death Bed,15
StaySolidRocky,False,22,21,25,Party Girl,9
Sam Hunt,False,28,26,26,Hard To Forget,13
Lewis Capaldi,False,29,27,27,Before You Go,21
Ariana Grande & Justin Bieber,False,26,1,28,Stuck With U,7
Luke Bryan,False,35,29,29,One Margarita,8
Morgan Wallen,False,31,16,30,Chasin' You,22
Roddy Ricch Featuring Mustard,False,30,20,31,High Fashion,26
Chris Brown & Young Thug,False,34,32,32,Go Crazy,7
Miranda Lambert,False,33,33,33,Bluebird,12
6ix9ine & Nicki Minaj,False,1,1,34,Trollz,2
"THE SCOTTS, Travis Scott & Kid Cudi",False,32,1,35,The Scotts,9
Lil Baby,False,37,31,36,Emotionally Scarred,17
Beyonce,True,0,37,37,Black Parade,1
Kenny Chesney,False,46,38,38,Here And Now,12
NLE Choppa Featuring Roddy Ricch,False,38,38,39,Walk Em Down,14
Maroon 5,False,39,2,40,Memories,40
Marshmello & Halsey,False,40,29,41,Be Kind,8
BENEE Featuring Gus Dapperton,False,45,39,42,Supalonely,15
Jawsh 685 x Jason Derulo,False,81,43,43,Savage Love (Laxed - Siren Beat),2
Blake Shelton Duet With Gwen Stefani,False,44,18,44,Nobody But You,24
Carly Pearce & Lee Brice,False,41,27,45,I Hope You're Happy Now,25
Pop Smoke,False,49,30,46,Dior,19
blackbear,False,50,11,47,Hot Girl Bummer,41
Luke Combs Featuring Eric Church,False,42,20,48,Does To Me,15
Billie Eilish,False,43,8,49,Everything I Wanted,33
6ix9ine,False,36,3,50,Gooba,7
Maddie & Tae,False,57,51,51,Die From A Broken Heart,11
JP Saxe Featuring Julia Michaels,False,55,52,52,If The World Was Ending,13
Florida Georgia Line,False,60,53,53,I Love My Country,10
J. Cole,False,59,54,54,Snow On Tha Bluff,2
Travis Denning,False,48,31,55,After A Few,13
Jhene Aiko,False,61,40,56,P*$$y Fairy (OTW),23
A Boogie Wit da Hoodie,True,0,57,57,Bleed,1
Young T & Bugsey Featuring Headie One,False,56,56,58,Don't Rush,7
