artist,isNew,last,peak,rank,title,week
Roddy Ricch,False,1,1,1,The Box,11
Future Featuring Drake,False,2,2,2,Life Is Good,6
Post Malone,False,3,1,3,Circles,25
Tones And I,False,5,4,4,Dance Monkey,20
Dua Lipa,False,6,5,5,Don't Start Now,16
Arizona Zervas,False,7,4,6,Roxanne,16
Maroon 5,False,4,2,7,Memories,22
Lewis Capaldi,False,8,1,8,Someone You Loved,41
Justin Bieber Featuring Quavo,False,11,9,9,Intentions,2
The Weeknd,False,12,10,10,Blinding Lights,12
Justin Bieber,False,19,2,11,Yummy,7
Billie Eilish,False,10,8,12,Everything I Wanted,15
Dan + Shay & Justin Bieber,False,9,4,13,"10,000 Hours",20
The Weeknd,False,17,1,14,Heartless,13
blackbear,False,16,15,15,Hot Girl Bummer,23
Billie Eilish,True,0,16,16,No Time To Die,1
Mustard & Roddy Ricch,False,14,11,17,Ballin',31
DaBaby,False,15,11,18,BOP,21
Maren Morris,False,18,18,19,The Bones,22
Harry Styles,False,22,20,20,Adore You,11
Selena Gomez,False,13,1,21,Lose You To Love Me,18
Lizzo,False,20,3,22,Good As Hell,26
"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",True,0,23,23,Numbers,1
Justin Bieber Featuring Post Malone & Clever,True,0,24,24,Forever,1
Camila Cabello Featuring DaBaby,False,26,25,25,My Oh My,11
Roddy Ricch Featuring Mustard,False,21,20,26,High Fashion,8
Trevor Daniel,False,25,25,27,Falling,14
Lil Baby,False,24,16,28,Woah,15
Halsey,False,31,26,29,You Should Be Sad,6
Billie Eilish,False,29,1,30,Bad Guy,47
Chris Brown Featuring Drake,False,27,5,31,No Guidance,37
Shawn Mendes & Camila Cabello,False,33,1,32,Senorita,35
Jonas Brothers,False,32,16,33,What A Man Gotta Do,5
Sam Hunt,False,34,34,34,Kinfolks,19
Travis Scott,False,30,1,35,HIGHEST IN THE ROOM,20
Eminem Featuring Juice WRLD,False,28,3,36,Godzilla,5
SHAED,False,35,13,37,Trampoline,38
Old Dominion,False,38,20,38,One Man Band,26
Ed Sheeran & Justin Bieber,False,40,2,39,I Don't Care,38
Black Eyed Peas X J Balvin,False,36,36,40,RITMO (Bad Boys For Life),13
Jonas Brothers,False,37,1,41,Sucker,46
Jonas Brothers,False,39,18,42,Only Human,35
Kane Brown,False,45,43,43,Homesick,14
Gabby Barrett Featuring Charlie Puth,False,48,44,44,I Hope,8
Lizzo,False,41,1,45,Truth Hurts,42
Sam Smith,True,0,46,46,To Die For,1
Karol G & Nicki Minaj,False,42,42,47,Tusa,12
"Migos, Young Thug & Travis Scott",True,0,48,48,g n f (Give No Fxk),1
Pop Smoke,True,0,49,49,Dior,1
Lil Baby,False,49,16,50,Sum 2 Prove,6
Doja Cat Featuring Nicki Minaj,False,58,51,51,Say So,7
Doja Cat & Tyga,False,43,41,52,Juicy,17
Jimmie Allen,False,53,53,53,Make Me Want To,8
Lil Mosey,False,62,54,54,Blueberry Faygo,2
H.E.R. Featuring YG,False,56,54,55,Slide,9
YNW Melly & Juice WRLD,False,44,34,56,Suicidal,13
Russ & BIA,False,54,52,57,BEST ON EARTH,11
A Boogie Wit da Hoodie,True,0,58,58,Me And My Guitar,1
Ed Sheeran Featuring Camila Cabello & Cardi B,False,50,49,59,South Of The Border,11
Polo G Featuring NLE Choppa & Stunna 4 Vegas,True,0,60,60,Go Stupid,1
Rod Wave,False,55,54,61,Heart On Ice,15
Juice WRLD & YoungBoy Never Broke Again,False,51,10,62,Bandit,20
Blake Shelton Duet With Gwen Stefani,False,60,43,63,Nobody But You,6
Luke Bryan,False,64,64,64,What She Wants Tonight,9
Carly Pearce & Lee Brice,False,77,65,65,I Hope You're Happy Now,7
A Boogie Wit da Hoodie Featuring Young Thug,True,0,66,66,Might Not Give Up,1
Riley Green,False,66,66,67,I Wish Grandpas Never Died,8
JACKBOYS Featuring Young Thug,False,59,38,68,Out West,8
Jason Aldean,False,69,69,69,We Back,12
Ingrid Andress,False,67,67,70,More Hearts Than Mine,8
Morgan Wallen,False,81,71,71,Chasin' You,4
Jordan Davis,False,76,72,72,Slow Dance In A Parking Lot,7
A Boogie Wit da Hoodie,True,0,73,73,Thug Love,1
Jake Owen,False,75,74,74,Homemade,4
DaBaby Featuring Lil Baby & Moneybagg Yo,False,63,28,75,TOES,12
Lewis Capaldi,False,71,71,76,Before You Go,4
The Weeknd,True,0,77,77,After Hours,1
Khalid x Disclosure,False,57,57,78,Know Your Worth,2
Bad Bunny & Sech,True,0,79,79,Ignorantes,1
A Boogie Wit da Hoodie Featuring DaBaby,True,0,80,80,Stain,1
Nicki Minaj,False,23,23,81,Yikes,2
YoungBoy Never Broke Again,False,79,57,82,Make No Sense,15
Diplo Presents Thomas Wesley Featuring Morgan Wallen,False,73,73,83,Heartless,7
"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",False,96,84,84,Whats Poppin,2
Dustin Lynch,False,78,47,85,Ridin' Roads,16
Justin Bieber,True,0,86,86,Come Around Me,1
Brett Young,False,92,87,87,Catch,4
Megan Thee Stallion,False,72,31,88,B.I.T.C.H.,4
Kelsea Ballerini,False,86,76,89,homecoming queen?,11
Selena Gomez,False,87,30,90,Rare,6
A Boogie Wit da Hoodie,False,99,69,91,King Of My City,3
Garth Brooks & Blake Shelton,False,85,85,92,Dive Bar,4
BrockHampton,False,82,66,93,SUGAR,7
Summer Walker & Usher,False,89,42,94,Come Thru,10
A Boogie Wit da Hoodie,True,0,95,95,Cinderella Story,1
Bad Bunny,False,91,33,96,Vete,12
Idina Menzel & AURORA,False,93,46,97,Into The Unknown,10
Justin Bieber,True,0,98,98,Habitual,1
Jhene Aiko,False,70,55,99,P*$$y Fairy (OTW),5
Justin Bieber,True,0,100,100,All Around Me,1
