artist,isNew,last,peak,rank,title,week
The Kid LAROI & Justin Bieber,FALSE,1,1,1,Stay,7
Ed Sheeran,FALSE,2,2,2,Bad Habits,9
Olivia Rodrigo,FALSE,3,1,3,Good 4 U,15
Doja Cat Featuring SZA,FALSE,5,3,4,Kiss Me More,20
Lil Nas X & Jack Harlow,FALSE,7,2,5,Industry Baby,5
Dua Lipa,FALSE,6,2,6,Levitating,47
BTS,FALSE,8,1,7,Butter,14
Olivia Rodrigo,FALSE,9,3,8,Deja Vu,21
Lil Nas X,FALSE,10,1,9,Montero (Call Me By Your Name),22
The Weeknd & Ariana Grande,FALSE,11,1,10,Save Your Tears,37
Walker Hayes,FALSE,12,11,11,Fancy Like,10
Doja Cat & The Weeknd,FALSE,17,11,12,You Right,9
Wizkid Featuring Justin Bieber & Tems,FALSE,16,13,13,Essence,8
Doja Cat,FALSE,20,14,14,Need To Know,11
Silk Sonic (Bruno Mars & Anderson .Paak),FALSE,15,1,15,Leave The Door Open,25
The Weeknd,FALSE,13,6,16,Take My Breath,3
Lizzo Featuring Cardi B,FALSE,4,4,17,Rumors,2
Justin Bieber Featuring Daniel Caesar & Giveon,FALSE,14,1,18,Peaches,23
Giveon,FALSE,19,16,19,Heartbreak Anniversary,28
The Weeknd,FALSE,21,1,20,Blinding Lights,90
Marshmello X Jonas Brothers,FALSE,23,19,21,Leave Before You Love Me,14
Billie Eilish,FALSE,18,11,22,Happier Than Ever,4
Luke Combs,FALSE,25,2,23,Forever After All,44
Luke Bryan,FALSE,30,24,24,Waves,10
DJ Khaled Featuring Lil Baby & Lil Durk,FALSE,24,20,25,Every Chance I Get,17
Farruko,FALSE,33,26,26,Pepas,5
Megan Thee Stallion,FALSE,27,16,27,Thot Shit,11
Olivia Rodrigo,FALSE,29,9,28,Traitor,14
Maneskin,FALSE,42,29,29,Beggin',9
Duncan Laurence,FALSE,38,30,30,Arcade,20
Roddy Ricch,FALSE,26,20,31,Late At Night,12
Lainey Wilson,FALSE,37,32,32,Things A Man Oughta Know,15
