artist,isNew,last,peak,rank,title,week
Maroon 5 Featuring Cardi B,False,1,1,1,Girls Like You,22
Travis Scott,False,7,2,2,Sicko Mode,12
Juice WRLD,False,3,2,3,Lucid Dreams,24
Marshmello & Bastille,False,6,4,4,Happier,10
Post Malone,False,4,3,5,Better Now,26
Kodak Black Featuring Travis Scott & Offset,False,2,2,6,ZEZE,2
5 Seconds Of Summer,False,9,7,7,Youngblood,21
Lil Baby & Gunna,False,8,4,8,Drip Too Hard,6
Post Malone & Swae Lee,True,0,9,9,Sunflower (Spider-Man: Into The Spider-Verse),1
Khalid & Normani,False,14,9,10,Love Lies,36
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",False,16,11,11,Taki Taki,4
Halsey,False,23,12,12,Without Me,3
Bad Bunny Featuring Drake,False,5,5,13,MIA,2
Lady Gaga & Bradley Cooper,False,10,5,14,Shallow,4
Imagine Dragons,False,13,13,15,Natural,14
Sheck Wes,False,21,16,16,Mo Bamba,9
"Cardi B, Bad Bunny & J Balvin",False,12,1,17,I Like It,29
Ella Mai,False,11,11,18,Trip,12
Tyga Featuring Offset,False,17,8,19,Taste,22
"benny blanco, Halsey & Khalid",False,22,20,20,Eastside,15
Panic! At The Disco,False,27,21,21,High Hopes,12
Drake,False,20,2,22,Nonstop,17
Drake,False,15,1,23,In My Feelings,17
Ariana Grande,False,19,8,24,God Is A Woman,15
6ix9ine Featuring Nicki Minaj & Murda Beatz,False,18,3,25,FEFE,14
Future & Juice WRLD,True,0,26,26,Fine China,1
Lil Baby & Drake,False,28,6,27,Yes Indeed,24
Selena Gomez,False,24,18,28,Back To You,24
"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",False,29,16,29,Big Bank,21
lovelytheband,False,33,30,30,Broken,15
Bazzi Featuring Camila Cabello,False,32,31,31,Beautiful,12
Ella Mai,False,25,5,32,Boo'd Up,30
Lil Wayne,False,36,7,33,Uproar,4
Khalid,False,71,34,34,Better,6
Kanye West & Lil Pump,False,26,6,35,I Love It,7
Bebe Rexha,False,37,36,36,I'm A Mess,15
Luke Combs,False,44,37,37,She Got The Best Of Me,11
Taylor Swift,False,34,12,38,Delicate,33
Gucci Mane X Bruno Mars X Kodak Black,False,41,30,39,Wake Up In The Sky,6
Lauv,False,39,27,40,I Like Me Better,37
Ariana Grande,False,52,22,41,Breathin,10
Lil Baby,False,30,28,42,Close Friends,3
XXXTENTACION,False,40,1,43,Sad!,34
Post Malone Featuring Ty Dolla $ign,False,38,1,44,Psycho,35
Cardi B Featuring Kehlani,False,46,28,45,Ring,14
Dan + Shay,False,47,21,46,Tequila,33
"Zedd, Maren Morris & Grey",False,43,5,47,The Middle,39
6ix9ine Featuring Bobby Shmurda,False,51,25,48,STOOPID,3
Lil Baby & Gunna Featuring Drake,False,35,15,49,Never Recover,3
Ariana Grande,False,49,3,50,No Tears Left To Cry,27
NF,False,58,51,51,Lie,13
Dan + Shay,False,63,52,52,Speechless,7
Flipp Dinero,False,76,53,53,Leave Me Alone,6
Cardi B,True,0,54,54,Money,1
Lil Wayne Featuring Kendrick Lamar,False,42,2,55,Mona Lisa,4
Kane Brown,False,66,56,56,Lose It,15
Lady Gaga,False,50,41,57,Always Remember Us This Way,3
Lil' Duval Featuring Snoop Dogg & Ball Greezy,False,59,56,58,Smile (Living My Best Life),9
