artist,isNew,last,peak,rank,title,week
Mariah Carey,False,2,1,1,All I Want For Christmas Is You,43
Brenda Lee,False,3,2,2,Rockin' Around The Christmas Tree,38
Bobby Helms,False,4,3,3,Jingle Bell Rock,35
Burl Ives,False,6,4,4,A Holly Jolly Christmas,19
Andy Williams,False,7,5,5,It's The Most Wonderful Time Of The Year,20
Jose Feliciano,False,10,6,6,Feliz Navidad,14
24kGoldn Featuring iann dior,False,5,1,7,Mood,20
Dean Martin,False,11,8,8,"Let It Snow, Let It Snow, Let It Snow",13
Wham!,False,14,9,9,Last Christmas,19
Chuck Berry,False,29,10,10,Run Rudolph Run,8
Nat King Cole,False,15,11,11,The Christmas Song (Merry Christmas To You),26
Kelly Clarkson,False,28,12,12,Underneath The Tree,9
The Ronettes,False,19,13,13,Sleigh Ride,11
Ariana Grande,False,8,1,14,Positions,9
Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,False,12,12,15,It's Beginning To Look A Lot Like Christmas,8
Gene Autry,False,31,16,16,Rudolph The Red-Nosed Reindeer,12
Ariana Grande,False,32,17,17,Santa Tell Me,8
Andy Williams,False,26,18,18,Happy Holiday / The Holiday Season,8
Darlene Love,False,37,19,19,Christmas (Baby Please Come Home),7
Bing Crosby,False,38,12,20,White Christmas,20
Justin Bieber Featuring Chance The Rapper,False,13,3,21,Holy,14
Perry Como,False,43,22,22,(There's No Place Like) Home For The Holidays,7
Michael Buble,False,42,23,23,It's Beginning To Look A Lot Like Christmas,5
Chris Brown & Young Thug,False,16,9,24,Go Crazy,33
Drake Featuring Lil Durk,False,17,2,25,Laugh Now Cry Later,19
Gene Autry,False,69,26,26,Here Comes Santa Claus (Right Down Santa Claus Lane),10
Dua Lipa,False,27,20,27,Levitating,12
Paul McCartney,False,46,28,28,Wonderful Christmastime,4
Pop Smoke Featuring Lil Baby & DaBaby,False,25,6,29,For The Night,25
Gabby Barrett Featuring Charlie Puth,False,20,3,30,I Hope,52
Internet Money & Gunna Featuring Don Toliver & NAV,False,24,6,31,Lemonade,19
Thurl Ravenscroft,False,0,32,32,"You're A Mean One, Mr. Grinch",2
Elvis Presley,False,0,33,33,Blue Christmas,3
Bad Bunny & Jhay Cortez,False,23,5,34,Dakiti,8
Megan Thee Stallion,False,22,12,35,Body,5
Bing Crosby & The Andrews Sisters,True,0,36,36,Mele Kalikimaka (Merry Christmas),1
AJR,False,33,24,37,Bang!,25
Taylor Swift,False,1,1,38,Willow,2
Donny Hathaway,True,0,39,39,This Christmas,1
Ariana Grande Feat. Doja Cat & Megan Thee Stallion,False,35,8,40,34+35,8
Ava Max,False,30,13,41,Kings & Queens,20
Billie Eilish,False,36,2,42,Therefore I Am,7
Nat King Cole,False,47,43,43,Deck The Halls,2
BTS,False,9,1,44,Dynamite,18
Eagles,False,0,18,45,Please Come Home For Christmas,9
Jackson 5,True,0,46,46,Santa Claus Is Comin' To Town,1
The Beach Boys,True,0,47,47,Little Saint Nick,1
Dan + Shay,False,58,48,48,Take Me Home For Christmas,3
Michael Buble,True,0,49,49,Have Yourself A Merry Little Christmas,1
Bing Crosby,True,0,50,50,I'll Be Home For Christmas,1
Pop Smoke,False,48,25,51,What You Know Bout Love,16
CJ,False,53,51,52,Whoopty,7
Justin Bieber & benny blanco,False,51,14,53,Lonely,10
Carrie Underwood & John Legend,False,84,54,54,Hallelujah,3
Cardi B Featuring Megan Thee Stallion,False,55,1,55,WAP,20
Lil Nas X,False,56,37,56,Holiday,6
Luke Combs,False,59,30,57,Better Together,12
Lil Baby,False,60,30,58,On Me,3
Ed Sheeran,True,0,59,59,Afterglow,1
Eminem,True,0,60,60,Gnat,1
Justin Bieber,False,87,61,61,Rockin' Around The Christmas Tree,4
Carrie Underwood,False,99,62,62,Favorite Time Of Year,4
Maluma & The Weeknd,False,65,12,63,Hawai,18
Shawn Mendes & Justin Bieber,False,62,8,64,Monster,5
Sam Smith,False,66,40,65,Diamonds,14
Chris Stapleton,False,72,25,66,Starting Over,17
Megan Thee Stallion Featuring DaBaby,False,95,67,67,Cry Baby,3
Tate McRae,False,79,50,68,You Broke Me First.,18
Machine Gun Kelly X blackbear,False,86,28,69,My Ex's Best Friend,19
The Kid LAROI,False,81,63,70,Without You,3
Chris Lane,False,73,42,71,"Big, Big Plans",12
21 Savage & Metro Boomin Featuring Drake,False,88,10,72,Mr. Right Now,12
Luke Combs,False,92,2,73,Forever After All,9
BRS Kash,False,97,69,74,Throat Baby (Go Baby),10
Kelly Clarkson & Brett Eldredge,False,0,59,75,Under The Mistletoe,3
Jack Harlow,False,77,34,76,Tyler Herro,9
Taylor Swift,False,21,21,77,Champagne Problems,2
Gabby Barrett,True,0,78,78,The First Noel,1
Russell Dickerson,False,83,31,79,Love You Like I Used To,16
Lady A,False,0,75,80,Champagne Night,9
Miley Cyrus Featuring Dua Lipa,False,94,54,81,Prisoner,5
Niko Moon,False,96,71,82,Good Time,12
Morgan Wallen,False,0,6,83,7 Summers,18
Popp Hunna,True,0,84,84,Adderall (Corvette Corvette),1
Yung Bleu Featuring Drake,False,0,52,85,You're Mines Still,3
Kid Cudi,False,41,41,86,Tequila Shots,2
Saweetie Featuring Jhene Aiko,False,0,76,87,Back To The Streets,5
Karol G,False,0,88,88,Bichota,4
Jack Harlow Featuring Big Sean,False,74,74,89,Way Out,2
SZA Featuring Ty Dolla $ign,False,0,29,90,Hit Different,15
Taylor Swift,False,39,39,91,'Tis The Damn Season,2
H.E.R.,False,0,70,92,Damage,2
Lil Durk,True,0,93,93,Backdoor,1
Carrie Underwood,False,0,94,94,Silent Night,2
Harry Styles,False,0,74,95,Golden,9
Kelsea Ballerini,False,0,72,96,Hole In The Bottle,10
Taylor Swift Featuring HAIM,False,34,34,97,"No Body, No Crime",2
DDG,True,0,98,98,Moonwalking In Calabasas,1
King Von,False,0,47,99,Took Her To The O,6
Ritt Momney,False,0,79,100,Put Your Records On,10
