artist,isNew,last,peak,rank,title,week
Baauer,True,0,1,1,Harlem Shake,1
Macklemore & Ryan Lewis Featuring Wanz,False,1,1,2,Thrift Shop,20
Rihanna Featuring Mikky Ekko,False,57,3,3,Stay,2
will.i.am & Britney Spears,False,3,3,4,Scream & Shout,12
Taylor Swift,False,5,2,5,I Knew You Were Trouble.,18
The Lumineers,False,4,3,6,Ho Hey,37
Bruno Mars,False,2,1,7,Locked Out Of Heaven,20
Bruno Mars,False,9,8,8,When I Was Your Man,9
Justin Timberlake Featuring JAY Z,False,8,4,9,Suit & Tie,6
Drake,False,63,10,10,Started From The Bottom,2
Swedish House Mafia Featuring John Martin,False,6,6,11,Don't You Worry Child,22
Mumford & Sons,False,15,12,12,I Will Wait,28
Maroon 5,False,7,7,13,Daylight,11
Alicia Keys Featuring Nicki Minaj,False,12,11,14,Girl On Fire,24
"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",False,11,8,15,F**kin Problems,16
Justin Bieber Featuring Nicki Minaj,False,10,5,16,Beauty And A Beat,19
Calvin Harris Featuring Florence Welch,False,14,10,17,Sweet Nothing,15
P!nk,False,13,9,18,Try,17
Lil Wayne Featuring Drake & Future,False,23,16,19,Love Me,5
fun.,False,43,20,20,Carry On,7
Rihanna,False,18,1,21,Diamonds,21
Rihanna,False,34,22,22,Pour It Up,7
Imagine Dragons,False,16,15,23,It's Time,37
Justin Timberlake,True,0,24,24,Mirrors,1
Kelly Clarkson,False,19,19,25,Catch My Breath,17
PSY,False,48,2,26,Gangnam Style,24
Miguel,False,35,17,27,Adorn,29
fun.,False,24,3,28,Some Nights,52
Hunter Hayes,False,30,16,29,Wanted,43
Phillip Phillips,False,17,6,30,Home,34
Of Monsters And Men,False,22,20,31,Little Talks,39
Ed Sheeran,False,20,16,32,The A Team,32
The Script Featuring will.i.am,False,25,25,33,Hall Of Fame,21
Maroon 5,False,21,1,34,One More Night,35
Ke$ha,False,29,27,35,C'mon,9
Gotye Featuring Kimbra,False,42,1,36,Somebody That I Used To Know,59
Imagine Dragons,False,33,33,37,Radioactive,25
Blake Shelton,False,38,38,38,Sure Be Cool If You Did,6
The Band Perry,False,31,28,39,Better Dig Two,16
2 Chainz,False,39,27,40,I'm Different,14
Carrie Underwood,False,50,41,41,Two Black Cadillacs,10
Kendrick Lamar,False,27,17,42,Swimming Pools (Drank),27
Tim McGraw,False,32,32,43,One Of Those Nights,12
Olly Murs Featuring Flo Rida,False,49,44,44,Troublemaker,5
One Direction,True,0,45,45,One Way Or Another (Teenage Kicks),1
Trinidad James,False,37,36,46,All Gold Everything,10
Pitbull Featuring Christina Aguilera,False,55,47,47,Feel This Moment,4
Flo Rida,False,28,6,48,I Cry,21
Kendrick Lamar Featuring Drake,False,40,40,49,Poetic Justice,17
Ke$ha,False,36,2,50,Die Young,21
One Direction,False,72,51,51,Kiss You,8
Gary Allan,False,41,26,52,Every Storm (Runs Out Of Rain),20
The Weeknd,False,53,53,53,Wicked Games,16
Little Big Town,False,52,52,54,Tornado,15
AWOLNATION,False,60,55,55,Sail,24
Hunter Hayes,False,54,54,56,Somebody's Heartbreak,13
Future,False,61,57,57,Neva End,11
Lady Antebellum,False,45,45,58,Downtown,2
Pitbull Featuring TJR,False,44,17,59,Don't Stop The Party,18
Fall Out Boy,False,26,26,60,My Songs Know What You Did In The Dark (Light Em Up),2
Lee Brice,False,62,61,61,I Drive Your Truck,7
Jason Aldean With Luke Bryan & Eric Church,False,51,40,62,The Only Way I Know,15
Rihanna Featuring Future,False,88,63,63,Loveeeeeee Song,3
Young Jeezy Featuring 2 Chainz,False,69,64,64,R.I.P.,2
Taylor Swift,False,71,7,65,Begin Again,20
