artist,isNew,last,peak,rank,title,week
24kGoldn Featuring iann dior,False,1,1,1,Mood,11
Cardi B Featuring Megan Thee Stallion,False,2,1,2,WAP,11
Drake Featuring Lil Durk,False,3,2,3,Laugh Now Cry Later,10
The Weeknd,False,4,1,4,Blinding Lights,47
Jawsh 685 x Jason Derulo,False,6,1,5,Savage Love (Laxed - Siren Beat),19
Gabby Barrett Featuring Charlie Puth,False,8,6,6,I Hope,43
BTS,False,5,1,7,Dynamite,9
DaBaby Featuring Roddy Ricch,False,7,1,8,Rockstar,27
Justin Bieber Featuring Chance The Rapper,False,14,3,9,Holy,5
Internet Money & Gunna Featuring Don Toliver & NAV,False,10,10,10,Lemonade,10
Harry Styles,False,9,1,11,Watermelon Sugar,31
Lewis Capaldi,False,11,9,12,Before You Go,38
Pop Smoke Featuring Lil Baby & DaBaby,False,13,6,13,For The Night,16
Justin Bieber & benny blanco,True,0,14,14,Lonely,1
Chris Brown & Young Thug,False,15,9,15,Go Crazy,24
Jason Aldean,False,16,16,16,Got What I Got,21
Lee Brice,False,17,17,17,One Of Them Girls,21
"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",False,18,2,18,Whats Poppin,37
Post Malone,False,19,1,19,Circles,60
Kane Brown With Swae Lee & Khalid,False,20,20,20,Be Like That,15
Fleetwood Mac,False,12,1,21,Dreams,22
Juice WRLD x Marshmello,False,21,2,22,Come & Go,15
Moneybagg Yo,False,33,23,23,Said Sum,16
Ava Max,False,32,24,24,Kings & Queens,11
Pop Smoke,False,29,25,25,What You Know Bout Love,7
AJR,False,26,26,26,Bang!,16
Surf Mesa Featuring Emilee,False,28,27,27,ily,22
Morgan Wallen,False,30,28,28,More Than My Hometown,19
Jameson Rodgers,False,34,29,29,Some Girls,11
Shawn Mendes,False,22,18,30,Wonder,3
Harry Styles,False,25,6,31,Adore You,46
Pop Smoke Featuring 50 Cent & Roddy Ricch,False,38,11,32,The Woo,16
SAINt JHN,False,31,4,33,Roses,31
Dua Lipa,False,27,13,34,Break My Heart,30
Sada Baby Featuring Nicki Minaj,False,0,35,35,Whole Lotta Choppas,2
Dua Lipa,False,35,2,36,Don't Start Now,51
HARDY Featuring Lauren Alaina & Devin Dawson,False,41,37,37,One Beer,20
Rod Wave Featuring ATR Son Son,False,39,12,38,Rags2Riches,17
Travis Scott Featuring Young Thug & M.I.A.,False,23,1,39,Franchise,4
Pop Smoke Featuring Lil Tjay,False,37,17,40,Mood Swings,16
Russell Dickerson,False,51,41,41,Love You Like I Used To,7
21 Savage & Metro Boomin Featuring Drake,False,24,10,42,Mr. Right Now,3
Dan + Shay,False,44,42,43,I Should Probably Go To Bed,12
Parker McCollum,False,47,44,44,Pretty Heart,15
Luke Combs,False,42,23,45,Lovin' On You,17
DJ Khaled Featuring Drake,False,40,3,46,Popstar,14
Dua Lipa,False,54,47,47,Levitating,3
Miley Cyrus,False,50,14,48,Midnight Sky,10
Blake Shelton Featuring Gwen Stefani,False,45,45,49,Happy Anywhere,13
21 Savage & Metro Boomin,False,36,9,50,Runnin,3
Money Man Featuring Lil Baby,False,49,49,51,24,10
Yung Bleu Featuring Drake,True,0,52,52,You're Mines Still,1
Saweetie,False,46,20,53,Tap In,15
Machine Gun Kelly X blackbear,False,48,28,54,My Ex's Best Friend,10
Juice WRLD,False,52,5,55,Wishing Well,15
Matt Stell,False,62,56,56,Everywhere But On,7
Luke Combs,False,69,57,57,Better Together,3
Tate McRae,False,57,57,58,You Broke Me First.,9
Maluma & The Weeknd,False,55,55,59,Hawai,9
Sam Smith,False,59,51,60,Diamonds,5
Morgan Wallen,False,56,6,61,7 Summers,10
Jon Pardi,False,61,61,62,Ain't Always The Cowboy,8
Megan Thee Stallion Featuring Young Thug,False,53,30,63,Don't Stop,3
Conan Gray,False,60,46,64,Heather,10
Chris Stapleton,False,64,57,65,Starting Over,8
SZA Featuring Ty Dolla $ign,False,66,29,66,Hit Different,7
Polo G,False,67,61,67,Martin & Gina,12
Chris Lane,False,78,68,68,"Big, Big Plans",3
Jhene Aiko Featuring H.E.R.,False,76,24,69,B.S.,12
Ne-Yo & Jeremih,False,80,70,70,U 2 Luv,3
G-Eazy Featuring blackbear,True,0,71,71,Hate The Way,1
Lil Baby,False,68,3,72,The Bigger Picture,19
"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",False,75,64,73,Relacion,7
Niko Moon,False,84,74,74,Good Time,3
Chloe X Halle,False,77,63,75,Do It,10
DJ Khaled Featuring Drake,False,71,8,76,Greece,14
YoungBoy Never Broke Again,False,82,50,77,Kacey Talk,10
DaBaby Featuring Young Thug,False,83,78,78,Blind,5
Ritt Momney,False,93,79,79,Put Your Records On,3
Marshmello & Demi Lovato,False,70,36,80,OK Not To Be OK,6
Larray,True,0,81,81,Canceled,1
21 Savage & Metro Boomin,False,63,19,82,Glock In My Lap,3
"J Balvin, Dua Lipa, Bad Bunny & Tainy",False,73,63,83,Un Dia (One Day),13
BLACKPINK X Selena Gomez,False,72,13,84,Ice Cream,8
Kenny Chesney,True,0,85,85,Happy Does,1
Juice WRLD & The Weeknd,False,89,8,86,Smile,10
Topic & A7S,False,79,53,87,Breaking Me,13
Taylor Swift,False,85,1,88,Cardigan,13
Megan Thee Stallion,False,87,28,89,Girls In The Hood,17
Lil Durk Featuring Lil Baby & Polo G,False,96,43,90,3 Headed Goat,16
Tim McGraw,False,81,53,91,I Called Mama,12
Machine Gun Kelly,False,86,50,92,Bloody Valentine,4
BRS Kash,True,0,93,93,Throat Baby (Go Baby),1
Kelsea Ballerini,False,95,94,94,Hole In The Bottle,2
Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,False,97,93,95,La Jeepeta,10
Ozuna x Karol G x Myke Towers,False,90,76,96,Caramelo,10
T.I. Featuring Lil Baby,True,0,97,97,Pardon,1
Keith Urban Duet With P!nk,False,99,62,98,One Too Many,4
Gunna Featuring Young Thug,False,91,38,99,Dollaz On My Head,19
Lady A,True,0,100,100,Champagne Night,1
