artist,isNew,last,peak,rank,title,week
Gotye Featuring Kimbra,False,1,1,1,Somebody That I Used To Know,16
fun. Featuring Janelle Monae,False,2,1,2,We Are Young,18
Maroon 5 Featuring Wiz Khalifa,True,0,3,3,Payphone,1
Justin Bieber,False,5,2,4,Boyfriend,4
The Wanted,False,3,3,5,Glad You Came,15
Flo Rida Featuring Sia,False,6,6,6,Wild Ones,16
Carly Rae Jepsen,False,8,7,7,Call Me Maybe,9
One Direction,False,4,4,8,What Makes You Beautiful,10
Nicki Minaj,False,7,5,9,Starships,10
Kelly Clarkson,False,9,1,10,Stronger (What Doesn't Kill You),18
Train,False,13,11,11,Drive By,15
Katy Perry,False,10,1,12,Part Of Me,10
Drake Featuring Rihanna,False,11,7,13,Take Care,23
Calvin Harris,False,12,12,14,Feel So Close,11
Drake Featuring Lil Wayne,False,14,14,15,The Motto,23
Adele,False,20,16,16,Rumour Has It,19
B.o.B,False,16,11,17,So Good,9
Adele,False,17,1,18,Set Fire To The Rain,34
David Guetta Featuring Nicki Minaj,False,15,4,19,Turn Me On,21
Usher,False,25,20,20,Climax,9
Taylor Swift,False,23,19,21,Eyes Open,5
Rihanna Featuring Calvin Harris,False,22,1,22,We Found Love,31
Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,False,19,7,23,"Young, Wild & Free",28
Rihanna Featuring Chris Brown,False,29,24,24,Birthday Cake,9
Gym Class Heroes Featuring Neon Hitch,False,18,12,25,Ass Back Home,19
Eric Church,False,31,26,26,Springsteen,8
Flo Rida,False,27,3,27,Good Feeling,30
Luke Bryan,False,30,28,28,Drunk On You,8
Jennifer Lopez Featuring Pitbull,False,34,27,29,Dance Again,3
Linkin Park,True,0,30,30,Burn It Down,1
Tyga,False,24,7,31,Rack City,22
LMFAO,False,33,1,32,Sexy And I Know It,34
Karmin,False,38,33,33,Brokenhearted,7
Jessie J,False,28,6,34,Domino,28
Carrie Underwood,False,35,18,35,Good Girl,9
