artist,isNew,last,peak,rank,title,week
Sean Kingston,False,1,1,1,Beautiful Girls,13
Fergie,False,2,2,2,Big Girls Don't Cry,18
Timbaland Featuring Keri Hilson,False,3,3,3,The Way I Are,12
Plain White T's,False,4,1,4,Hey There Delilah,21
Kanye West,False,6,5,5,Stronger,4
Soulja Boy Tell'em,False,11,6,6,Crank That (Soulja Boy),6
T-Pain Featuring Akon,False,7,6,7,Bartender,12
Rihanna Featuring Jay-Z,False,5,1,8,Umbrella,19
Fabolous Featuring Ne-Yo,False,8,8,9,Make Me Better,13
Hurricane Chris,False,9,7,10,A Bay Bay,11
Plies Featuring T-Pain,False,10,10,11,Shawty,10
Keyshia Cole Featuring Missy Elliott & Lil Kim,False,16,12,12,Let It Go,9
Elliott Yamin,False,13,13,13,Wait For You,18
Sean Kingston,False,15,14,14,Me Love,3
T-Pain Featuring Yung Joc,False,12,1,15,Buy U A Drank (Shawty Snappin'),26
Nickelback,False,20,16,16,Rockstar,28
Jonas Brothers,False,65,17,17,S.O.S.,2
50 Cent Featuring Justin Timberlake & Timbaland,False,22,18,18,Ayo Technology,2
Rihanna,False,17,15,19,Shut Up And Drive,11
P!nk,False,21,20,20,Who Knew,11
Shop Boyz,False,14,2,21,Party Like A Rockstar,18
Akon,False,18,7,22,"Sorry, Blame It On Me",5
Maroon 5,False,19,1,23,Makes Me Wonder,20
J. Holiday,False,42,24,24,Bed,5
Daughtry,False,23,5,25,Home,25
Avril Lavigne,False,26,26,26,When You're Gone,9
Justin Timberlake,False,30,27,27,LoveStoned,7
Carrie Underwood,False,24,8,28,Before He Cheats,51
Boys Like Girls,False,31,29,29,The Great Escape,14
Yung Berg Featuring Junior,False,28,18,30,Sexy Lady,17
Ne-Yo,False,27,26,31,Do You,12
Lifehouse,False,34,32,32,First Time,15
High School Musical 2 Cast,False,35,6,33,What Time Is It,5
Paramore,False,0,34,34,Misery Business,5
T.I.,False,25,9,35,Big Things Poppin' (Do It),13
Gwen Stefani Featuring Akon,False,29,2,36,The Sweet Escape,36
Fall Out Boy,False,33,11,37,Thnks Fr Th Mmrs,19
Zac Efron & Vanessa Anne Hudgens,True,0,38,38,You Are The Music In Me,1
Linkin Park,False,32,7,39,What I've Done,20
Kenny Chesney,False,37,22,40,Never Wanted Nothing More,9
Fantasia,False,40,32,41,When I See U,20
R. Kelly Duet With Usher,False,36,20,42,Same Girl,15
Tim McGraw,False,45,43,43,If You're Reading This,2
Kat DeLuna Featuring Elephant Man,False,44,29,44,Whine Up,12
Justin Timberlake,False,39,6,45,Summer Love,19
Gym Class Heroes,True,0,46,46,Clothes Off!!,1
Rodney Atkins,False,51,47,47,These Are My People,11
Amy Winehouse,False,41,9,48,Rehab,18
Taylor Swift,False,38,33,49,Teardrops On My Guitar,24
Aly & AJ,False,46,17,50,Potential Breakup Song,8
Musiq Soulchild,False,47,42,51,teachme,15
Baby Bash Featuring T-Pain,False,53,51,52,Cyclone,4
Jonas Brothers,False,70,53,53,Hold On,4
T.I. Featuring Wyclef Jean,False,58,54,54,You Know What It Is,7
Ciara Featuring 50 Cent,False,62,55,55,Can't Leave 'Em Alone,5
Reba McEntire Duet With Kelly Clarkson,False,54,52,56,Because Of You,8
will.i.am,False,93,57,57,I Got It From My Mama,2
Mims,False,52,32,58,Like This,15
Finger Eleven,False,57,57,59,Paralyzer,11
Zac Efron & Vanessa Anne Hudgens,True,0,60,60,Gotta Go My Own Way,1
Tim McGraw With Faith Hill,False,50,50,61,I Need You,14
Brad Paisley,False,64,62,62,Online,5
Michael Buble,False,60,46,63,Everything,15
Paula DeAnda Featuring Bow Wow,False,68,64,64,Easy,8
Down A.K.A. Kilo,False,61,34,65,Lean Like A Cholo,16
Zac Efron,True,0,66,66,Bet On It,1
Rascal Flatts,False,72,67,67,Take Me There,4
Colbie Caillat,False,81,68,68,Bubbly,8
Bucky Covington,False,59,58,69,A Different World,18
UGK Featuring OutKast,False,74,70,70,Int'l Players Anthem (I Choose You),2
Toby Keith,False,73,71,71,Love Me If You Can,4
Foo Fighters,False,56,56,72,The Pretender,2
Keith Urban,False,55,48,73,I Told You So,15
Corbin Bleu & Lucas Grabeel,True,0,74,74,I Don't Dance,1
Daughtry,False,94,75,75,Over You,2
Mario,False,67,46,76,How Do I Breathe,9
Linkin Park,False,69,69,77,Bleed It Out,3
Brooks & Dunn,False,76,76,78,Proud Of The House We Built,4
Luke Bryan,False,86,79,79,All My Friends Say,3
Maroon 5,False,99,80,80,Wake Up Call,2
Sugarland,False,75,72,81,Everyday America,7
Justin Timberlake Duet With Beyonce,False,80,80,82,Until The End Of Time,7
Gwen Stefani,False,66,54,83,4 In The Morning,13
Eve,False,63,37,84,Tambourine,15
Lil Boosie Featuring Foxx & Webbie,False,71,38,85,Wipe Me Down,16
Cupid,False,78,66,86,Cupid Shuffle,7
Craig Morgan,False,79,76,87,Tough,7
Kanye West,False,85,80,88,Can't Tell Me Nothing,7
Dierks Bentley,False,88,88,89,Free And Easy (Down The Road I Go),3
Zac Efron & Vanessa Anne Hudgens,True,0,90,90,Everyday,1
Timbaland Featuring OneRepublic,False,0,91,91,Apologize,3
