artist,isNew,last,peak,rank,title,week
Nickelback,False,1,1,1,How You Remind Me,18
Usher,False,2,1,2,U Got It Bad,16
Mary J. Blige,False,3,1,3,Family Affair,24
P!nk,False,4,4,4,Get The Party Started,11
Ja Rule Featuring Ashanti,False,7,5,5,Always On Time,8
Creed,False,9,6,6,My Sacrifice,11
Shakira,False,6,6,7,"Whenever, Wherever",11
Enrique Iglesias,False,5,3,8,Hero,15
Ginuwine,False,8,4,9,Differences,24
Alicia Keys,False,11,10,10,A Woman's Worth,11
Ja Rule Featuring Case,False,10,6,11,Livin' It Up,19
'N Sync,False,13,11,12,Gone,16
The Calling,False,15,13,13,Wherever You Will Go,9
Aaliyah,False,16,14,14,Rock The Boat,18
Linkin Park,False,26,15,15,In The End,10
Toya,False,17,16,16,I Do!!,32
Nelly Furtado,False,12,5,17,Turn Off The Light,21
Fat Joe Featuring R. Kelly,False,22,18,18,We Thuggin',11
Michael Jackson,False,21,19,19,Butterflies,8
No Doubt Featuring Bounty Killer,False,27,20,20,Hey Baby,5
Five For Fighting,False,14,14,21,Superman (It's Not Easy),19
City High Featuring Eve,False,23,19,22,Caramel,13
Enya,False,19,10,23,Only Time,26
Aaron Tippin,False,20,20,24,Where The Stars And Stripes And The Eagle Fly,12
Nelly,False,25,22,25,#1,12
Jennifer Lopez Featuring Ja Rule,False,18,1,26,I'm Real,27
Craig David,False,35,27,27,7 Days,5
Ludacris,False,34,28,28,Roll Out (My Business),9
Alicia Keys,False,24,1,29,Fallin',30
Busta Rhymes,False,41,30,30,Break Ya Neck,9
"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",False,28,28,31,Son Of A Gun,7
Destiny's Child,False,29,10,32,Emotion,15
Staind,False,31,5,33,It's Been Awhile,39
Jewel,False,36,34,34,Standing Still,8
Mr. Cheeks,False,38,35,35,"Lights, Camera, Action!",13
Lenny Kravitz,False,32,31,36,Dig In,13
Lifehouse,False,40,2,37,Hanging By A Moment,48
Alan Jackson,False,30,30,38,Where Were You (When The World Stopped Turning),7
OutKast Featuring Killer Mike,False,51,39,39,The Whole World,3
Mystikal,False,47,40,40,Bouncin' Back (Bumpin' Me Against The Wall),4
P.O.D.,False,45,41,41,Alive,10
Train,False,42,5,42,Drops Of Jupiter (Tell Me),43
B2K,True,0,43,43,Uh Huh,1
Toby Keith,False,33,28,44,I Wanna Talk About Me,13
Steve Holy,False,39,39,45,Good Morning Beautiful,6
George Strait,False,37,34,46,Run,11
Puddle Of Mudd,False,54,47,47,Blurry,3
Mary J. Blige,False,53,48,48,No More Drama,4
LeAnn Rimes,False,57,49,49,Can't Fight The Moonlight,25
"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",False,60,50,50,Take Away,4
R. Kelly,False,59,51,51,The World's Greatest,2
Angie Stone,False,61,52,52,Brotha,9
Jennifer Lopez Featuring Ja Rule,False,74,53,53,Ain't It Funny,2
Faith Evans,False,49,38,54,You Gets No Love,14
Fabolous,False,62,55,55,Young'n (Holla Back),6
Trace Adkins,False,44,44,56,I'm Tryin',12
Maxwell,False,55,22,57,Lifetime,18
Jermaine Dupri & Ludacris,False,70,58,58,Welcome To Atlanta,2
Brad Paisley,False,48,48,59,Wrapped Around,8
Garth Brooks,False,46,46,60,Wrapped Up In You,11
David Ball,False,43,36,61,Riding With Private Malone,11
Jonell & Method Man,False,98,62,62,Round And Round,4
Incubus,False,69,60,63,Wish You Were Here,16
Michelle Branch,False,58,12,64,Everywhere,19
Juvenile,False,75,65,65,From Her Mama (Mama Got A**),9
JAY-Z,False,52,17,66,"Girls, Girls, Girls",13
Jagged Edge,False,65,58,67,Goodbye,8
Joe,False,68,68,68,Let's Stay Home Tonight,3
Glenn Lewis,False,77,69,69,Don't You Forget It,6
Jo Dee Messina With Tim McGraw,False,56,56,70,Bring On The Rain,5
Staind,False,76,62,71,Fade,12
Method Man & Redman,False,85,72,72,Part II,3
Christina Milian,False,82,27,73,AM To PM,20
112,False,72,39,74,Dance With Me,17
KeKe Wyatt Featuring Avant,True,0,75,75,Nothing In This World,1
System Of A Down,True,0,76,76,Chop Suey,1
The Offspring,True,0,77,77,Defy You,1
Default,True,0,78,78,Wasting My Time,1
Brooks & Dunn,False,66,66,79,The Long Goodbye,3
Whitney Houston,False,89,6,80,The Star Spangled Banner,26
Lee Greenwood,False,73,16,81,God Bless The USA,15
U2,False,78,52,82,Stuck In A Moment You Can't Get Out Of,15
Alien Ant Farm,False,79,23,83,Smooth Criminal,20
Britney Spears,False,64,27,84,I'm A Slave 4 U,12
Travis Tritt,False,67,39,85,Love Of A Woman,17
Puddle Of Mudd,False,86,68,86,Control,13
Lonestar,False,71,63,87,With Me,11
Brian McKnight,False,84,51,88,Love Of My Life,17
"Ludacris, LL Cool J & Keith Murray",False,91,87,89,Fatty Girl,10
Bubba Sparxxx,False,88,15,90,Ugly,19
Nas,False,93,91,91,Got Ur Self A...,4
Mariah Carey,False,81,81,92,Never Too Far/Hero Medley,2
Backstreet Boys,False,80,28,93,Drowning,12
Alan Jackson,False,83,34,94,Where I Come From,20
Lil Bow Wow Featuring Jagged Edge & Fundisha,True,0,95,95,Thank You,1
"R.L., Snoop Dogg & Lil' Kim",False,96,84,96,Do U Wanna Roll (Dolittle Theme),14
Master P Featuring Weebie,False,63,63,97,Ooohhhwee,2
Michael Jackson,False,90,10,98,You Rock My World,18
Tyrese,False,94,71,99,What Am I Gonna Do,15
Daniel Rodriguez,False,99,99,100,God Bless America,2
