artist,isNew,last,peak,rank,title,week
Janet,False,1,1,1,Doesn't Really Matter,12
Sisqo,False,2,1,2,Incomplete,11
Destiny's Child,False,4,3,3,"Jumpin', Jumpin'",17
matchbox twenty,False,3,1,4,Bent,19
Ruff Endz,False,7,5,5,No More,10
Joe,False,5,4,6,I Wanna Know,36
3 Doors Down,False,12,7,7,Kryptonite,22
Next,False,19,8,8,Wifey,15
Nine Days,False,8,6,9,Absolutely (Story Of A Girl),18
'N Sync,False,6,1,10,It's Gonna Be Me,18
Nelly,False,11,11,11,(Hot S**t) Country Grammar,19
LeAnn Rimes,False,15,11,12,I Need You,15
Aaliyah,False,9,1,13,Try Again,25
Madonna,False,18,14,14,Music,4
Toni Braxton,False,13,2,15,He Wasn't Man Enough,25
Creed,False,14,7,16,Higher,44
BBMak,False,16,13,17,Back Here,19
Vertical Horizon,False,10,1,18,Everything You Want,33
Sting Featuring Cheb Mami,False,17,17,19,Desert Rose,17
Jagged Edge,False,20,11,20,Let's Get Married,18
Lil' Zane Featuring 112,False,34,21,21,Callin' Me,6
Everclear,False,23,22,22,Wonderful,9
Christina Aguilera,False,29,23,23,Come On Over Baby (All I Want Is You),5
Lil Bow Wow Featuring Xscape,False,35,24,24,Bounce With Me,3
SoulDecision Featuring Thrust,False,27,25,25,Faded,9
Britney Spears,False,28,26,26,Lucky,4
Jessica Simpson,False,21,21,27,I Think I'm In Love With You,10
Son By Four,False,31,26,28,Purest Of Pain (A Puro Dolor),22
Marc Anthony,False,26,2,29,You Sang To Me,28
Faith Hill,False,24,2,30,Breathe,44
Jo Dee Messina,False,25,25,31,That's The Way,11
Toni Braxton,False,37,32,32,Just Be A Man About It,6
P!nk,False,22,7,33,There You Go,27
98 Degrees,False,39,34,34,Give Me Just One Night (Una Noche),3
Lonestar,False,30,30,35,What About Now,13
P!nk,False,52,36,36,Most Girls,4
Alan Jackson,False,38,37,37,It Must Be Love,11
Billy Gilman,False,43,38,38,One Voice,12
Da Brat Featuring Tyrese,False,36,26,39,What'Chu Like,14
Avant,False,33,23,40,Separated,19
Mystikal,False,65,41,41,Shake Ya Ass,4
Erykah Badu,False,53,42,42,Bag Lady,3
Christina Aguilera,False,40,3,43,I Turn To You,21
Dr. Dre Featuring Snoop Dogg,False,32,23,44,The Next Episode,15
Creed,False,62,45,45,With Arms Wide Open,17
Common,False,49,46,46,The Light,5
SHeDAISY,False,48,47,47,I Will...But,8
Santana Featuring Rob Thomas,False,46,1,48,Smooth,58
Kandi,False,61,49,49,Don't Think I'm Not,5
Jay-Z Featuring UGK,False,41,18,50,Big Pimpin',20
Bon Jovi,False,51,51,51,It's My Life,4
Mya,False,57,52,52,Case Of The Ex (Whatcha Gonna Do),3
Mandy Moore,False,42,24,53,I Wanna Be With You,12
Lee Ann Womack,False,44,32,54,I Hope You Dance,17
Vertical Horizon,False,64,55,55,You're A God,2
Brooks & Dunn,False,56,56,56,You'll Always Be Loved By Me,13
DMX Featuring Sisqo,False,58,57,57,What You Want,10
Debelah Morgan,False,70,58,58,Dance With Me,6
Keith Urban,False,60,59,59,Your Everything,8
Ideal Featuring Lil' Mo,False,50,47,60,Whatever,13
Baha Men,False,54,54,61,Who Let The Dogs Out,7
Donell Jones,False,55,29,62,Where I Wanna Be,20
Joe Diffie,False,67,63,63,It's Always Somethin',4
Papa Roach,False,66,64,64,Last Resort,6
Rascal Flatts,False,47,38,65,Prayin' For Daylight,18
Toby Keith,False,69,66,66,Country Comes To Town,5
George Strait,False,71,67,67,Go On,2
Lara Fabian,False,45,32,68,I Will Love Again,13
Joe,False,63,63,69,Treat Her Like A Lady,5
Whitney Houston & Enrique Iglesias,False,59,52,70,Could I Have This Kiss Forever,12
Don Henley,False,68,58,71,Taking You Home,11
Aaron Tippin,False,74,72,72,Kiss This,2
Faith Hill With Tim McGraw,False,73,73,73,Let's Make Love,4
Eminem,False,87,74,74,The Way I Am,2
Aaron Carter,False,99,75,75,Aaron's Party (Come Get It),2
Yolanda Adams,False,76,76,76,Open My Heart,2
Red Hot Chili Peppers,False,79,72,77,Californication,6
Darryl Worley,False,75,75,78,When You Need My Love,13
Travis Tritt,False,86,79,79,Best Of Intentions,3
Third Eye Blind,True,0,80,80,Deep Inside Of You,1
Sister Hazel,False,78,59,81,Change Your Mind,8
Vince Gill,True,0,82,82,Feels Like Love,1
Eric Heatherly,False,77,50,83,Flowers On The Wall,19
Lucy Pearl,False,72,36,84,Dance Tonight,16
No Doubt,False,80,38,85,Simple Kind Of Life,10
Lil' Kim,False,81,60,86,No Matter What They Say,8
Goo Goo Dolls,False,85,24,87,Broadway,20
Eminem,False,83,4,88,The Real Slim Shady,18
Kelly Price,False,82,64,89,As We Lay,8
Madison Avenue,False,92,90,90,Don't Call Me Baby,9
2Gether,True,0,91,91,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),1
Gerald Levert,False,89,89,92,Baby U Are,3
Reba McEntire,False,84,51,93,I'll Be,17
Jay-Z Featuring Memphis Bleek & Amil,False,98,94,94,Hey Papi,4
Stone Temple Pilots,False,88,78,95,Sour Girl,9
Britney Spears,False,90,9,96,Oops!...I Did It Again,20
Lil' Mo,False,97,97,97,Ta Da,4
Metallica,False,94,76,98,I Disappear,17
Zombie Nation,True,0,99,99,Kernkraft 400,1
Backstreet Boys,False,93,30,100,The One,15
