"","LHS","RHS","support","confidence","coverage","lift","count"
"60","{know,talk}","{just}",0.06282722513089,0.705882352941177,0.0890052356020942,1.27192008879023,12
"61","{like,talk}","{know}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.32356076759062,13
"62","{know,talk}","{like}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.40441176470588,13
"63","{love,talk}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"64","{know,talk}","{love}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.27007672634271,13
"65","{something,yeah}","{know}",0.06282722513089,1,0.06282722513089,1.42537313432836,12
"66","{know,something}","{yeah}",0.06282722513089,0.6,0.104712041884817,1.146,12
"67","{just,something}","{like}",0.06282722513089,0.8,0.0785340314136126,1.46923076923077,12
"68","{like,something}","{just}",0.06282722513089,0.705882352941177,0.0890052356020942,1.27192008879023,12
"69","{just,something}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"70","{know,something}","{just}",0.0732984293193717,0.7,0.104712041884817,1.26132075471698,14
"71","{like,something}","{know}",0.0732984293193717,0.823529411764706,0.0890052356020942,1.17383669885865,14
"72","{know,something}","{like}",0.0732984293193717,0.7,0.104712041884817,1.28557692307692,14
"73","{enough,never}","{love}",0.06282722513089,1,0.06282722513089,1.66086956521739,12
"74","{enough,love}","{never}",0.06282722513089,0.631578947368421,0.0994764397905759,1.52698201199201,12
"75","{enough,time}","{love}",0.06282722513089,1,0.06282722513089,1.66086956521739,12
"76","{enough,love}","{time}",0.06282722513089,0.631578947368421,0.0994764397905759,1.41919504643963,12
"77","{enough,yeah}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"78","{enough,love}","{yeah}",0.06282722513089,0.631578947368421,0.0994764397905759,1.20631578947368,12
"79","{enough,like}","{love}",0.0785340314136126,1,0.0785340314136126,1.66086956521739,15
"80","{enough,love}","{like}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.4498987854251,15
"81","{enough,like}","{know}",0.06282722513089,0.8,0.0785340314136126,1.14029850746269,12
"82","{enough,know}","{like}",0.06282722513089,0.8,0.0785340314136126,1.46923076923077,12
"83","{enough,love}","{know}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.12529457973291,15
"84","{enough,know}","{love}",0.0785340314136126,1,0.0785340314136126,1.66086956521739,15
"85","{ain't,nothin}","{yeah}",0.06282722513089,0.857142857142857,0.0732984293193717,1.63714285714286,12
"86","{nothin,yeah}","{ain't}",0.06282722513089,0.8,0.0785340314136126,2.63448275862069,12
"87","{right,touch}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"88","{know,touch}","{right}",0.0680628272251309,0.65,0.104712041884817,1.93984375,13
"89","{baby,touch}","{know}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.32356076759062,13
"90","{know,touch}","{baby}",0.0680628272251309,0.65,0.104712041884817,1.61233766233766,13
"91","{touch,wanna}","{like}",0.06282722513089,0.8,0.0785340314136126,1.46923076923077,12
"92","{like,touch}","{wanna}",0.06282722513089,0.857142857142857,0.0732984293193717,2.27380952380952,12
"93","{touch,wanna}","{know}",0.06282722513089,0.8,0.0785340314136126,1.14029850746269,12
"94","{know,touch}","{wanna}",0.06282722513089,0.6,0.104712041884817,1.59166666666667,12
"95","{cause,touch}","{know}",0.06282722513089,0.8,0.0785340314136126,1.14029850746269,12
"96","{know,touch}","{cause}",0.06282722513089,0.6,0.104712041884817,1.2876404494382,12
"97","{touch,yeah}","{know}",0.0732984293193717,1,0.0732984293193717,1.42537313432836,14
"98","{know,touch}","{yeah}",0.0732984293193717,0.7,0.104712041884817,1.337,14
"99","{just,touch}","{know}",0.06282722513089,0.8,0.0785340314136126,1.14029850746269,12
"100","{know,touch}","{just}",0.06282722513089,0.6,0.104712041884817,1.0811320754717,12
"101","{like,touch}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"102","{know,touch}","{like}",0.06282722513089,0.6,0.104712041884817,1.10192307692308,12
"103","{love,touch}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"104","{know,touch}","{love}",0.0732984293193717,0.7,0.104712041884817,1.16260869565217,14
"105","{lost,right}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"106","{know,lost}","{right}",0.06282722513089,0.705882352941177,0.0890052356020942,2.10661764705882,12
"107","{like,used}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"108","{know,used}","{like}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.40441176470588,13
"109","{love,used}","{know}",0.0732984293193717,1,0.0732984293193717,1.42537313432836,14
"110","{know,used}","{love}",0.0732984293193717,0.823529411764706,0.0890052356020942,1.36777493606138,14
"111","{make,woah}","{yeah}",0.0732984293193717,0.823529411764706,0.0890052356020942,1.57294117647059,14
"112","{woah,yeah}","{make}",0.0732984293193717,0.636363636363636,0.115183246073298,1.51931818181818,14
"113","{make,woah}","{know}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.08999122036874,13
"114","{know,woah}","{make}",0.0680628272251309,0.928571428571429,0.0732984293193717,2.21696428571429,13
"115","{never,woah}","{time}",0.0837696335078534,1,0.0837696335078534,2.24705882352941,16
"116","{time,woah}","{never}",0.0837696335078534,0.941176470588235,0.0890052356020943,2.27550260610573,16
"117","{never,woah}","{yeah}",0.0680628272251309,0.8125,0.0837696335078534,1.551875,13
"118","{woah,yeah}","{never}",0.0680628272251309,0.590909090909091,0.115183246073298,1.42865362485616,13
"119","{time,woah}","{yeah}",0.0732984293193717,0.823529411764706,0.0890052356020942,1.57294117647059,14
"120","{woah,yeah}","{time}",0.0732984293193717,0.636363636363636,0.115183246073298,1.42994652406417,14
"121","{time,woah}","{love}",0.06282722513089,0.705882352941177,0.0890052356020942,1.17237851662404,12
"122","{love,woah}","{time}",0.06282722513089,0.75,0.0837696335078534,1.68529411764706,12
"123","{woah,yeah}","{love}",0.0785340314136126,0.681818181818182,0.115183246073298,1.13241106719368,15
"124","{love,woah}","{yeah}",0.0785340314136126,0.9375,0.0837696335078534,1.790625,15
"125","{woah,yeah}","{know}",0.0680628272251309,0.590909090909091,0.115183246073298,0.842265943012212,13
"126","{know,woah}","{yeah}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.77357142857143,13
"127","{really,wanna}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"128","{know,really}","{wanna}",0.06282722513089,0.857142857142857,0.0732984293193717,2.27380952380952,12
"129","{cause,nothing}","{yeah}",0.06282722513089,0.631578947368421,0.0994764397905759,1.20631578947368,12
"130","{nothing,yeah}","{cause}",0.06282722513089,0.923076923076923,0.0680628272251309,1.980985306828,12
"131","{cause,nothing}","{know}",0.0732984293193717,0.736842105263158,0.0994764397905759,1.05027494108405,14
"132","{know,nothing}","{cause}",0.0732984293193717,0.823529411764706,0.0890052356020942,1.76734963648381,14
"133","{just,nothing}","{know}",0.06282722513089,1,0.06282722513089,1.42537313432836,12
"134","{know,nothing}","{just}",0.06282722513089,0.705882352941177,0.0890052356020942,1.27192008879023,12
"135","{just,last}","{like}",0.06282722513089,0.8,0.0785340314136126,1.46923076923077,12
"136","{last,like}","{just}",0.06282722513089,0.857142857142857,0.0732984293193717,1.544474393531,12
"137","{last,love}","{know}",0.06282722513089,0.8,0.0785340314136126,1.14029850746269,12
"138","{know,last}","{love}",0.06282722513089,0.75,0.0837696335078534,1.24565217391304,12
"139","{another,just}","{love}",0.0680628272251309,0.8125,0.0837696335078534,1.34945652173913,13
"140","{another,love}","{just}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.56163522012579,13
"141","{another,just}","{know}",0.0680628272251309,0.8125,0.0837696335078534,1.15811567164179,13
"142","{another,know}","{just}",0.0680628272251309,0.8125,0.0837696335078534,1.46403301886792,13
"143","{another,love}","{know}",0.06282722513089,0.8,0.0785340314136126,1.14029850746269,12
"144","{another,know}","{love}",0.06282722513089,0.75,0.0837696335078534,1.24565217391304,12
"145","{light,love}","{know}",0.06282722513089,0.75,0.0837696335078534,1.06902985074627,12
"146","{know,light}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"147","{just,little}","{like}",0.06282722513089,0.857142857142857,0.0732984293193717,1.57417582417582,12
"148","{like,little}","{just}",0.06282722513089,0.923076923076923,0.0680628272251309,1.66328011611031,12
"149","{just,little}","{know}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.32356076759062,13
"150","{know,little}","{just}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.56163522012579,13
"151","{like,little}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"152","{know,little}","{like}",0.06282722513089,0.8,0.0785340314136126,1.46923076923077,12
"153","{little,love}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"154","{know,little}","{love}",0.06282722513089,0.8,0.0785340314136126,1.32869565217391,12
"155","{change,never}","{just}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.56163522012579,13
"156","{change,just}","{never}",0.0680628272251309,0.684210526315789,0.0994764397905759,1.65423051299134,13
"157","{change,never}","{know}",0.0785340314136126,1,0.0785340314136126,1.42537313432836,15
"158","{change,know}","{never}",0.0785340314136126,0.75,0.104712041884817,1.81329113924051,15
"159","{change,just}","{love}",0.0680628272251309,0.684210526315789,0.0994764397905759,1.13638443935927,13
"160","{change,love}","{just}",0.0680628272251309,0.8125,0.0837696335078534,1.46403301886792,13
"161","{change,just}","{know}",0.0837696335078534,0.842105263157895,0.0994764397905759,1.20031421838178,16
"162","{change,know}","{just}",0.0837696335078534,0.8,0.104712041884817,1.44150943396226,16
"163","{change,love}","{know}",0.0732984293193717,0.875,0.0837696335078534,1.24720149253731,14
"164","{change,know}","{love}",0.0732984293193717,0.7,0.104712041884817,1.16260869565217,14
"165","{friends,just}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"166","{friends,know}","{just}",0.0680628272251309,0.8125,0.0837696335078534,1.46403301886792,13
"167","{face,make}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"168","{face,know}","{make}",0.06282722513089,0.75,0.0837696335078534,1.790625,12
"169","{face,time}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"170","{face,love}","{time}",0.06282722513089,0.705882352941177,0.0890052356020942,1.58615916955017,12
"171","{face,love}","{know}",0.0732984293193717,0.823529411764706,0.0890052356020942,1.17383669885865,14
"172","{face,know}","{love}",0.0732984293193717,0.875,0.0837696335078534,1.45326086956522,14
"173","{hard,make}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"174","{hard,know}","{make}",0.0732984293193717,0.736842105263158,0.0994764397905759,1.75921052631579,14
"175","{hard,yeah}","{love}",0.0732984293193717,0.875,0.0837696335078534,1.45326086956522,14
"176","{hard,love}","{yeah}",0.0732984293193717,0.736842105263158,0.0994764397905759,1.40736842105263,14
"177","{hard,yeah}","{know}",0.0680628272251309,0.8125,0.0837696335078534,1.15811567164179,13
"178","{hard,know}","{yeah}",0.0680628272251309,0.684210526315789,0.0994764397905759,1.30684210526316,13
"179","{hard,just}","{know}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.32356076759062,13
"180","{hard,know}","{just}",0.0680628272251309,0.684210526315789,0.0994764397905759,1.23286991062562,13
"181","{hard,like}","{know}",0.06282722513089,0.75,0.0837696335078534,1.06902985074627,12
"182","{hard,know}","{like}",0.06282722513089,0.631578947368421,0.0994764397905759,1.15991902834008,12
"183","{hard,love}","{know}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.12529457973291,15
"184","{hard,know}","{love}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.31121281464531,15
"185","{cause,wrong}","{love}",0.06282722513089,0.8,0.0785340314136126,1.32869565217391,12
"186","{love,wrong}","{cause}",0.06282722513089,0.75,0.0837696335078534,1.60955056179775,12
"187","{cause,look}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"188","{know,look}","{cause}",0.06282722513089,0.666666666666667,0.0942408376963351,1.43071161048689,12
"189","{look,love}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"190","{know,look}","{love}",0.06282722513089,0.666666666666667,0.0942408376963351,1.10724637681159,12
"191","{just,place}","{like}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.59166666666667,13
"192","{like,place}","{just}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.56163522012579,13
"193","{just,place}","{love}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.43942028985507,13
"194","{love,place}","{just}",0.0680628272251309,0.8125,0.0837696335078534,1.46403301886792,13
"195","{just,place}","{know}",0.06282722513089,0.8,0.0785340314136126,1.14029850746269,12
"196","{know,place}","{just}",0.06282722513089,0.857142857142857,0.0732984293193717,1.544474393531,12
"197","{like,place}","{love}",0.06282722513089,0.8,0.0785340314136126,1.32869565217391,12
"198","{love,place}","{like}",0.06282722513089,0.75,0.0837696335078534,1.37740384615385,12
"199","{best,tell}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"200","{best,love}","{tell}",0.06282722513089,0.705882352941177,0.0890052356020942,2.54384017758047,12
"201","{best,make}","{like}",0.06282722513089,0.857142857142857,0.0732984293193717,1.57417582417582,12
"202","{best,like}","{make}",0.06282722513089,0.75,0.0837696335078534,1.790625,12
"203","{best,yeah}","{like}",0.0680628272251309,0.722222222222222,0.0942408376963351,1.32638888888889,13
"204","{best,like}","{yeah}",0.0680628272251309,0.8125,0.0837696335078534,1.551875,13
"205","{best,yeah}","{love}",0.0680628272251309,0.722222222222222,0.0942408376963351,1.19951690821256,13
"206","{best,love}","{yeah}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.46058823529412,13
"207","{best,yeah}","{know}",0.06282722513089,0.666666666666667,0.0942408376963351,0.950248756218905,12
"208","{best,know}","{yeah}",0.06282722513089,0.75,0.0837696335078534,1.4325,12
"209","{best,love}","{know}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.08999122036874,13
"210","{best,know}","{love}",0.0680628272251309,0.8125,0.0837696335078534,1.34945652173913,13
"211","{cause,guess}","{love}",0.06282722513089,1,0.06282722513089,1.66086956521739,12
"212","{guess,love}","{cause}",0.06282722513089,0.666666666666667,0.0942408376963351,1.43071161048689,12
"213","{guess,just}","{love}",0.0785340314136126,1,0.0785340314136126,1.66086956521739,15
"214","{guess,love}","{just}",0.0785340314136126,0.833333333333333,0.0942408376963351,1.50157232704403,15
"215","{guess,like}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"216","{guess,love}","{like}",0.06282722513089,0.666666666666667,0.0942408376963351,1.22435897435897,12
"217","{guess,love}","{know}",0.0680628272251309,0.722222222222222,0.0942408376963351,1.02943615257048,13
"218","{guess,know}","{love}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.43942028985507,13
"219","{nobody,yeah}","{love}",0.06282722513089,0.8,0.0785340314136126,1.32869565217391,12
"220","{love,nobody}","{yeah}",0.06282722513089,0.8,0.0785340314136126,1.528,12
"221","{nobody,yeah}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"222","{know,nobody}","{yeah}",0.0680628272251309,0.722222222222222,0.0942408376963351,1.37944444444444,13
"223","{just,nobody}","{like}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.40441176470588,13
"224","{like,nobody}","{just}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.37791342952275,13
"225","{just,nobody}","{know}",0.06282722513089,0.705882352941177,0.0890052356020942,1.00614574187884,12
"226","{know,nobody}","{just}",0.06282722513089,0.666666666666667,0.0942408376963351,1.20125786163522,12
"227","{like,nobody}","{know}",0.0680628272251309,0.764705882352941,0.0890052356020943,1.08999122036874,13
"228","{know,nobody}","{like}",0.0680628272251309,0.722222222222222,0.0942408376963351,1.32638888888889,13
"229","{love,nobody}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"230","{know,nobody}","{love}",0.0732984293193717,0.777777777777778,0.0942408376963351,1.29178743961353,14
"231","{never,tryna}","{yeah}",0.06282722513089,0.923076923076923,0.0680628272251309,1.76307692307692,12
"232","{tryna,yeah}","{never}",0.06282722513089,0.666666666666667,0.0942408376963351,1.61181434599156,12
"233","{cause,tryna}","{yeah}",0.06282722513089,0.8,0.0785340314136126,1.528,12
"234","{tryna,yeah}","{cause}",0.06282722513089,0.666666666666667,0.0942408376963351,1.43071161048689,12
"235","{cause,tryna}","{just}",0.06282722513089,0.8,0.0785340314136126,1.44150943396226,12
"236","{just,tryna}","{cause}",0.06282722513089,0.75,0.0837696335078534,1.60955056179775,12
"237","{cause,tryna}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"238","{know,tryna}","{cause}",0.0732984293193717,0.736842105263158,0.0994764397905759,1.58131283264341,14
"239","{tryna,yeah}","{just}",0.0732984293193717,0.777777777777778,0.0942408376963351,1.40146750524109,14
"240","{just,tryna}","{yeah}",0.0732984293193717,0.875,0.0837696335078534,1.67125,14
"241","{tryna,yeah}","{love}",0.0732984293193717,0.777777777777778,0.0942408376963351,1.29178743961353,14
"242","{love,tryna}","{yeah}",0.0732984293193717,0.875,0.0837696335078534,1.67125,14
"243","{tryna,yeah}","{know}",0.0837696335078534,0.888888888888889,0.0942408376963351,1.26699834162521,16
"244","{know,tryna}","{yeah}",0.0837696335078534,0.842105263157895,0.0994764397905759,1.60842105263158,16
"245","{just,tryna}","{know}",0.0785340314136126,0.9375,0.0837696335078534,1.33628731343284,15
"246","{know,tryna}","{just}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.42254220456802,15
"247","{like,tryna}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"248","{know,tryna}","{like}",0.06282722513089,0.631578947368421,0.0994764397905759,1.15991902834008,12
"249","{love,tryna}","{know}",0.0680628272251309,0.8125,0.0837696335078534,1.15811567164179,13
"250","{know,tryna}","{love}",0.0680628272251309,0.684210526315789,0.0994764397905759,1.13638443935927,13
"251","{every,world}","{know}",0.06282722513089,1,0.06282722513089,1.42537313432836,12
"252","{know,world}","{every}",0.06282722513089,0.631578947368421,0.0994764397905759,2.51315789473684,12
"253","{cause,world}","{just}",0.06282722513089,0.75,0.0837696335078534,1.35141509433962,12
"254","{just,world}","{cause}",0.06282722513089,0.857142857142857,0.0732984293193717,1.83948635634029,12
"255","{cause,world}","{love}",0.0732984293193717,0.875,0.0837696335078534,1.45326086956522,14
"256","{love,world}","{cause}",0.0732984293193717,0.777777777777778,0.0942408376963351,1.66916354556804,14
"257","{cause,world}","{know}",0.0785340314136126,0.9375,0.0837696335078534,1.33628731343284,15
"258","{know,world}","{cause}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.69426374926079,15
"259","{just,world}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"260","{love,world}","{just}",0.06282722513089,0.666666666666667,0.0942408376963351,1.20125786163522,12
"261","{just,world}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"262","{know,world}","{just}",0.06282722513089,0.631578947368421,0.0994764397905759,1.13803376365442,12
"263","{love,world}","{know}",0.0785340314136126,0.833333333333333,0.0942408376963351,1.18781094527363,15
"264","{know,world}","{love}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.31121281464531,15
"265","{much,right}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"266","{love,much}","{right}",0.06282722513089,0.631578947368421,0.0994764397905759,1.88486842105263,12
"267","{much,take}","{like}",0.06282722513089,0.923076923076923,0.0680628272251309,1.69526627218935,12
"268","{like,much}","{take}",0.06282722513089,0.631578947368421,0.0994764397905759,1.85587044534413,12
"269","{much,take}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"270","{love,much}","{take}",0.06282722513089,0.631578947368421,0.0994764397905759,1.85587044534413,12
"271","{baby,much}","{like}",0.06282722513089,0.923076923076923,0.0680628272251309,1.69526627218935,12
"272","{like,much}","{baby}",0.06282722513089,0.631578947368421,0.0994764397905759,1.56664388243336,12
"273","{much,wanna}","{like}",0.0680628272251309,1,0.0680628272251309,1.83653846153846,13
"274","{like,much}","{wanna}",0.0680628272251309,0.684210526315789,0.0994764397905759,1.81505847953216,13
"275","{make,much}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"276","{love,much}","{make}",0.06282722513089,0.631578947368421,0.0994764397905759,1.50789473684211,12
"277","{make,much}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"278","{know,much}","{make}",0.06282722513089,0.705882352941177,0.0890052356020942,1.68529411764706,12
"279","{cause,much}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"280","{love,much}","{cause}",0.06282722513089,0.631578947368421,0.0994764397905759,1.35541099940863,12
"281","{just,much}","{like}",0.0680628272251309,0.8125,0.0837696335078534,1.4921875,13
"282","{like,much}","{just}",0.0680628272251309,0.684210526315789,0.0994764397905759,1.23286991062562,13
"283","{just,much}","{love}",0.0680628272251309,0.8125,0.0837696335078534,1.34945652173913,13
"284","{love,much}","{just}",0.0680628272251309,0.684210526315789,0.0994764397905759,1.23286991062562,13
"285","{just,much}","{know}",0.0732984293193717,0.875,0.0837696335078534,1.24720149253731,14
"286","{know,much}","{just}",0.0732984293193717,0.823529411764706,0.0890052356020942,1.48390677025527,14
"287","{like,much}","{love}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.31121281464531,15
"288","{love,much}","{like}",0.0785340314136126,0.789473684210526,0.0994764397905759,1.4498987854251,15
"289","{like,much}","{know}",0.0732984293193717,0.736842105263158,0.0994764397905759,1.05027494108405,14
"290","{know,much}","{like}",0.0732984293193717,0.823529411764706,0.0890052356020942,1.51244343891403,14
"291","{love,much}","{know}",0.0732984293193717,0.736842105263158,0.0994764397905759,1.05027494108405,14
